Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Калининская-180																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №265	УИК №279	УИК №280	УИК №281	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №307	УИК №308	УИК №309	УИК №316									
		17.76%	14.93%	15.84%	18.51%	21.69%	20.51%	18.18%	28.48%	16.51%	23.17%	19.73%	18.84%	15.00%	17.20%	17.81%	15.70%	16.50%	13.98%	20.25%	18.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	65	11	4	3	1	1	1	2	0	5	2	1	2	1	9	5	5	6	0	6									
		1.02%	1.38%	0.60%	0.64%	0.34%	0.28%	0.76%	1.32%	0.00%	3.05%	0.44%	0.29%	0.63%	1.08%	2.29%	0.90%	2.43%	2.15%	0.00%	1.16%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	17	6	6	4	0	0	1	0	1	5	5	1	3	7	4	2	5	0	1									
		1.07%	2.13%	0.90%	1.28%	1.36%	0.00%	0.00%	0.66%	0.00%	0.61%	1.11%	1.45%	0.31%	3.23%	1.78%	0.72%	0.97%	1.79%	0.00%	0.19%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0									
		0.08%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.29%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	105	15	6	11	10	4	2	0	0	4	8	8	3	0	5	4	7	7	1	10									
		1.65%	1.88%	0.90%	2.34%	3.39%	1.14%	1.52%	0.00%	0.00%	2.44%	1.77%	2.32%	0.94%	0.00%	1.27%	0.72%	3.40%	2.51%	1.27%	1.94%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	873	103	106	61	47	53	5	16	18	25	83	54	26	13	20	72	23	36	9	103									
		13.71%	12.92%	15.99%	12.98%	15.93%	15.10%	3.79%	10.60%	16.51%	15.24%	18.40%	15.65%	8.13%	13.98%	5.09%	12.99%	11.17%	12.90%	11.39%	19.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	2	2	5	0	1	0	0	2	0	6	3	0	0	2	25	1	0	0	5									
		0.85%	0.25%	0.30%	1.06%	0.00%	0.28%	0.00%	0.00%	1.83%	0.00%	1.33%	0.87%	0.00%	0.00%	0.51%	4.51%	0.49%	0.00%	0.00%	0.97%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	481	84	47	34	10	38	7	11	9	8	20	18	12	5	36	36	17	24	17	48									
		7.55%	10.54%	7.09%	7.23%	3.39%	10.83%	5.30%	7.28%	8.26%	4.88%	4.43%	5.22%	3.75%	5.38%	9.16%	6.50%	8.25%	8.60%	21.52%	9.30%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
