Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
"Наименование Избирательной комиссии:    Ростов-на-Дону, Кировская"																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №8086	УИК №8087	УИК №8093									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	901	9	163	38	10	22	13	25	10	4	16	7	10	17	28	21	16	4	43	270	18	17	6	5	38	81	3	4	3									
14	Число погашенных неиспользованных открепительных удостоверений	1147	44	40	50	49	46	54	49	61	39	44	36	67	51	51	45	50	40	43	48	25	47	63	38	47	0	10	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	77	2	1	0	2	0	1	0	3	1	3	4	27	4	2	7	2	1	3	2	2	5	2	1	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	420	24	25	5	17	13	26	18	9	9	16	27	18	8	21	29	16	12	26	32	23	17	11	2	7	2	2	1	4									
		1.72%	2.99%	2.25%	0.53%	1.72%	1.53%	1.91%	1.90%	1.18%	1.09%	1.17%	2.55%	1.18%	0.72%	3.55%	2.91%	1.74%	1.89%	3.98%	2.51%	2.11%	2.41%	1.18%	0.34%	0.75%	0.30%	0.71%	0.40%	1.35%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	332	23	25	5	16	12	12	11	5	4	8	24	9	8	11	22	12	16	18	27	25	5	5	14	10	1	1	1	2									
		1.36%	2.87%	2.25%	0.53%	1.62%	1.42%	0.88%	1.16%	0.65%	0.48%	0.59%	2.26%	0.59%	0.72%	1.86%	2.21%	1.30%	2.52%	2.76%	2.12%	2.30%	0.71%	0.54%	2.36%	1.07%	0.15%	0.35%	0.40%	0.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	317	28	37	2	15	3	24	18	2	1	3	26	3	4	9	21	10	10	15	19	19	9	2	7	0	0	9	8	13									
		1.30%	3.50%	3.34%	0.21%	1.52%	0.35%	1.76%	1.90%	0.26%	0.12%	0.22%	2.45%	0.20%	0.36%	1.52%	2.11%	1.08%	1.58%	2.30%	1.49%	1.74%	1.28%	0.21%	1.18%	0.00%	0.00%	3.19%	3.19%	4.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14958	373	586	643	608	550	904	670	474	517	847	515	1236	706	261	509	601	418	302	670	572	364	578	447	706	608	105	79	109									
		61.12%	46.57%	52.84%	68.55%	61.60%	64.94%	66.47%	70.68%	62.04%	62.44%	62.01%	48.58%	80.73%	63.38%	44.16%	51.16%	65.18%	65.93%	46.25%	52.59%	52.53%	51.63%	62.08%	75.51%	75.51%	90.75%	37.23%	31.47%	36.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	234	13	15	5	16	3	9	7	7	7	12	11	9	6	11	15	8	2	14	14	13	8	8	2	6	0	4	5	4									
		0.96%	1.62%	1.35%	0.53%	1.62%	0.35%	0.66%	0.74%	0.92%	0.85%	0.88%	1.04%	0.59%	0.54%	1.86%	1.51%	0.87%	0.32%	2.14%	1.10%	1.19%	1.13%	0.86%	0.34%	0.64%	0.00%	1.42%	1.99%	1.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	101	2	3	5	3	2	2	3	6	6	11	12	12	1	3	1	4	1	2	3	2	2	7	1	2	0	0	4	1									
		0.41%	0.25%	0.27%	0.53%	0.30%	0.24%	0.15%	0.32%	0.79%	0.72%	0.81%	1.13%	0.78%	0.09%	0.51%	0.10%	0.43%	0.16%	0.31%	0.24%	0.18%	0.28%	0.75%	0.17%	0.21%	0.00%	0.00%	1.59%	0.34%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1691	91	116	29	52	71	52	64	39	42	70	95	102	49	48	97	56	48	70	126	97	55	48	44	70	21	14	11	14									
		6.91%	11.36%	10.46%	3.09%	5.27%	8.38%	3.82%	6.75%	5.10%	5.07%	5.12%	8.96%	6.66%	4.40%	8.12%	9.75%	6.07%	7.57%	10.72%	9.89%	8.91%	7.80%	5.16%	7.43%	7.49%	3.13%	4.96%	4.38%	4.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	421	14	27	2	22	5	84	10	2	2	4	25	5	8	20	22	12	10	15	17	18	15	3	4	14	3	13	22	23									
		1.72%	1.75%	2.43%	0.21%	2.23%	0.59%	6.18%	1.05%	0.26%	0.24%	0.29%	2.36%	0.33%	0.72%	3.38%	2.21%	1.30%	1.58%	2.30%	1.33%	1.65%	2.13%	0.32%	0.68%	1.50%	0.45%	4.61%	8.76%	7.77%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	366	22	26	3	21	16	17	17	2	2	4	40	4	13	21	30	10	6	17	36	21	7	3	4	11	1	4	6	2									
		1.50%	2.75%	2.34%	0.32%	2.13%	1.89%	1.25%	1.79%	0.26%	0.24%	0.29%	3.77%	0.26%	1.17%	3.55%	3.02%	1.08%	0.95%	2.60%	2.83%	1.93%	0.99%	0.32%	0.68%	1.18%	0.15%	1.42%	2.39%	0.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	1	0	3	0	0	1	0	2	2	4	2	1	0	0	2	1	0	1	10	0	1	3	0	1	0	0	0	1									
		0.15%	0.12%	0.00%	0.32%	0.00%	0.00%	0.07%	0.00%	0.26%	0.24%	0.29%	0.19%	0.07%	0.00%	0.00%	0.20%	0.11%	0.00%	0.15%	0.78%	0.00%	0.14%	0.32%	0.00%	0.11%	0.00%	0.00%	0.00%	0.34%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	981	42	53	9	51	11	45	18	11	12	21	64	23	30	41	40	23	11	33	49	55	27	14	15	12	0	98	81	92									
		4.01%	5.24%	4.78%	0.96%	5.17%	1.30%	3.31%	1.90%	1.44%	1.45%	1.54%	6.04%	1.50%	2.69%	6.94%	4.02%	2.49%	1.74%	5.05%	3.85%	5.05%	3.83%	1.50%	2.53%	1.28%	0.00%	34.75%	32.27%	31.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3065	120	125	150	120	135	135	79	126	140	226	140	79	155	97	125	96	62	97	206	186	149	153	38	81	6	13	14	12									
		12.52%	14.98%	11.27%	15.99%	12.16%	15.94%	9.93%	8.33%	16.49%	16.91%	16.54%	13.21%	5.16%	13.91%	16.41%	12.56%	10.41%	9.78%	14.85%	16.17%	17.08%	21.13%	16.43%	6.42%	8.66%	0.90%	4.61%	5.58%	4.05%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	2	1	2	5	0	1	3	3	3	5	1	2	0	2	3	0	1	0	2	5	2	4	4	0	0	2	0	0									
		0.22%	0.25%	0.09%	0.21%	0.51%	0.00%	0.07%	0.32%	0.39%	0.36%	0.37%	0.09%	0.13%	0.00%	0.34%	0.30%	0.00%	0.16%	0.00%	0.16%	0.46%	0.28%	0.43%	0.68%	0.00%	0.00%	0.71%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1190	38	49	73	30	19	44	21	76	81	134	49	19	121	27	53	31	27	29	45	40	39	92	9	15	1	6	15	7									
		4.86%	4.74%	4.42%	7.78%	3.04%	2.24%	3.24%	2.22%	9.95%	9.78%	9.81%	4.62%	1.24%	10.86%	4.57%	5.33%	3.36%	4.26%	4.44%	3.53%	3.67%	5.53%	9.88%	1.52%	1.60%	0.15%	2.13%	5.98%	2.36%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
