Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Интинская городская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	192	3	1	1	2	10	12	3	10	11	11	13	10	14	17	9	5	14	13	9	14	6	0	3	1									
		1.99%	0.82%	1.89%	0.89%	0.88%	2.68%	1.85%	1.32%	1.46%	1.80%	2.51%	2.59%	1.63%	2.50%	3.05%	1.69%	1.01%	2.47%	3.07%	1.41%	4.50%	2.69%	0.00%	1.29%	1.64%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	306	6	1	3	9	6	30	7	22	8	18	20	20	22	14	16	11	31	14	13	10	4	6	12	3									
		3.17%	1.63%	1.89%	2.68%	3.95%	1.61%	4.62%	3.07%	3.20%	1.31%	4.11%	3.99%	3.26%	3.92%	2.51%	3.01%	2.21%	5.48%	3.30%	2.04%	3.22%	1.79%	3.24%	5.17%	4.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	355	16	2	0	4	15	34	6	9	14	19	25	14	20	32	27	11	22	12	24	19	13	10	7	0									
		3.68%	4.35%	3.77%	0.00%	1.75%	4.02%	5.23%	2.63%	1.31%	2.29%	4.34%	4.99%	2.28%	3.57%	5.73%	5.08%	2.21%	3.89%	2.83%	3.76%	6.11%	5.83%	5.41%	3.02%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3330	200	28	60	138	116	236	94	213	202	142	157	207	157	154	175	188	187	126	218	90	73	79	65	25									
		34.50%	54.35%	52.83%	53.57%	60.53%	31.10%	36.31%	41.23%	31.00%	33.06%	32.42%	31.34%	33.71%	27.99%	27.60%	32.89%	37.83%	33.04%	29.72%	34.17%	28.94%	32.74%	42.70%	28.02%	40.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	83	4	0	1	2	1	6	0	7	7	0	4	3	7	6	2	2	9	7	9	2	2	1	1	0									
		0.86%	1.09%	0.00%	0.89%	0.88%	0.27%	0.92%	0.00%	1.02%	1.15%	0.00%	0.80%	0.49%	1.25%	1.08%	0.38%	0.40%	1.59%	1.65%	1.41%	0.64%	0.90%	0.54%	0.43%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	0	1	1	1	2	2	0	2	1	0	0	3	3	3	1	2	2	0	1	0	0	0	0	0									
		0.26%	0.00%	1.89%	0.89%	0.44%	0.54%	0.31%	0.00%	0.29%	0.16%	0.00%	0.00%	0.49%	0.53%	0.54%	0.19%	0.40%	0.35%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2779	88	12	27	41	144	183	71	195	182	127	138	177	175	180	168	147	130	142	165	81	65	47	73	21									
		28.79%	23.91%	22.64%	24.11%	17.98%	38.61%	28.15%	31.14%	28.38%	29.79%	28.99%	27.54%	28.83%	31.19%	32.26%	31.58%	29.58%	22.97%	33.49%	25.86%	26.05%	29.15%	25.41%	31.47%	34.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	68	1	0	0	0	0	5	0	11	5	2	2	4	2	1	4	7	3	4	4	6	4	0	3	0									
		0.70%	0.27%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	1.60%	0.82%	0.46%	0.40%	0.65%	0.36%	0.18%	0.75%	1.41%	0.53%	0.94%	0.63%	1.93%	1.79%	0.00%	1.29%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	82	2	1	1	1	5	2	2	7	7	6	6	1	7	6	10	5	3	1	4	3	0	1	0	1									
		0.85%	0.54%	1.89%	0.89%	0.44%	1.34%	0.31%	0.88%	1.02%	1.15%	1.37%	1.20%	0.16%	1.25%	1.08%	1.88%	1.01%	0.53%	0.24%	0.63%	0.96%	0.00%	0.54%	0.00%	1.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	2	0	0	0	0	0	0	3	0	0	3	0	1	0	1	1	0	0	1	0	1	0	1	0									
		0.15%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.60%	0.00%	0.18%	0.00%	0.19%	0.20%	0.00%	0.00%	0.16%	0.00%	0.45%	0.00%	0.43%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	145	2	0	0	4	2	6	2	9	11	8	8	11	10	7	9	6	15	4	16	5	2	1	5	2									
		1.50%	0.54%	0.00%	0.00%	1.75%	0.54%	0.92%	0.88%	1.31%	1.80%	1.83%	1.60%	1.79%	1.78%	1.25%	1.69%	1.21%	2.65%	0.94%	2.51%	1.61%	0.90%	0.54%	2.16%	3.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1348	23	2	7	8	49	79	30	123	103	62	69	95	86	84	70	58	80	68	106	45	34	21	44	2									
		13.97%	6.25%	3.77%	6.25%	3.51%	13.14%	12.15%	13.16%	17.90%	16.86%	14.16%	13.77%	15.47%	15.33%	15.05%	13.16%	11.67%	14.13%	16.04%	16.61%	14.47%	15.25%	11.35%	18.97%	3.28%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	5	0	1	0	0	3	1	4	2	3	3	6	9	0	2	4	2	3	4	5	0	2	0	0									
		0.61%	1.36%	0.00%	0.89%	0.00%	0.00%	0.46%	0.44%	0.58%	0.33%	0.68%	0.60%	0.98%	1.60%	0.00%	0.38%	0.80%	0.35%	0.71%	0.63%	1.61%	0.00%	1.08%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	531	16	3	5	18	15	26	10	41	32	27	38	39	24	33	20	23	41	22	38	19	17	11	10	3									
		5.50%	4.35%	5.66%	4.46%	7.89%	4.02%	4.00%	4.39%	5.97%	5.24%	6.16%	7.58%	6.35%	4.28%	5.91%	3.76%	4.63%	7.24%	5.19%	5.96%	6.11%	7.62%	5.95%	4.31%	4.92%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
