Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
Наименование Избирательной комиссии:    Ершовская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	687	34	10	20	8	2	27	22	25	31	20	17	2	23	30	31	25	5	30	15	18	8	3	5	11	8	1	5	3	5	2	3	2	7	25	3	2	15	4	2	2	3	6	4	25	4	2	2	33	0	20	19	7	2	5	4	4	3	2	8	3	12	7	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	685	34	10	20	8	2	27	22	25	31	20	17	2	23	30	31	25	5	30	15	18	8	3	5	11	8	1	5	3	5	2	3	2	7	25	3	2	15	4	2	0	3	6	4	25	4	2	2	33	0	20	19	7	2	5	4	4	3	2	8	3	12	7	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	249	63	0	9	2	0	26	3	5	13	15	8	0	2	3	4	2	1	3	8	3	0	1	0	0	3	0	0	0	0	0	0	2	35	4	4	0	0	0	1	2	4	2	1	3	1	0	0	1	1	1	3	0	0	1	1	0	3	1	1	0	3	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	2	0	2	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	1.Политическая партия «Аграрная партия России»	578	33	14	6	11	3	16	6	9	16	10	13	2	18	17	10	17	6	17	32	12	2	5	6	11	9	1	2	6	14	2	9	6	4	11	5	1	12	0	5	0	10	8	3	24	0	1	3	6	0	33	16	16	0	17	10	7	6	0	8	1	19	6	5					
		2.24%	3.62%	2.13%	0.75%	3.38%	1.42%	2.52%	1.16%	1.10%	2.06%	1.45%	1.68%	0.99%	3.21%	2.10%	1.29%	2.27%	1.79%	1.21%	4.38%	1.88%	0.98%	1.54%	1.24%	4.98%	4.05%	0.61%	0.53%	1.85%	5.38%	2.27%	3.25%	6.98%	0.69%	1.94%	1.63%	1.43%	2.70%	0.00%	3.79%	0.00%	2.96%	2.93%	1.41%	3.88%	0.00%	0.93%	3.09%	1.07%	0.00%	5.87%	5.44%	3.17%	0.00%	3.35%	1.77%	1.97%	3.03%	0.00%	2.40%	0.56%	4.16%	3.11%	3.60%					
19	2.Всероссийская политическая партия «Гражданская Сила»	67	3	1	3	0	1	5	2	6	0	5	0	0	2	6	0	5	1	4	3	2	1	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	1	0	0					
		0.26%	0.33%	0.15%	0.38%	0.00%	0.47%	0.79%	0.39%	0.74%	0.00%	0.72%	0.00%	0.00%	0.36%	0.74%	0.00%	0.67%	0.30%	0.28%	0.41%	0.31%	0.49%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.37%	0.47%	0.16%	0.52%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.20%	0.18%	0.00%	0.51%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	3	0	0	0	0	1	0	0	0	1	1	0	0	2	0	1	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0					
		0.07%	0.33%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.14%	0.13%	0.00%	0.00%	0.25%	0.00%	0.13%	0.30%	0.00%	0.41%	0.16%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3061	103	130	101	18	21	82	65	148	116	99	69	17	75	109	89	110	55	201	103	75	25	20	43	51	47	8	26	13	24	9	30	8	44	80	22	11	29	18	3	7	44	23	43	139	11	15	11	13	17	56	39	29	5	43	47	31	29	0	38	34	58	20	12					
		11.89%	11.31%	19.82%	12.66%	5.54%	9.91%	12.89%	12.57%	18.16%	14.97%	14.31%	8.93%	8.37%	13.37%	13.47%	11.47%	14.67%	16.37%	14.27%	14.09%	11.74%	12.20%	6.15%	8.90%	23.08%	21.17%	4.85%	6.86%	4.01%	9.23%	10.23%	10.83%	9.30%	7.59%	14.08%	7.17%	15.71%	6.53%	6.87%	2.27%	10.61%	13.02%	8.42%	20.19%	22.49%	5.70%	13.89%	11.34%	2.33%	17.35%	9.96%	13.27%	5.74%	3.88%	8.46%	8.32%	8.71%	14.65%	0.00%	11.38%	18.99%	12.69%	10.36%	8.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	3	3	0	0	2	2	1	1	0	0	0	0	0	1	1	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.10%	0.33%	0.46%	0.00%	0.00%	0.94%	0.31%	0.19%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.13%	0.40%	0.00%	0.00%	0.41%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	1	1	0	0	0	0	0	0	0	1	0	0	1	1	2	2	0	1	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0					
		0.10%	0.11%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.18%	0.12%	0.26%	0.27%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.41%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.35%	0.33%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.22%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1316	57	48	17	31	20	53	32	48	61	47	32	15	27	42	62	39	19	126	40	37	17	12	15	4	16	11	5	4	8	1	9	4	16	42	8	6	5	10	2	1	11	9	10	22	2	3	2	6	1	38	16	21	4	9	14	20	12	5	12	12	18	19	1					
		5.11%	6.26%	7.32%	2.13%	9.54%	9.43%	8.33%	6.19%	5.89%	7.87%	6.79%	4.14%	7.39%	4.81%	5.19%	7.99%	5.20%	5.65%	8.94%	5.47%	5.79%	8.29%	3.69%	3.11%	1.81%	7.21%	6.67%	1.32%	1.23%	3.08%	1.14%	3.25%	4.65%	2.76%	7.39%	2.61%	8.57%	1.13%	3.82%	1.52%	1.52%	3.25%	3.30%	4.69%	3.56%	1.04%	2.78%	2.06%	1.07%	1.02%	6.76%	5.44%	4.16%	3.10%	1.77%	2.48%	5.62%	6.06%	10.42%	3.59%	6.70%	3.94%	9.84%	0.72%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1247	36	46	31	14	12	43	24	71	42	24	38	7	26	59	67	31	19	124	26	49	38	3	5	25	7	4	7	2	8	1	10	3	9	35	10	0	21	6	3	2	6	4	8	28	17	5	3	11	2	33	19	8	5	18	9	18	10	2	14	1	29	7	2					
		4.84%	3.95%	7.01%	3.88%	4.31%	5.66%	6.76%	4.64%	8.71%	5.42%	3.47%	4.92%	3.45%	4.63%	7.29%	8.63%	4.13%	5.65%	8.80%	3.56%	7.67%	18.54%	0.92%	1.04%	11.31%	3.15%	2.42%	1.85%	0.62%	3.08%	1.14%	3.61%	3.49%	1.55%	6.16%	3.26%	0.00%	4.73%	2.29%	2.27%	3.03%	1.78%	1.47%	3.76%	4.53%	8.81%	4.63%	3.09%	1.97%	2.04%	5.87%	6.46%	1.58%	3.88%	3.54%	1.59%	5.06%	5.05%	4.17%	4.19%	0.56%	6.35%	3.63%	1.44%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	88	4	1	1	0	1	3	6	1	3	3	5	1	1	3	5	4	1	5	2	3	0	0	2	0	0	0	2	0	0	0	2	0	0	6	0	0	4	0	0	0	1	0	0	4	0	0	0	0	0	0	2	0	0	0	3	4	0	0	1	0	3	1	0					
		0.34%	0.44%	0.15%	0.13%	0.00%	0.47%	0.47%	1.16%	0.12%	0.39%	0.43%	0.65%	0.49%	0.18%	0.37%	0.64%	0.53%	0.30%	0.35%	0.27%	0.47%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	1.06%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.53%	1.12%	0.00%	0.00%	0.30%	0.00%	0.66%	0.52%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18898	633	399	638	245	146	424	366	520	522	478	599	158	396	539	525	526	231	898	505	457	116	285	408	125	136	134	335	299	200	75	214	63	500	382	255	51	371	228	118	56	261	224	142	392	157	84	78	522	78	394	190	421	111	420	467	276	136	41	256	129	305	140	118					
		73.38%	69.48%	60.82%	79.95%	75.38%	68.87%	66.67%	70.79%	63.80%	67.35%	69.08%	77.49%	77.83%	70.59%	66.63%	67.65%	70.13%	68.75%	63.73%	69.08%	71.52%	56.59%	87.69%	84.47%	56.56%	61.26%	81.21%	88.39%	92.28%	76.92%	85.23%	77.26%	73.26%	86.21%	67.25%	83.06%	72.86%	83.56%	87.02%	89.39%	84.85%	77.22%	82.05%	66.67%	63.43%	81.35%	77.78%	80.41%	93.38%	79.59%	70.11%	64.63%	83.37%	86.05%	82.68%	82.65%	77.53%	68.69%	85.42%	76.65%	72.07%	66.74%	72.54%	84.89%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	116	6	7	1	1	0	2	3	5	5	7	9	0	4	6	5	2	1	5	1	3	4	0	2	0	0	3	0	0	0	0	2	0	2	3	2	1	1	0	0	0	1	0	2	1	1	0	0	1	0	6	0	0	3	0	2	0	2	0	0	1	3	0	0					
		0.45%	0.66%	1.07%	0.13%	0.31%	0.00%	0.31%	0.58%	0.61%	0.65%	1.01%	1.16%	0.00%	0.71%	0.74%	0.64%	0.27%	0.30%	0.35%	0.14%	0.47%	1.95%	0.00%	0.41%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.34%	0.53%	0.65%	1.43%	0.23%	0.00%	0.00%	0.00%	0.30%	0.00%	0.94%	0.16%	0.52%	0.00%	0.00%	0.18%	0.00%	1.07%	0.00%	0.00%	2.33%	0.00%	0.35%	0.00%	1.01%	0.00%	0.00%	0.56%	0.66%	0.00%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
