Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Ковровская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	154	5	1	1	15	8	21	3	1	0	2	5	1	7	4	2	0	6	2	14	3	0	3	3	0	11	6	3	1	4	3	7	8	4									
		1.38%	1.71%	0.72%	1.01%	2.20%	1.62%	1.23%	2.54%	0.92%	0.00%	0.57%	3.50%	0.56%	2.83%	1.00%	2.20%	0.00%	1.72%	1.32%	2.74%	2.75%	0.00%	1.09%	1.49%	0.00%	2.68%	2.37%	0.74%	0.30%	1.85%	1.49%	1.18%	1.23%	0.61%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	456	14	5	4	35	22	28	3	3	5	17	4	4	7	18	3	9	15	7	25	1	11	10	13	20	19	16	21	20	11	6	25	27	28									
		4.09%	4.79%	3.60%	4.04%	5.13%	4.45%	1.63%	2.54%	2.75%	2.23%	4.86%	2.80%	2.25%	2.83%	4.51%	3.30%	13.43%	4.30%	4.61%	4.89%	0.92%	5.31%	3.65%	6.44%	7.27%	4.63%	6.32%	5.19%	5.95%	5.09%	2.99%	4.22%	4.15%	4.24%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	323	9	3	3	33	15	14	0	2	5	8	2	4	11	10	2	1	7	5	17	5	3	13	10	14	19	9	16	7	6	7	17	23	23									
		2.90%	3.08%	2.16%	3.03%	4.84%	3.04%	0.82%	0.00%	1.83%	2.23%	2.29%	1.40%	2.25%	4.45%	2.51%	2.20%	1.49%	2.01%	3.29%	3.33%	4.59%	1.45%	4.74%	4.95%	5.09%	4.63%	3.56%	3.95%	2.08%	2.78%	3.48%	2.87%	3.54%	3.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5918	142	65	54	306	240	1203	67	69	153	188	80	98	127	200	55	29	144	78	293	48	92	131	107	125	177	141	213	223	124	101	256	297	292									
		53.09%	48.63%	46.76%	54.55%	44.87%	48.58%	70.23%	56.78%	63.30%	68.30%	53.71%	55.94%	55.06%	51.42%	50.13%	60.44%	43.28%	41.26%	51.32%	57.34%	44.04%	44.44%	47.81%	52.97%	45.45%	43.17%	55.73%	52.59%	66.37%	57.41%	50.25%	43.17%	45.69%	44.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	66	1	2	0	1	2	18	0	1	0	5	1	0	0	2	0	0	2	0	0	0	0	0	5	2	5	5	2	3	2	0	6	1	0									
		0.59%	0.34%	1.44%	0.00%	0.15%	0.40%	1.05%	0.00%	0.92%	0.00%	1.43%	0.70%	0.00%	0.00%	0.50%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	2.48%	0.73%	1.22%	1.98%	0.49%	0.89%	0.93%	0.00%	1.01%	0.15%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	2	1	0	0	1	2	0	0	1	0	2	0	0	3	0	0	3	0	2	0	1	0	0	1	1	0	1	1	0	0	1	1	9									
		0.30%	0.68%	0.72%	0.00%	0.00%	0.20%	0.12%	0.00%	0.00%	0.45%	0.00%	1.40%	0.00%	0.00%	0.75%	0.00%	0.00%	0.86%	0.00%	0.39%	0.00%	0.48%	0.00%	0.00%	0.36%	0.24%	0.00%	0.25%	0.30%	0.00%	0.00%	0.17%	0.15%	1.36%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1972	49	19	15	126	101	285	16	20	32	64	23	30	34	52	10	15	84	31	75	21	44	50	34	43	104	33	66	33	31	42	136	132	122									
		17.69%	16.78%	13.67%	15.15%	18.48%	20.45%	16.64%	13.56%	18.35%	14.29%	18.29%	16.08%	16.85%	13.77%	13.03%	10.99%	22.39%	24.07%	20.39%	14.68%	19.27%	21.26%	18.25%	16.83%	15.64%	25.37%	13.04%	16.30%	9.82%	14.35%	20.90%	22.93%	20.31%	18.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	60	1	0	0	3	5	8	0	0	0	1	1	1	0	1	1	0	2	2	4	3	0	0	1	2	2	0	0	4	0	1	1	6	10									
		0.54%	0.34%	0.00%	0.00%	0.44%	1.01%	0.47%	0.00%	0.00%	0.00%	0.29%	0.70%	0.56%	0.00%	0.25%	1.10%	0.00%	0.57%	1.32%	0.78%	2.75%	0.00%	0.00%	0.50%	0.73%	0.49%	0.00%	0.00%	1.19%	0.00%	0.50%	0.17%	0.92%	1.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	87	8	1	2	9	7	7	0	1	1	1	0	3	3	1	1	0	7	1	1	2	1	1	3	2	1	3	0	1	1	1	6	6	5									
		0.78%	2.74%	0.72%	2.02%	1.32%	1.42%	0.41%	0.00%	0.92%	0.45%	0.29%	0.00%	1.69%	1.21%	0.25%	1.10%	0.00%	2.01%	0.66%	0.20%	1.83%	0.48%	0.36%	1.49%	0.73%	0.24%	1.19%	0.00%	0.30%	0.46%	0.50%	1.01%	0.92%	0.76%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	0	3	0	0	4	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0									
		0.13%	0.34%	0.00%	3.03%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.29%	0.00%	0.56%	0.00%	0.00%	1.10%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.40%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	108	7	4	2	13	5	17	0	0	0	0	0	2	1	2	0	1	1	1	3	2	1	5	1	2	2	5	2	2	1	2	9	4	11									
		0.97%	2.40%	2.88%	2.02%	1.91%	1.01%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.40%	0.50%	0.00%	1.49%	0.29%	0.66%	0.59%	1.83%	0.48%	1.82%	0.50%	0.73%	0.49%	1.98%	0.49%	0.60%	0.46%	0.99%	1.52%	0.62%	1.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1105	27	23	7	87	52	53	5	5	14	33	11	21	33	37	9	8	50	13	38	13	26	37	11	48	43	21	57	31	25	27	73	82	85									
		9.91%	9.25%	16.55%	7.07%	12.76%	10.53%	3.09%	4.24%	4.59%	6.25%	9.43%	7.69%	11.80%	13.36%	9.27%	9.89%	11.94%	14.33%	8.55%	7.44%	11.93%	12.56%	13.50%	5.45%	17.45%	10.49%	8.30%	14.07%	9.23%	11.57%	13.43%	12.31%	12.62%	12.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	0	0	4	0	5	0	0	0	0	0	2	0	1	0	0	0	1	4	1	0	2	0	3	1	1	0	0	0	1	1	2	1									
		0.28%	0.34%	0.00%	0.00%	0.59%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.25%	0.00%	0.00%	0.00%	0.66%	0.78%	0.92%	0.00%	0.73%	0.00%	1.09%	0.24%	0.40%	0.00%	0.00%	0.00%	0.50%	0.17%	0.31%	0.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	572	16	15	5	38	26	28	22	5	8	25	8	10	23	50	4	3	19	9	20	5	22	12	11	9	16	4	18	6	8	8	32	43	44									
		5.13%	5.48%	10.79%	5.05%	5.57%	5.26%	1.63%	18.64%	4.59%	3.57%	7.14%	5.59%	5.62%	9.31%	12.53%	4.40%	4.48%	5.44%	5.92%	3.91%	4.59%	10.63%	4.38%	5.45%	3.27%	3.90%	1.58%	4.44%	1.79%	3.70%	3.98%	5.40%	6.62%	6.67%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
