Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Калачинская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2659	87	21	10	6	11	85	10	9	58	3	45	3	6	38	10	91	1	30	4	39	18	30	3	75	8	25	8	66	46	49	2	19	11	13	33	26	2	68	113	81	124	107	74	70	45	78	104	86	93	102	142	97	98	72	84	20					
		12.09%	8.64%	8.20%	8.85%	10.00%	9.09%	12.72%	9.43%	10.59%	11.53%	2.59%	14.11%	5.45%	15.00%	13.82%	7.25%	17.07%	2.86%	12.15%	6.90%	11.08%	12.77%	9.20%	9.09%	10.52%	6.45%	10.82%	5.93%	9.92%	12.67%	10.96%	3.33%	5.05%	11.96%	6.74%	12.45%	5.87%	3.13%	17.62%	16.74%	13.00%	16.49%	16.04%	12.65%	11.99%	12.00%	12.44%	15.16%	13.17%	12.65%	11.90%	14.64%	11.77%	13.78%	11.92%	12.14%	8.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2550	120	30	5	5	17	62	9	8	53	14	41	5	5	59	13	87	10	37	13	52	7	19	1	83	30	21	20	65	28	67	13	51	18	18	21	33	7	30	57	66	93	78	50	74	43	80	67	70	87	113	102	111	86	92	83	21					
		11.60%	11.92%	11.72%	4.42%	8.33%	14.05%	9.28%	8.49%	9.41%	10.54%	12.07%	12.85%	9.09%	12.50%	21.45%	9.42%	16.32%	28.57%	14.98%	22.41%	14.77%	4.96%	5.83%	3.03%	11.64%	24.19%	9.09%	14.81%	9.77%	7.71%	14.99%	21.67%	13.56%	19.57%	9.33%	7.92%	7.45%	10.94%	7.77%	8.44%	10.59%	12.37%	11.69%	8.55%	12.67%	11.47%	12.76%	9.77%	10.72%	11.84%	13.19%	10.52%	13.47%	12.10%	15.23%	11.99%	9.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	174	5	6	0	0	3	5	0	1	2	2	2	0	0	2	1	3	0	3	1	2	0	1	1	3	0	1	0	4	1	8	0	2	3	5	3	3	2	7	5	5	4	9	5	4	1	1	5	5	8	6	7	11	5	8	2	1					
		0.79%	0.50%	2.34%	0.00%	0.00%	2.48%	0.75%	0.00%	1.18%	0.40%	1.72%	0.63%	0.00%	0.00%	0.73%	0.72%	0.56%	0.00%	1.21%	1.72%	0.57%	0.00%	0.31%	3.03%	0.42%	0.00%	0.43%	0.00%	0.60%	0.28%	1.79%	0.00%	0.53%	3.26%	2.59%	1.13%	0.68%	3.13%	1.81%	0.74%	0.80%	0.53%	1.35%	0.85%	0.68%	0.27%	0.16%	0.73%	0.77%	1.09%	0.70%	0.72%	1.33%	0.70%	1.32%	0.29%	0.45%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4271	225	63	7	15	22	119	17	17	73	32	49	0	3	34	11	84	3	47	12	69	30	35	3	114	10	28	8	141	36	83	10	119	19	66	89	133	10	73	200	139	150	119	91	119	82	112	143	167	147	167	223	144	139	74	120	26					
		19.42%	22.34%	24.61%	6.19%	25.00%	18.18%	17.81%	16.04%	20.00%	14.51%	27.59%	15.36%	0.00%	7.50%	12.36%	7.97%	15.76%	8.57%	19.03%	20.69%	19.60%	21.28%	10.74%	9.09%	15.99%	8.06%	12.12%	5.93%	21.20%	9.92%	18.57%	16.67%	31.65%	20.65%	34.20%	33.58%	30.02%	15.63%	18.91%	29.63%	22.31%	19.95%	17.84%	15.56%	20.38%	21.87%	17.86%	20.85%	25.57%	20.00%	19.49%	22.99%	17.48%	19.55%	12.25%	17.34%	11.61%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	274	12	2	0	0	2	8	1	1	6	0	4	0	0	2	0	5	0	5	0	2	4	3	0	15	0	0	1	4	0	6	0	2	0	2	2	6	1	2	15	9	12	9	18	7	6	8	15	4	10	9	12	14	11	11	3	3					
		1.25%	1.19%	0.78%	0.00%	0.00%	1.65%	1.20%	0.94%	1.18%	1.19%	0.00%	1.25%	0.00%	0.00%	0.73%	0.00%	0.94%	0.00%	2.02%	0.00%	0.57%	2.84%	0.92%	0.00%	2.10%	0.00%	0.00%	0.74%	0.60%	0.00%	1.34%	0.00%	0.53%	0.00%	1.04%	0.75%	1.35%	1.56%	0.52%	2.22%	1.44%	1.60%	1.35%	3.08%	1.20%	1.60%	1.28%	2.19%	0.61%	1.36%	1.05%	1.24%	1.70%	1.55%	1.82%	0.43%	1.34%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11505	538	127	89	34	65	370	66	48	294	63	174	45	26	129	98	252	18	122	27	175	77	234	25	403	70	152	97	366	242	221	35	173	40	80	114	235	33	194	271	304	351	320	333	301	192	332	332	315	374	435	467	428	358	330	374	137					
		52.32%	53.43%	49.61%	78.76%	56.67%	53.72%	55.39%	62.26%	56.47%	58.45%	54.31%	54.55%	81.82%	65.00%	46.91%	71.01%	47.28%	51.43%	49.39%	46.55%	49.72%	54.61%	71.78%	75.76%	56.52%	56.45%	65.80%	71.85%	55.04%	66.67%	49.44%	58.33%	46.01%	43.48%	41.45%	43.02%	53.05%	51.56%	50.26%	40.15%	48.80%	46.68%	47.98%	56.92%	51.54%	51.20%	52.95%	48.40%	48.24%	50.88%	50.76%	48.14%	51.94%	50.35%	54.64%	54.05%	61.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	141	6	1	1	0	0	6	0	1	4	0	1	0	0	1	2	2	0	1	0	4	2	1	0	9	3	1	0	5	4	3	0	1	0	1	1	1	4	5	5	8	7	1	7	3	2	3	6	3	2	4	5	4	1	1	5	3					
		0.64%	0.60%	0.39%	0.88%	0.00%	0.00%	0.90%	0.00%	1.18%	0.80%	0.00%	0.31%	0.00%	0.00%	0.36%	1.45%	0.38%	0.00%	0.40%	0.00%	1.14%	1.42%	0.31%	0.00%	1.26%	2.42%	0.43%	0.00%	0.75%	1.10%	0.67%	0.00%	0.27%	0.00%	0.52%	0.38%	0.23%	6.25%	1.30%	0.74%	1.28%	0.93%	0.15%	1.20%	0.51%	0.53%	0.48%	0.87%	0.46%	0.27%	0.47%	0.52%	0.49%	0.14%	0.17%	0.72%	1.34%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
