Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
Наименование Избирательной комиссии:    Калачинская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	836	40	5	5	5	5	13	2	5	10	5	5	15	5	2	43	15	40	5	5	5	35	14	40	5	10	30	5	5	5	51	5	30	5	20	15	5	5	10	5	15	17	22	15	19	15	15	15	20	25	15	15	18	15	15	15	15	15	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	717	40	5	4	0	5	11	0	2	10	2	0	15	0	0	42	13	40	5	0	4	35	14	35	4	7	30	3	3	4	51	5	30	0	17	14	3	5	4	0	6	16	22	7	14	14	15	15	17	25	14	11	16	14	12	13	11	13	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	415	15	3	0	3	3	6	2	5	3	3	3	6	3	3	4	3	18	4	2	3	8	4	4	2	2	6	2	6	2	10	9	9	2	9	1	2	2	4	1	13	18	12	10	13	2	10	3	18	11	9	6	19	15	12	3	9	15	38	2					
14	Число погашенных неиспользованных открепительных удостоверений	119	0	0	1	5	0	2	2	3	0	3	5	0	5	2	1	2	0	0	5	1	0	0	5	1	3	0	2	2	1	0	0	0	5	3	1	2	0	6	5	9	1	0	8	5	1	0	0	3	0	1	4	2	1	3	2	4	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	2	2	0	0	1	0	0	1	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	525	30	8	2	3	2	19	0	17	15	3	2	15	1	0	3	2	14	7	2	0	24	9	18	0	1	32	2	3	3	32	6	20	1	18	5	7	6	18	1	4	11	8	7	7	12	6	7	5	11	12	13	14	7	14	11	9	11	3	2					
		2.08%	2.99%	2.89%	1.53%	3.23%	1.48%	2.30%	0.00%	18.89%	3.09%	2.19%	2.17%	4.34%	1.61%	0.00%	0.92%	1.07%	1.99%	2.17%	2.70%	0.00%	5.13%	4.59%	4.57%	0.00%	1.82%	4.02%	1.55%	1.11%	1.96%	3.79%	1.27%	4.06%	1.32%	3.82%	4.20%	3.27%	2.05%	3.64%	1.37%	0.86%	1.89%	0.90%	0.87%	0.81%	1.93%	0.89%	1.69%	0.72%	1.44%	1.62%	1.73%	1.61%	0.74%	1.47%	1.26%	1.30%	1.33%	1.37%	3.51%					
19	2.Всероссийская политическая партия «Гражданская Сила»	88	1	1	0	1	0	1	0	0	5	0	1	2	0	0	2	1	1	1	2	0	0	1	0	0	0	2	1	0	1	2	0	1	0	0	1	0	2	0	0	3	3	1	4	5	4	3	3	3	1	3	2	4	2	5	3	3	5	1	0					
		0.35%	0.10%	0.36%	0.00%	1.08%	0.00%	0.12%	0.00%	0.00%	1.03%	0.00%	1.09%	0.58%	0.00%	0.00%	0.62%	0.53%	0.14%	0.31%	2.70%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.25%	0.78%	0.00%	0.65%	0.24%	0.00%	0.20%	0.00%	0.00%	0.84%	0.00%	0.68%	0.00%	0.00%	0.65%	0.51%	0.11%	0.50%	0.58%	0.64%	0.44%	0.72%	0.43%	0.13%	0.41%	0.27%	0.46%	0.21%	0.52%	0.34%	0.43%	0.61%	0.46%	0.00%					
20	3.Политическая партия «Демократическая партия России»	44	2	1	1	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	2	0	1	0	0	0	4	0	1	0	2	2	2	1	1	0	0	2	1	4	0	0	1	1	2	2	1	0					
		0.17%	0.20%	0.36%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.37%	0.00%	0.00%	0.21%	0.41%	0.00%	0.21%	0.00%	0.00%	0.00%	0.81%	0.00%	0.22%	0.00%	0.22%	0.25%	0.23%	0.16%	0.15%	0.00%	0.00%	0.26%	0.14%	0.53%	0.00%	0.00%	0.10%	0.11%	0.29%	0.24%	0.46%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3713	185	54	18	21	18	120	14	14	55	33	14	36	2	5	25	14	64	47	4	1	70	25	29	3	8	88	10	22	9	103	33	57	13	82	16	33	66	85	16	84	140	174	125	135	73	110	61	101	133	180	131	131	180	113	111	82	113	23	1					
		14.69%	18.46%	19.49%	13.74%	22.58%	13.33%	14.53%	11.11%	15.56%	11.32%	24.09%	15.22%	10.40%	3.23%	9.62%	7.69%	7.49%	9.13%	14.60%	5.41%	2.38%	14.96%	12.76%	7.36%	7.50%	14.55%	11.06%	7.75%	8.12%	5.88%	12.20%	6.96%	11.56%	17.11%	17.41%	13.45%	15.42%	22.60%	17.17%	21.92%	18.10%	24.01%	19.53%	15.55%	15.64%	11.72%	16.27%	14.73%	14.49%	17.36%	24.32%	17.47%	15.02%	19.07%	11.86%	12.69%	11.82%	13.70%	10.50%	1.75%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	100	1	0	1	0	0	2	1	0	0	0	0	2	0	0	1	0	1	1	0	0	5	0	3	0	0	3	1	0	1	0	0	0	0	3	0	1	1	2	0	2	2	3	1	6	8	1	0	4	3	2	6	3	7	6	6	3	6	1	0					
		0.40%	0.10%	0.00%	0.76%	0.00%	0.00%	0.24%	0.79%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.31%	0.00%	0.14%	0.31%	0.00%	0.00%	1.07%	0.00%	0.76%	0.00%	0.00%	0.38%	0.78%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.47%	0.34%	0.40%	0.00%	0.43%	0.34%	0.34%	0.12%	0.70%	1.28%	0.15%	0.00%	0.57%	0.39%	0.27%	0.80%	0.34%	0.74%	0.63%	0.69%	0.43%	0.73%	0.46%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	53	1	0	0	0	0	3	0	0	2	0	0	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	1	2	3	4	0	3	2	3	3	1	2	3	2	2	2	1	1	1	0					
		0.21%	0.10%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.41%	0.00%	0.00%	0.29%	0.00%	1.92%	0.62%	0.00%	0.14%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.20%	0.00%	0.43%	0.17%	0.22%	0.37%	0.46%	0.00%	0.44%	0.48%	0.43%	0.39%	0.14%	0.27%	0.34%	0.21%	0.21%	0.23%	0.14%	0.12%	0.46%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1933	72	23	11	5	9	67	6	5	30	7	11	27	4	2	35	13	65	43	13	8	50	10	14	3	2	55	13	13	6	63	25	20	7	41	5	7	13	29	1	27	47	59	67	79	40	54	42	60	57	45	44	91	71	84	87	66	69	8	3					
		7.65%	7.19%	8.30%	8.40%	5.38%	6.67%	8.11%	4.76%	5.56%	6.17%	5.11%	11.96%	7.80%	6.45%	3.85%	10.77%	6.95%	9.27%	13.35%	17.57%	19.05%	10.68%	5.10%	3.55%	7.50%	3.64%	6.91%	10.08%	4.80%	3.92%	7.46%	5.27%	4.06%	9.21%	8.70%	4.20%	3.27%	4.45%	5.86%	1.37%	5.82%	8.06%	6.62%	8.33%	9.15%	6.42%	7.99%	10.14%	8.61%	7.44%	6.08%	5.87%	10.44%	7.52%	8.81%	9.94%	9.51%	8.36%	3.65%	5.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1152	49	13	6	5	2	33	12	1	12	2	1	18	0	0	13	8	33	9	2	0	14	8	15	2	1	16	4	8	2	24	16	11	0	14	1	8	7	19	3	36	32	41	38	46	19	35	34	50	38	35	45	55	46	54	67	40	40	9	0					
		4.56%	4.89%	4.69%	4.58%	5.38%	1.48%	3.99%	9.52%	1.11%	2.47%	1.46%	1.09%	5.20%	0.00%	0.00%	4.00%	4.28%	4.71%	2.80%	2.70%	0.00%	2.99%	4.08%	3.81%	5.00%	1.82%	2.01%	3.10%	2.95%	1.31%	2.84%	3.38%	2.23%	0.00%	2.97%	0.84%	3.74%	2.40%	3.84%	4.11%	7.76%	5.49%	4.60%	4.73%	5.33%	3.05%	5.18%	8.21%	7.17%	4.96%	4.73%	6.00%	6.31%	4.87%	5.67%	7.66%	5.76%	4.85%	4.11%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	198	10	1	1	1	1	2	2	0	6	0	1	4	1	0	4	2	13	8	1	0	0	3	4	0	1	3	0	1	1	6	3	5	1	2	4	4	3	4	1	2	5	8	8	2	5	3	3	7	5	4	7	6	7	6	6	4	4	1	1					
		0.78%	0.99%	0.36%	0.76%	1.08%	0.74%	0.24%	1.59%	0.00%	1.23%	0.00%	1.09%	1.16%	1.61%	0.00%	1.23%	1.07%	1.85%	2.48%	1.35%	0.00%	0.00%	1.53%	1.02%	0.00%	1.82%	0.38%	0.00%	0.37%	0.65%	0.71%	0.63%	1.01%	1.32%	0.42%	3.36%	1.87%	1.03%	0.81%	1.37%	0.43%	0.86%	0.90%	0.99%	0.23%	0.80%	0.44%	0.72%	1.00%	0.65%	0.54%	0.93%	0.69%	0.74%	0.63%	0.69%	0.58%	0.48%	0.46%	1.75%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16960	629	169	88	55	101	570	91	51	340	91	60	237	52	43	235	144	499	197	49	33	298	140	304	30	41	594	94	215	126	607	386	349	53	304	82	151	193	325	51	287	332	566	537	565	441	436	257	455	500	439	480	548	602	653	567	445	556	167	50					
		67.12%	62.77%	61.01%	67.18%	59.14%	74.81%	69.01%	72.22%	56.67%	69.96%	66.42%	65.22%	68.50%	83.87%	82.69%	72.31%	77.01%	71.18%	61.18%	66.22%	78.57%	63.68%	71.43%	77.16%	75.00%	74.55%	74.62%	72.87%	79.34%	82.35%	71.92%	81.43%	70.79%	69.74%	64.54%	68.91%	70.56%	66.10%	65.66%	69.86%	61.85%	56.95%	63.52%	66.79%	65.47%	70.79%	64.50%	62.08%	65.28%	65.27%	59.32%	64.00%	62.84%	63.77%	68.52%	64.80%	64.12%	67.39%	76.26%	87.72%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	126	4	0	1	1	0	1	0	1	2	0	1	2	0	1	0	1	4	4	1	0	2	0	1	0	1	1	0	2	1	2	4	5	0	2	1	0	0	0	0	3	4	7	4	3	6	4	1	2	4	4	5	8	8	2	6	5	3	1	0					
		0.50%	0.40%	0.00%	0.76%	1.08%	0.00%	0.12%	0.00%	1.11%	0.41%	0.00%	1.09%	0.58%	0.00%	1.92%	0.00%	0.53%	0.57%	1.24%	1.35%	0.00%	0.43%	0.00%	0.25%	0.00%	1.82%	0.13%	0.00%	0.74%	0.65%	0.24%	0.84%	1.01%	0.00%	0.42%	0.84%	0.00%	0.00%	0.00%	0.00%	0.65%	0.69%	0.79%	0.50%	0.35%	0.96%	0.59%	0.24%	0.29%	0.52%	0.54%	0.67%	0.92%	0.85%	0.21%	0.69%	0.72%	0.36%	0.46%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
