Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Дебесская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623									
		56.40%	65.08%	45.54%	49.52%	48.53%	50.82%	47.86%	54.99%	72.65%	54.55%	63.76%	59.14%	64.66%	55.20%	68.33%	56.38%	49.72%	73.75%	47.62%	55.68%	61.11%	63.54%	54.55%	55.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	0	0	1	3	1	6	1	0	0	0	1	2	0	0	0	2	2	0	1	0	0	0	0									
		0.33%	0.00%	0.00%	0.24%	0.74%	0.27%	0.86%	0.13%	0.00%	0.00%	0.00%	0.54%	0.86%	0.00%	0.00%	0.00%	1.13%	0.50%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.43%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	605	19	13	45	36	40	106	71	8	7	22	11	28	13	14	11	19	23	8	15	18	19	38	21									
		10.06%	7.54%	12.87%	10.77%	8.82%	10.99%	15.14%	8.98%	6.84%	9.09%	5.99%	5.91%	12.07%	10.40%	11.67%	7.38%	10.73%	5.75%	12.70%	17.05%	20.00%	10.50%	10.16%	9.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	1	4	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0									
		0.25%	0.00%	0.99%	0.96%	0.49%	0.27%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.55%	0.80%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	246	1	5	32	25	27	36	31	2	0	8	4	11	6	4	3	7	12	3	6	3	7	7	6									
		4.09%	0.40%	4.95%	7.66%	6.13%	7.42%	5.14%	3.92%	1.71%	0.00%	2.18%	2.15%	4.74%	4.80%	3.33%	2.01%	3.95%	3.00%	4.76%	6.82%	3.33%	3.87%	1.87%	2.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1									
		0.08%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.43%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	0	0	2	2	3	3	2	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0									
		0.28%	0.00%	0.00%	0.48%	0.49%	0.82%	0.43%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.55%	0.27%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1061	42	17	73	97	70	131	173	12	17	77	39	21	25	9	21	35	33	18	10	7	25	75	34									
		17.65%	16.67%	16.83%	17.46%	23.77%	19.23%	18.71%	21.87%	10.26%	22.08%	20.98%	20.97%	9.05%	20.00%	7.50%	14.09%	19.77%	8.25%	28.57%	11.36%	7.78%	13.81%	20.05%	14.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	1	1	0	1	0	2	1	1	0	0	0	0	0	3	1	0	0	1	0	1	0	1									
		0.23%	0.00%	0.99%	0.24%	0.00%	0.27%	0.00%	0.25%	0.85%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	2.01%	0.56%	0.00%	0.00%	1.14%	0.00%	0.55%	0.00%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	154	4	6	18	8	10	17	12	2	1	8	12	1	3	3	10	8	6	1	1	1	4	9	9									
		2.56%	1.59%	5.94%	4.31%	1.96%	2.75%	2.43%	1.52%	1.71%	1.30%	2.18%	6.45%	0.43%	2.40%	2.50%	6.71%	4.52%	1.50%	1.59%	1.14%	1.11%	2.21%	2.41%	3.90%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
