Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																		
																																																																		
Наименование Избирательной комиссии:    Кунгурская																																																																		
																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																		
																																																																		
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626	УИК №4627	УИК №4628	УИК №4629	УИК №4630	УИК №4631	УИК №4632	УИК №4633	УИК №4634	УИК №4635	УИК №4636	УИК №4637	УИК №4638	УИК №4639	УИК №4640	УИК №4641	УИК №4642	УИК №4643	УИК №4644	УИК №4645	УИК №4646	УИК №4647	УИК №4648	УИК №4649	УИК №4650	УИК №4651	УИК №4652	УИК №4653	УИК №4654	УИК №4655	УИК №4656	УИК №4657	УИК №4658	УИК №4659					
		0.56%	0.61%	0.0%	0.30%	0.0%	0.0%	0.0%	0.10%	0.0%	0.86%	2.15%	0.69%	0.59%	0.47%	0.15%	1.00%	0.21%	0.0%	0.65%	0.73%	1.09%	0.79%	1.25%	0.60%	0.50%	0.51%	0.60%	0.63%	0.46%	0.66%	0.58%	1.14%	3.12%	0.0%	0.82%	0.0%	0.49%	0.75%	2.02%	1.53%	1.44%	0.41%	0.65%	0.99%	1.60%	0.57%	0.16%	0.0%	0.94%	0.18%	0.12%	0.71%	0.0%	0.0%	0.45%	0.28%	0.0%	0.45%	0.65%	0.21%					
23	"6. ""Объединенная Российская партия ""Русь"""	121	4	1	2	0	1	2	0	0	1	0	0	0	6	3	4	1	0	4	3	5	3	0	1	4	0	1	4	3	3	5	1	0	2	0	3	2	0	1	2	0	1	5	4	3	0	4	5	1	1	4	4	3	0	3	2	1	1	3	4					
		0.54%	2.46%	0.88%	0.61%	0.0%	1.35%	1.76%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.95%	0.46%	0.44%	0.10%	0.0%	0.65%	1.09%	0.78%	0.34%	0.0%	0.30%	0.50%	0.0%	0.60%	0.85%	0.46%	1.0%	0.58%	1.14%	0.0%	3.33%	0.0%	1.84%	0.33%	0.0%	0.67%	1.53%	0.0%	0.41%	0.65%	0.79%	0.80%	0.0%	0.64%	3.31%	0.94%	0.18%	0.51%	0.56%	1.33%	0.0%	0.45%	0.57%	0.50%	0.45%	0.65%	0.87%					
24	"7. ""Новый курс - Автомобильная Россия"""	303	0	0	7	0	0	0	17	2	5	2	4	0	11	2	16	17	1	15	1	11	10	2	0	12	3	12	6	11	2	10	2	0	1	0	4	11	0	6	2	0	2	12	3	3	2	7	5	0	5	5	14	3	1	9	5	5	5	10	2					
		1.35%	0.0%	0.0%	2.14%	0.0%	0.0%	0.0%	1.84%	0.99%	1.44%	0.86%	0.92%	0.0%	1.74%	0.30%	1.79%	1.78%	0.62%	2.45%	0.36%	1.71%	1.13%	1.25%	0.0%	1.52%	1.53%	7.27%	1.27%	1.70%	0.66%	1.16%	2.29%	0.0%	1.66%	0.0%	2.45%	1.83%	0.0%	4.05%	1.53%	0.0%	0.82%	1.56%	0.59%	0.80%	0.57%	1.13%	3.31%	0.0%	0.93%	0.64%	1.99%	1.33%	0.76%	1.35%	1.44%	2.51%	2.27%	2.17%	0.43%					
25	"8. ""Народно-республиканская партия России"""	50	0	2	3	0	0	0	1	1	2	1	0	1	0	2	2	1	0	0	2	0	2	0	0	0	0	0	1	6	1	1	0	0	0	0	0	2	0	0	0	1	0	2	0	3	0	1	0	0	0	5	0	2	0	1	1	0	1	1	1					
		0.22%	0.0%	1.76%	0.91%	0.0%	0.0%	0.0%	0.10%	0.49%	0.57%	0.43%	0.0%	0.59%	0.0%	0.30%	0.22%	0.10%	0.0%	0.0%	0.73%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.93%	0.33%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.36%	0.0%	0.26%	0.0%	0.80%	0.0%	0.16%	0.0%	0.0%	0.0%	0.64%	0.0%	0.89%	0.0%	0.15%	0.28%	0.0%	0.45%	0.21%	0.21%					
26	"9. ""Российская экологическая партия ""Зеленые"""	58	0	0	3	0	1	0	4	0	0	0	0	1	2	1	2	6	0	1	1	0	7	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	7	0	0	0	7	2	1	0	1	0	0	3	0	0					
		0.25%	0.0%	0.0%	0.91%	0.0%	1.35%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.59%	0.31%	0.15%	0.22%	0.63%	0.0%	0.16%	0.36%	0.0%	0.79%	0.0%	0.30%	0.25%	0.0%	0.0%	0.21%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.26%	0.0%	0.0%	0.0%	1.13%	0.0%	0.0%	0.0%	0.89%	0.28%	0.44%	0.0%	0.15%	0.0%	0.0%	1.36%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2316	6	14	74	6	5	10	96	53	27	42	77	8	41	27	106	125	12	38	19	13	45	11	21	108	9	29	105	13	8	96	5	12	9	12	11	57	3	36	18	22	20	48	46	87	41	80	7	5	121	168	77	17	24	32	4	9	8	42	51					
		10.35%	3.70%	12.38%	22.62%	8.45%	6.75%	8.84%	10.40%	26.36%	7.78%	18.10%	17.86%	4.76%	6.51%	4.16%	11.88%	13.14%	7.54%	6.20%	6.95%	2.02%	5.12%	6.91%	6.32%	13.72%	4.61%	17.57%	22.34%	2.01%	2.66%	11.17%	5.74%	18.75%	15.0%	9.91%	6.74%	9.48%	2.27%	24.32%	13.84%	7.94%	8.23%	6.25%	9.18%	23.32%	11.84%	12.96%	4.63%	4.71%	22.65%	21.51%	10.96%	7.58%	18.32%	4.83%	1.15%	4.52%	3.63%	9.13%	11.11%					
28	"11. ""Истинные патриоты России"""	24	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0					
		0.10%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.43%	0.0%	0.59%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	1.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.66%	1.88%	0.0%	0.12%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	196	2	4	0	1	0	1	5	3	7	2	3	0	6	7	6	20	0	5	3	5	9	3	1	4	1	4	5	3	3	9	0	0	1	0	2	4	0	0	0	4	0	7	4	8	3	9	1	2	1	3	4	2	2	1	6	1	3	0	6					
		0.87%	1.23%	3.53%	0.0%	1.40%	0.0%	0.88%	0.54%	1.49%	2.01%	0.86%	0.69%	0.0%	0.95%	1.08%	0.67%	2.10%	0.0%	0.81%	1.09%	0.78%	1.02%	1.88%	0.30%	0.50%	0.51%	2.42%	1.06%	0.46%	1.0%	1.04%	0.0%	0.0%	1.66%	0.0%	1.22%	0.66%	0.0%	0.0%	0.0%	1.44%	0.0%	0.91%	0.79%	2.14%	0.86%	1.45%	0.66%	1.88%	0.18%	0.38%	0.56%	0.89%	1.52%	0.15%	1.73%	0.50%	1.36%	0.0%	1.30%					
30	"13. ""Демократическая партия России"""	64	1	0	0	0	0	0	7	0	0	1	0	1	0	1	1	2	0	5	1	5	1	0	1	2	1	0	3	1	0	4	0	0	0	0	0	0	1	0	3	0	2	2	1	4	3	0	0	0	0	3	1	0	1	1	4	0	0	0	0					
		0.28%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.43%	0.0%	0.59%	0.0%	0.15%	0.11%	0.21%	0.0%	0.81%	0.36%	0.78%	0.11%	0.0%	0.30%	0.25%	0.51%	0.0%	0.63%	0.15%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	2.30%	0.0%	0.82%	0.26%	0.19%	1.07%	0.86%	0.0%	0.0%	0.0%	0.0%	0.38%	0.14%	0.0%	0.76%	0.15%	1.15%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	104	0	1	2	0	0	0	3	0	1	1	0	1	2	2	0	2	0	4	0	2	3	0	0	3	1	1	2	4	0	3	0	0	0	0	0	2	1	1	2	2	1	1	0	2	2	3	1	0	7	29	3	0	0	0	1	1	1	5	1					
		0.46%	0.0%	0.88%	0.61%	0.0%	0.0%	0.0%	0.32%	0.0%	0.28%	0.43%	0.0%	0.59%	0.31%	0.30%	0.0%	0.21%	0.0%	0.65%	0.0%	0.31%	0.34%	0.0%	0.0%	0.38%	0.51%	0.60%	0.42%	0.62%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.75%	0.67%	1.53%	0.72%	0.41%	0.13%	0.0%	0.53%	0.57%	0.48%	0.66%	0.0%	1.31%	3.71%	0.42%	0.0%	0.0%	0.0%	0.28%	0.50%	0.45%	1.08%	0.21%					
32	"15. ""Партия СЛОН"""	28	0	0	0	0	0	0	2	0	0	0	1	0	1	2	0	1	0	0	0	3	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	4	1	0	0	0	0	1	0	1					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.23%	0.0%	0.15%	0.30%	0.0%	0.10%	0.0%	0.0%	0.0%	0.46%	0.0%	0.62%	0.0%	0.50%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.56%	0.44%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.21%					
33	"16. ""Родина"" (народно-патриотический союз)"""	744	19	4	8	2	4	3	45	6	18	6	7	8	18	24	20	29	3	23	14	29	37	7	24	28	11	3	11	17	4	43	1	0	3	0	0	22	4	4	2	10	14	24	22	10	13	23	4	3	6	15	14	4	8	19	9	6	11	8	10					
		3.32%	11.72%	3.53%	2.44%	2.81%	5.40%	2.65%	4.87%	2.98%	5.18%	2.58%	1.62%	4.76%	2.86%	3.70%	2.24%	3.04%	1.88%	3.75%	5.12%	4.52%	4.21%	4.40%	7.22%	3.55%	5.64%	1.81%	2.34%	2.63%	1.33%	5.00%	1.14%	0.0%	5.0%	0.0%	0.0%	3.66%	3.03%	2.70%	1.53%	3.61%	5.76%	3.12%	4.39%	2.68%	3.75%	3.72%	2.64%	2.83%	1.12%	1.92%	1.99%	1.78%	6.10%	2.87%	2.60%	3.01%	5.0%	1.73%	2.17%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	77	1	1	1	0	0	0	3	1	4	0	1	0	3	3	2	5	1	1	1	3	1	0	2	6	0	0	0	3	0	3	0	1	0	1	1	0	0	0	1	0	1	1	1	2	2	2	0	1	0	4	4	1	0	2	0	0	2	1	3					
		0.34%	0.61%	0.88%	0.30%	0.0%	0.0%	0.0%	0.32%	0.49%	1.15%	0.0%	0.23%	0.0%	0.47%	0.46%	0.22%	0.52%	0.62%	0.16%	0.36%	0.46%	0.11%	0.0%	0.60%	0.76%	0.0%	0.0%	0.0%	0.46%	0.0%	0.34%	0.0%	1.56%	0.0%	0.82%	0.61%	0.0%	0.0%	0.0%	0.76%	0.0%	0.41%	0.13%	0.19%	0.53%	0.57%	0.32%	0.0%	0.94%	0.0%	0.51%	0.56%	0.44%	0.0%	0.30%	0.0%	0.0%	0.90%	0.21%	0.65%					
35	"18. ""ЛДПР"""	3160	14	7	29	19	4	23	126	17	39	22	70	15	102	136	121	162	45	111	46	124	148	31	48	116	23	26	67	76	17	101	12	7	8	9	12	79	27	12	12	34	46	123	59	51	50	57	23	3	15	30	118	54	20	80	65	60	20	101	88					
		14.13%	8.64%	6.19%	8.86%	26.76%	5.40%	20.35%	13.65%	8.45%	11.23%	9.48%	16.24%	8.92%	16.21%	20.98%	13.56%	17.03%	28.30%	18.13%	16.84%	19.34%	16.85%	19.49%	14.45%	14.73%	11.79%	15.75%	14.25%	11.78%	5.66%	11.75%	13.79%	10.93%	13.33%	7.43%	7.36%	13.14%	20.45%	8.10%	9.23%	12.27%	18.93%	16.03%	11.77%	13.67%	14.45%	9.23%	15.23%	2.83%	2.80%	3.84%	16.80%	24.10%	15.26%	12.08%	18.78%	30.15%	9.09%	21.95%	19.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	450	2	1	12	0	0	2	24	11	6	5	11	2	11	13	20	10	3	17	4	16	14	3	6	14	7	2	6	15	4	8	3	1	4	6	3	9	2	5	1	7	9	18	14	10	5	11	0	1	13	11	9	6	3	15	8	4	4	13	6					
		2.01%	1.23%	0.88%	3.66%	0.0%	0.0%	1.76%	2.60%	5.47%	1.72%	2.15%	2.55%	1.19%	1.74%	2.00%	2.24%	1.05%	1.88%	2.77%	1.46%	2.49%	1.59%	1.88%	1.80%	1.77%	3.58%	1.21%	1.27%	2.32%	1.33%	0.93%	3.44%	1.56%	6.66%	4.95%	1.84%	1.49%	1.51%	3.37%	0.76%	2.52%	3.70%	2.34%	2.79%	2.68%	1.44%	1.78%	0.0%	0.94%	2.43%	1.40%	1.28%	2.67%	2.29%	2.26%	2.31%	2.01%	1.81%	2.82%	1.30%					
37	"20. ""Политическая партия ""Единая Россия"""	8789	47	40	90	24	50	43	355	62	136	86	167	94	255	242	299	333	57	252	131	286	337	43	145	243	78	45	192	315	160	278	40	19	19	60	76	276	61	44	58	125	96	307	170	96	149	206	76	63	173	329	273	90	48	372	136	73	105	173	191					
		39.30%	29.01%	35.39%	27.52%	33.80%	67.56%	38.05%	38.46%	30.84%	39.19%	37.06%	38.74%	55.95%	40.54%	37.34%	33.52%	35.01%	35.84%	41.17%	47.98%	44.61%	38.38%	27.04%	43.67%	30.87%	40.0%	27.27%	40.85%	48.83%	53.33%	32.36%	45.97%	29.68%	31.66%	49.58%	46.62%	45.92%	46.21%	29.72%	44.61%	45.12%	39.50%	40.02%	33.93%	25.73%	43.06%	33.38%	50.33%	59.43%	32.39%	42.12%	38.88%	40.17%	36.64%	56.19%	39.30%	36.68%	47.72%	37.60%	41.61%					
38	"21. ""Российская Конституционно-демократическая партия"""	66	0	1	0	0	0	0	2	0	1	1	5	0	1	4	1	1	0	0	3	2	2	0	1	3	0	1	3	2	0	1	1	0	0	0	0	3	0	0	1	1	0	3	3	0	2	5	0	0	3	3	1	0	0	1	1	0	0	2	1					
		0.29%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.28%	0.43%	1.16%	0.0%	0.15%	0.61%	0.11%	0.10%	0.0%	0.0%	1.09%	0.31%	0.22%	0.0%	0.30%	0.38%	0.0%	0.60%	0.63%	0.31%	0.0%	0.11%	1.14%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.76%	0.36%	0.0%	0.39%	0.59%	0.0%	0.57%	0.81%	0.0%	0.0%	0.56%	0.38%	0.14%	0.0%	0.0%	0.15%	0.28%	0.0%	0.0%	0.43%	0.21%					
39	"22. ""Развитие предпринимательства"""	51	0	0	0	0	0	0	0	2	0	0	2	1	1	3	5	2	1	0	1	2	0	0	1	3	4	0	1	1	1	1	0	0	0	0	1	0	0	2	1	0	1	1	1	1	0	1	0	0	4	2	1	0	1	0	0	1	0	0	1					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.46%	0.59%	0.15%	0.46%	0.56%	0.21%	0.62%	0.0%	0.36%	0.31%	0.0%	0.0%	0.30%	0.38%	2.05%	0.0%	0.21%	0.15%	0.33%	0.11%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	1.35%	0.76%	0.0%	0.41%	0.13%	0.19%	0.26%	0.0%	0.16%	0.0%	0.0%	0.74%	0.25%	0.14%	0.0%	0.76%	0.0%	0.0%	0.50%	0.0%	0.0%	0.21%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1822	22	13	31	4	1	4	93	8	32	12	27	6	48	54	73	34	1	43	5	41	79	16	25	98	10	14	11	36	21	68	7	8	7	7	16	30	11	9	5	24	18	107	72	38	14	110	5	12	110	76	28	5	13	33	38	6	6	37	40					
		8.14%	13.58%	11.50%	9.48%	5.63%	1.35%	3.53%	10.07%	3.98%	9.22%	5.17%	6.26%	3.57%	7.63%	8.33%	8.18%	3.57%	0.62%	7.02%	1.83%	6.39%	8.99%	10.06%	7.53%	12.45%	5.12%	8.48%	2.34%	5.58%	7.0%	7.91%	8.04%	12.5%	11.66%	5.78%	9.81%	4.99%	8.33%	6.08%	3.84%	8.66%	7.40%	13.95%	14.37%	10.18%	4.04%	17.82%	3.31%	11.32%	20.59%	9.73%	3.98%	2.23%	9.92%	4.98%	10.98%	3.01%	2.72%	8.04%	8.71%					
