Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Мценская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508									
14	Число погашенных неиспользованных открепительных удостоверений	434	25	15	24	1	1	0	0	48	12	15	20	20	4	0	7	0	31	20	18	15	6	17	0	29	43	14	17	15	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	1	1	2	1	0	1	1	2	2	1	1	0	0	1	0	2	1	0	1	0	0	0	1	3	0	10	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	90	2	3	3	2	2	5	3	4	0	2	4	5	2	1	1	2	4	0	1	3	1	0	0	9	11	2	2	16	0									
		0.73%	0.45%	0.96%	0.66%	0.45%	0.58%	1.38%	1.19%	1.14%	0.00%	0.88%	0.85%	1.00%	0.44%	0.48%	0.25%	0.88%	0.72%	0.00%	0.33%	0.99%	0.30%	0.00%	0.00%	0.83%	1.50%	0.42%	0.49%	1.58%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	269	12	4	16	19	11	2	10	6	0	6	8	17	3	1	5	9	0	0	5	17	8	11	0	15	0	17	5	50	12									
		2.18%	2.68%	1.28%	3.49%	4.30%	3.18%	0.55%	3.97%	1.71%	0.00%	2.65%	1.71%	3.41%	0.66%	0.48%	1.23%	3.95%	0.00%	0.00%	1.66%	5.61%	2.38%	3.93%	0.00%	1.38%	0.00%	3.59%	1.22%	4.95%	4.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	117	2	0	4	5	7	7	2	8	0	1	1	10	2	1	10	3	0	2	3	3	0	1	1	0	6	6	5	24	3									
		0.95%	0.45%	0.00%	0.87%	1.13%	2.02%	1.93%	0.79%	2.29%	0.00%	0.44%	0.21%	2.00%	0.44%	0.48%	2.45%	1.32%	0.00%	0.37%	0.99%	0.99%	0.00%	0.36%	0.49%	0.00%	0.82%	1.27%	1.22%	2.37%	1.21%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7707	353	228	253	265	192	230	147	212	253	150	296	331	319	136	222	142	254	383	213	166	235	182	138	763	497	333	288	409	117									
		62.43%	78.97%	72.84%	55.24%	59.95%	55.49%	63.54%	58.33%	60.57%	63.09%	66.37%	63.25%	66.33%	70.11%	65.70%	54.41%	62.28%	45.60%	71.19%	70.53%	54.79%	69.94%	65.00%	67.98%	70.00%	67.90%	70.25%	70.07%	40.45%	47.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	5	1	1	4	8	1	3	2	0	1	2	5	2	1	3	2	0	0	1	3	2	4	0	0	0	1	0	6	0									
		0.47%	1.12%	0.32%	0.22%	0.90%	2.31%	0.28%	1.19%	0.57%	0.00%	0.44%	0.43%	1.00%	0.44%	0.48%	0.74%	0.88%	0.00%	0.00%	0.33%	0.99%	0.60%	1.43%	0.00%	0.00%	0.00%	0.21%	0.00%	0.59%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	0	0	2	0	3	1	1	1	0	0	0	1	2	1	1	1	0	2	0	2	0	0	0	6	0	0	0	0	1									
		0.20%	0.00%	0.00%	0.44%	0.00%	0.87%	0.28%	0.40%	0.29%	0.00%	0.00%	0.00%	0.20%	0.44%	0.48%	0.25%	0.44%	0.00%	0.37%	0.00%	0.66%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.40%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1483	38	19	56	68	67	39	44	47	72	13	72	30	37	16	103	36	130	42	55	49	23	30	17	13	56	30	33	191	57									
		12.01%	8.50%	6.07%	12.23%	15.38%	19.36%	10.77%	17.46%	13.43%	17.96%	5.75%	15.38%	6.01%	8.13%	7.73%	25.25%	15.79%	23.34%	7.81%	18.21%	16.17%	6.85%	10.71%	8.37%	1.19%	7.65%	6.33%	8.03%	18.89%	23.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	0	1	1	1	6	0	0	4	0	0	1	2	2	1	3	1	0	1	1	1	1	2	0	0	7	3	0	2	2									
		0.35%	0.00%	0.32%	0.22%	0.23%	1.73%	0.00%	0.00%	1.14%	0.00%	0.00%	0.21%	0.40%	0.44%	0.48%	0.74%	0.44%	0.00%	0.19%	0.33%	0.33%	0.30%	0.71%	0.00%	0.00%	0.96%	0.63%	0.00%	0.20%	0.81%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	62	0	0	4	4	0	2	1	1	0	5	0	0	3	1	1	0	0	1	1	1	0	0	0	11	5	0	0	12	9									
		0.50%	0.00%	0.00%	0.87%	0.90%	0.00%	0.55%	0.40%	0.29%	0.00%	2.21%	0.00%	0.00%	0.66%	0.48%	0.25%	0.00%	0.00%	0.19%	0.33%	0.33%	0.00%	0.00%	0.00%	1.01%	0.68%	0.00%	0.00%	1.19%	3.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	2	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.58%	0.28%	0.00%	0.29%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.19%	0.00%	0.33%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.24%	0.10%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	0	2	5	3	2	2	0	0	1	0	4	3	1	1	0	0	2	2	1	4	0	0	2	14	5	4	1	5	1									
		0.53%	0.00%	0.64%	1.09%	0.68%	0.58%	0.55%	0.00%	0.00%	0.25%	0.00%	0.85%	0.60%	0.22%	0.48%	0.00%	0.00%	0.36%	0.37%	0.33%	1.32%	0.00%	0.00%	0.99%	1.28%	0.68%	0.84%	0.24%	0.49%	0.40%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1882	24	47	95	47	23	58	32	55	73	36	75	78	69	43	47	21	134	73	17	34	57	42	42	229	107	67	70	158	29									
		15.24%	5.37%	15.02%	20.74%	10.63%	6.65%	16.02%	12.70%	15.71%	18.20%	15.93%	16.03%	15.63%	15.16%	20.77%	11.52%	9.21%	24.06%	13.57%	5.63%	11.22%	16.96%	15.00%	20.69%	21.01%	14.62%	14.14%	17.03%	15.63%	11.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	0	2	4	1	2	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1									
		0.15%	0.00%	0.00%	0.44%	0.90%	0.29%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.22%	0.00%	0.25%	0.00%	0.00%	0.19%	0.33%	0.33%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.10%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	378	8	8	16	20	22	7	7	6	1	7	3	16	12	4	10	6	33	29	3	16	3	5	2	30	30	8	5	55	6									
		3.06%	1.79%	2.56%	3.49%	4.52%	6.36%	1.93%	2.78%	1.71%	0.25%	3.10%	0.64%	3.21%	2.64%	1.93%	2.45%	2.63%	5.92%	5.39%	0.99%	5.28%	0.89%	1.79%	0.99%	2.75%	4.10%	1.69%	1.22%	5.44%	2.43%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
