Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Катайская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449					
24	7.Политическая партия «Либерально-демократическая партия России»	1289	22	40	34	30	98	116	75	123	47	54	45	43	2	14	12	14	23	13	88	9	18	8	44	32	6	21	37	17	12	15	7	1	6	9	22	13	16	10	31	4	5	8	30	15					
		9.64%	8.27%	8.70%	13.18%	7.46%	9.74%	10.82%	9.05%	10.69%	8.66%	10.80%	10.82%	9.77%	3.08%	4.78%	10.34%	6.01%	6.61%	9.15%	10.26%	8.49%	9.33%	11.11%	11.64%	7.44%	6.32%	16.28%	11.38%	25.00%	8.33%	7.98%	11.67%	1.61%	16.67%	25.71%	12.02%	10.83%	8.70%	9.17%	8.64%	8.00%	4.85%	8.33%	8.50%	15.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	994	21	21	13	40	121	110	93	138	56	35	28	32	3	7	6	1	13	3	57	4	4	2	12	24	0	5	23	3	15	7	4	5	2	0	12	6	16	8	18	5	2	4	11	4					
		7.43%	7.89%	4.57%	5.04%	9.95%	12.03%	10.26%	11.22%	11.99%	10.31%	7.00%	6.73%	7.27%	4.62%	2.39%	5.17%	0.43%	3.74%	2.11%	6.64%	3.77%	2.07%	2.78%	3.17%	5.58%	0.00%	3.88%	7.08%	4.41%	10.42%	3.72%	6.67%	8.06%	5.56%	0.00%	6.56%	5.00%	8.70%	7.34%	5.01%	10.00%	1.94%	4.17%	3.12%	4.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	73	3	4	0	2	5	6	7	6	2	1	3	1	1	0	0	0	3	0	3	0	1	0	2	3	0	0	1	0	1	2	0	0	0	0	1	0	6	1	1	0	1	0	6	0					
		0.55%	1.13%	0.87%	0.00%	0.50%	0.50%	0.56%	0.84%	0.52%	0.37%	0.20%	0.72%	0.23%	1.54%	0.00%	0.00%	0.00%	0.86%	0.00%	0.35%	0.00%	0.52%	0.00%	0.53%	0.70%	0.00%	0.00%	0.31%	0.00%	0.69%	1.06%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	3.26%	0.92%	0.28%	0.00%	0.97%	0.00%	1.70%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8859	178	348	181	246	564	587	493	697	351	339	275	307	52	241	63	183	256	107	569	81	147	48	269	289	85	90	191	32	104	142	47	44	23	18	104	91	136	81	269	32	82	77	268	72					
		66.23%	66.92%	75.65%	70.16%	61.19%	56.06%	54.76%	59.47%	60.56%	64.64%	67.80%	66.11%	69.77%	80.00%	82.25%	54.31%	78.54%	73.56%	75.35%	66.32%	76.42%	76.17%	66.67%	71.16%	67.21%	89.47%	69.77%	58.77%	47.06%	72.22%	75.53%	78.33%	70.97%	63.89%	51.43%	56.83%	75.83%	73.91%	74.31%	74.93%	64.00%	79.61%	80.21%	75.92%	72.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	71	2	2	0	1	8	11	9	8	2	2	3	2	0	0	1	0	0	0	4	0	1	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	4	0					
		0.53%	0.75%	0.43%	0.00%	0.25%	0.80%	1.03%	1.09%	0.70%	0.37%	0.40%	0.72%	0.45%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.47%	0.00%	0.52%	0.00%	0.26%	0.23%	0.00%	0.00%	0.62%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	1.13%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
