Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Богородицкая																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	449	28	10	11	20	28	21	9	43	32	10	8	12	6	3	3	31	6	13	3	3	11	10	21	6	11	4	2	5	3	2	5	3	20	2	3	2	3	2	5	8	2	3	5	3	2	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	436	28	8	11	20	28	21	9	43	32	10	8	12	6	1	2	30	6	13	3	1	11	10	21	6	11	4	2	5	3	2	5	3	20	2	3	1	1	0	5	8	2	3	5	3	2	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	278	8	5	17	12	29	8	7	18	10	5	4	9	1	3	2	9	0	4	8	2	4	2	7	3	1	3	2	3	4	3	3	5	3	10	11	1	14	2	0	1	4	2	6	4	4	14	1					
14	Число погашенных неиспользованных открепительных удостоверений	13	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	0	2	5	2	6	2	0	3	4	2	1	0	5	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	372	21	13	7	20	27	17	6	23	21	6	16	9	7	2	3	17	10	10	1	1	22	4	8	4	9	5	2	2	1	3	3	1	13	1	2	5	0	1	8	18	1	2	3	3	2	8	4					
		1.79%	2.56%	2.47%	1.17%	2.45%	2.11%	1.98%	1.86%	1.85%	1.81%	1.34%	2.10%	2.23%	1.79%	1.39%	0.97%	1.50%	1.80%	1.64%	1.00%	0.60%	2.90%	0.73%	0.92%	0.98%	3.67%	1.61%	2.08%	0.96%	0.56%	3.33%	1.20%	1.18%	1.80%	2.00%	0.99%	5.75%	0.00%	1.30%	4.17%	4.47%	0.80%	0.56%	1.62%	0.64%	0.82%	2.05%	1.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	143	8	7	4	9	11	11	0	24	7	2	4	1	3	1	0	12	1	3	1	0	5	3	5	1	2	2	0	0	0	0	0	0	5	2	0	0	0	0	3	2	0	1	1	1	0	1	0					
		0.69%	0.97%	1.33%	0.67%	1.10%	0.86%	1.28%	0.00%	1.93%	0.60%	0.45%	0.53%	0.25%	0.77%	0.69%	0.00%	1.06%	0.18%	0.49%	1.00%	0.00%	0.66%	0.54%	0.58%	0.25%	0.82%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	4.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.50%	0.00%	0.28%	0.54%	0.21%	0.00%	0.26%	0.00%					
20	3.Политическая партия «Демократическая партия России»	23	0	1	0	1	2	3	0	0	1	1	0	1	0	1	0	0	1	1	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0					
		0.11%	0.00%	0.19%	0.00%	0.12%	0.16%	0.35%	0.00%	0.00%	0.09%	0.22%	0.00%	0.25%	0.00%	0.69%	0.00%	0.00%	0.18%	0.16%	0.00%	1.20%	0.00%	0.00%	0.23%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.52%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2771	85	67	110	146	207	134	43	181	198	60	147	55	49	6	11	190	60	66	5	9	118	68	76	51	38	38	26	12	10	25	7	8	134	5	28	3	37	5	18	53	34	29	13	18	24	30	34					
		13.35%	10.35%	12.71%	18.46%	17.89%	16.18%	15.62%	13.31%	14.56%	17.02%	13.39%	19.32%	13.65%	12.56%	4.17%	3.57%	16.77%	10.81%	10.80%	5.00%	5.39%	15.57%	12.34%	8.76%	12.53%	15.51%	12.22%	27.08%	5.74%	5.65%	27.78%	2.79%	9.41%	18.56%	10.00%	13.93%	3.45%	15.88%	6.49%	9.38%	13.15%	27.20%	8.19%	7.03%	3.84%	9.80%	7.69%	10.21%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	88	5	7	3	2	6	7	1	6	7	2	4	1	1	0	0	11	0	0	1	0	5	1	2	3	0	0	0	0	0	0	0	0	2	0	2	0	4	0	1	2	0	2	0	0	0	0	0					
		0.42%	0.61%	1.33%	0.50%	0.25%	0.47%	0.82%	0.31%	0.48%	0.60%	0.45%	0.53%	0.25%	0.26%	0.00%	0.00%	0.97%	0.00%	0.00%	1.00%	0.00%	0.66%	0.18%	0.23%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.99%	0.00%	1.72%	0.00%	0.52%	0.50%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	35	4	0	0	3	1	0	2	2	3	2	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0					
		0.17%	0.49%	0.00%	0.00%	0.37%	0.08%	0.00%	0.62%	0.16%	0.26%	0.45%	0.13%	0.00%	0.26%	0.69%	0.32%	0.09%	0.18%	0.16%	0.00%	0.60%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.48%	0.56%	0.00%	0.40%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.80%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1280	72	39	33	54	96	51	14	94	79	25	43	30	21	14	11	80	36	28	3	11	49	37	44	17	18	4	3	8	11	0	35	4	41	6	9	2	10	4	22	14	5	22	6	25	8	17	25					
		6.17%	8.77%	7.40%	5.54%	6.62%	7.51%	5.94%	4.33%	7.56%	6.79%	5.58%	5.65%	7.44%	5.38%	9.72%	3.57%	7.06%	6.49%	4.58%	3.00%	6.59%	6.46%	6.72%	5.07%	4.18%	7.35%	1.29%	3.13%	3.83%	6.21%	0.00%	13.94%	4.71%	5.68%	12.00%	4.48%	2.30%	4.29%	5.19%	11.46%	3.47%	4.00%	6.21%	3.24%	5.33%	3.27%	4.36%	7.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2008	86	84	60	96	146	120	36	162	155	47	109	47	30	19	18	149	46	70	2	11	52	45	56	25	4	12	1	6	5	9	18	4	60	7	10	8	10	4	16	24	2	56	12	22	7	23	17					
		9.67%	10.48%	15.94%	10.07%	11.76%	11.42%	13.99%	11.15%	13.03%	13.33%	10.49%	14.32%	11.66%	7.69%	13.19%	5.84%	13.15%	8.29%	11.46%	2.00%	6.59%	6.86%	8.17%	6.45%	6.14%	1.63%	3.86%	1.04%	2.87%	2.82%	10.00%	7.17%	4.71%	8.31%	14.00%	4.98%	9.20%	4.29%	5.19%	8.33%	5.96%	1.60%	15.82%	6.49%	4.69%	2.86%	5.90%	5.11%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	240	11	9	2	20	31	9	5	20	16	10	15	6	7	1	2	10	8	4	0	1	3	0	11	1	0	1	1	1	0	0	4	1	7	0	2	0	1	0	3	6	0	1	2	4	1	1	2					
		1.16%	1.34%	1.71%	0.34%	2.45%	2.42%	1.05%	1.55%	1.61%	1.38%	2.23%	1.97%	1.49%	1.79%	0.69%	0.65%	0.88%	1.44%	0.65%	0.00%	0.60%	0.40%	0.00%	1.27%	0.25%	0.00%	0.32%	1.04%	0.48%	0.00%	0.00%	1.59%	1.18%	0.97%	0.00%	0.99%	0.00%	0.43%	0.00%	1.56%	1.49%	0.00%	0.28%	1.08%	0.85%	0.41%	0.26%	0.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13446	507	296	368	434	711	490	213	705	652	278	410	247	266	97	260	644	381	421	86	120	492	386	653	294	174	243	62	179	149	53	182	67	446	29	144	68	168	61	116	275	80	236	145	395	203	309	251					
		64.77%	61.75%	56.17%	61.74%	53.19%	55.59%	57.11%	65.94%	56.72%	56.06%	62.05%	53.88%	61.29%	68.21%	67.36%	84.42%	56.84%	68.65%	68.90%	86.00%	71.86%	64.91%	70.05%	75.23%	72.24%	71.02%	78.14%	64.58%	85.65%	84.18%	58.89%	72.51%	78.82%	61.77%	58.00%	71.64%	78.16%	72.10%	79.22%	60.42%	68.24%	64.00%	66.67%	78.38%	84.22%	82.86%	79.23%	75.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	172	12	2	6	23	16	6	0	15	7	6	5	4	3	2	1	17	3	5	0	4	7	3	2	9	0	1	1	0	0	0	1	0	3	0	1	0	0	1	1	0	0	3	2	0	0	0	0					
		0.83%	1.46%	0.38%	1.01%	2.82%	1.25%	0.70%	0.00%	1.21%	0.60%	1.34%	0.66%	0.99%	0.77%	1.39%	0.32%	1.50%	0.54%	0.82%	0.00%	2.40%	0.92%	0.54%	0.23%	2.21%	0.00%	0.32%	1.04%	0.00%	0.00%	0.00%	0.40%	0.00%	0.42%	0.00%	0.50%	0.00%	0.00%	1.30%	0.52%	0.00%	0.00%	0.85%	1.08%	0.00%	0.00%	0.00%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
