Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Калязинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №1194									
		1.45%	2.19%	0.98%	0.94%	1.45%	0.57%	3.66%	1.55%	1.31%	2.46%	1.96%	0.85%	1.09%	3.66%	1.43%	1.15%	1.11%	0.00%	1.12%	4.12%	0.87%	1.39%	1.97%	1.01%	1.16%	0.00%	0.86%	1.21%	1.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	162	22	13	23	11	27	12	7	2	2	1	3	0	5	4	8	1	1	1	4	1	2	4	1	3	1	2	0	1									
		2.16%	2.84%	2.13%	2.70%	1.33%	3.06%	2.59%	3.63%	1.31%	1.64%	0.98%	2.54%	0.00%	3.05%	2.86%	2.29%	1.11%	0.63%	1.12%	4.12%	0.43%	2.78%	2.63%	1.01%	1.73%	1.75%	1.72%	0.00%	0.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	165	20	13	18	10	22	4	8	5	1	0	3	0	5	4	8	1	6	1	4	10	2	3	0	5	3	5	3	1									
		2.20%	2.58%	2.13%	2.11%	1.21%	2.49%	0.86%	4.15%	3.27%	0.82%	0.00%	2.54%	0.00%	3.05%	2.86%	2.29%	1.11%	3.75%	1.12%	4.12%	4.33%	2.78%	1.97%	0.00%	2.89%	5.26%	4.31%	1.82%	0.64%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3632	346	267	377	387	378	204	87	98	64	50	56	61	76	70	180	52	90	43	43	127	43	75	55	98	26	50	100	129									
		48.40%	44.59%	43.70%	44.20%	46.74%	42.86%	43.97%	45.08%	64.05%	52.46%	49.02%	47.46%	66.30%	46.34%	50.00%	51.58%	57.78%	56.25%	48.31%	44.33%	54.98%	59.72%	49.34%	55.56%	56.65%	45.61%	43.10%	60.61%	82.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	8	4	6	7	7	5	0	0	0	1	0	3	1	1	2	0	3	0	1	2	0	0	0	1	0	1	0	1									
		0.72%	1.03%	0.65%	0.70%	0.85%	0.79%	1.08%	0.00%	0.00%	0.00%	0.98%	0.00%	3.26%	0.61%	0.71%	0.57%	0.00%	1.88%	0.00%	1.03%	0.87%	0.00%	0.00%	0.00%	0.58%	0.00%	0.86%	0.00%	0.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	0	1	0	1	1	0	0	1	0	1	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0									
		0.17%	0.26%	0.00%	0.12%	0.00%	0.11%	0.22%	0.00%	0.00%	0.82%	0.00%	0.85%	2.17%	0.00%	0.71%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1264	130	103	139	170	143	83	43	17	22	20	27	10	20	23	46	10	27	11	25	45	13	32	19	17	7	24	30	8									
		16.84%	16.75%	16.86%	16.30%	20.53%	16.21%	17.89%	22.28%	11.11%	18.03%	19.61%	22.88%	10.87%	12.20%	16.43%	13.18%	11.11%	16.88%	12.36%	25.77%	19.48%	18.06%	21.05%	19.19%	9.83%	12.28%	20.69%	18.18%	5.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	48	7	3	7	4	3	3	1	0	1	0	0	0	2	0	2	0	1	0	2	0	0	5	0	5	0	0	1	1									
		0.64%	0.90%	0.49%	0.82%	0.48%	0.34%	0.65%	0.52%	0.00%	0.82%	0.00%	0.00%	0.00%	1.22%	0.00%	0.57%	0.00%	0.63%	0.00%	2.06%	0.00%	0.00%	3.29%	0.00%	2.89%	0.00%	0.00%	0.61%	0.64%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	59	12	12	5	5	9	2	3	0	0	1	0	1	3	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0									
		0.79%	1.55%	1.96%	0.59%	0.60%	1.02%	0.43%	1.55%	0.00%	0.00%	0.98%	0.00%	1.09%	1.83%	1.43%	0.57%	1.11%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	0	1	0	1	0	0	0	0	2	0	1	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0									
		0.16%	0.13%	0.00%	0.00%	0.12%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.61%	1.43%	0.00%	2.22%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	10	9	10	9	6	6	2	0	2	0	3	1	2	2	6	3	3	0	0	0	0	2	2	3	0	0	2	1									
		1.12%	1.29%	1.47%	1.17%	1.09%	0.68%	1.29%	1.04%	0.00%	1.64%	0.00%	2.54%	1.09%	1.22%	1.43%	1.72%	3.33%	1.88%	0.00%	0.00%	0.00%	0.00%	1.32%	2.02%	1.73%	0.00%	0.00%	1.21%	0.64%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	966	110	85	111	104	148	58	19	11	14	15	12	9	25	12	51	15	18	20	6	22	6	16	8	21	9	23	12	6									
		12.87%	14.18%	13.91%	13.01%	12.56%	16.78%	12.50%	9.84%	7.19%	11.48%	14.71%	10.17%	9.78%	15.24%	8.57%	14.61%	16.67%	11.25%	22.47%	6.19%	9.52%	8.33%	10.53%	8.08%	12.14%	15.79%	19.83%	7.27%	3.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	2	2	3	4	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0									
		0.29%	0.26%	0.33%	0.35%	0.48%	0.45%	0.22%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.43%	1.39%	0.66%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	669	71	68	110	93	95	43	14	12	6	10	7	4	9	11	21	3	4	6	4	10	1	8	10	14	9	7	14	5									
		8.92%	9.15%	11.13%	12.90%	11.23%	10.77%	9.27%	7.25%	7.84%	4.92%	9.80%	5.93%	4.35%	5.49%	7.86%	6.02%	3.33%	2.50%	6.74%	4.12%	4.33%	1.39%	5.26%	10.10%	8.09%	15.79%	6.03%	8.48%	3.21%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
