Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Кармаскалинская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316									
		88.65%	89.40%	95.13%	91.76%	92.70%	92.05%	91.66%	91.55%	91.81%	91.96%	92.49%	93.27%	94.20%	80.64%	52.23%	84.71%	77.43%	89.51%	90.52%	91.21%	91.02%	93.32%	76.54%	91.50%	91.64%	89.22%	91.57%	91.57%	90.67%	92.19%	91.62%	74.49%	91.47%	92.00%	91.72%	92.14%	92.31%	91.94%	91.96%	95.28%	56.01%	89.22%	60.14%	90.73%	79.21%	91.94%	91.78%	91.67%	91.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	60	1	0	0	0	0	2	2	1	0	1	0	0	10	0	0	0	0	3	0	1	0	0	5	0	2	0	0	0	0	2	1	0	0	0	1	1	1	0	0	11	0	3	1	3	1	3	2	2									
		0.18%	0.21%	0.00%	0.00%	0.00%	0.00%	0.13%	0.20%	0.12%	0.00%	0.23%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.07%	0.00%	0.00%	0.42%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.20%	0.20%	0.00%	0.00%	0.00%	0.16%	0.51%	0.13%	0.00%	0.00%	1.86%	0.00%	1.05%	0.49%	0.52%	0.37%	0.40%	0.34%	0.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	0	0	0	0	0	2	2	1	0	0	0	0	2	3	0	2	0	4	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	3	0	2	1	0	1	1									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.20%	0.12%	0.00%	0.00%	0.00%	0.00%	0.16%	0.39%	0.00%	0.69%	0.00%	0.19%	0.00%	0.13%	0.00%	0.24%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.51%	0.00%	0.00%	0.00%	0.51%	0.00%	1.05%	0.00%	0.34%	0.37%	0.00%	0.17%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1389	13	9	30	11	21	26	17	7	14	8	4	9	147	239	24	31	13	50	49	36	21	31	27	14	5	4	22	18	11	29	51	11	51	17	20	5	22	9	8	81	15	26	5	41	6	44	16	21									
		4.12%	2.70%	3.37%	2.52%	2.77%	2.83%	1.72%	1.73%	0.81%	1.65%	1.88%	1.92%	2.01%	12.11%	31.28%	9.92%	10.76%	9.09%	2.41%	2.42%	2.39%	2.30%	7.35%	2.27%	2.17%	2.45%	2.41%	2.90%	2.95%	4.09%	2.97%	10.41%	2.35%	2.95%	0.89%	3.14%	2.56%	2.91%	2.89%	3.43%	13.71%	6.47%	9.09%	2.44%	7.04%	2.20%	5.93%	2.72%	3.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	0	0	0	0	0	1	1	1	0	0	0	3	0	1	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	2	0	0	0	1									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.10%	0.12%	0.00%	0.00%	0.00%	0.67%	0.00%	0.13%	0.00%	0.00%	0.00%	0.24%	0.00%	0.13%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.13%	0.00%	0.00%	0.17%	0.00%	0.35%	0.00%	0.34%	0.00%	0.00%	0.00%	0.15%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	39	0	0	0	0	0	2	1	10	0	0	0	0	2	4	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	1	0	4	0	0	1	0	0	0	0	1									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.10%	1.15%	0.00%	0.00%	0.00%	0.00%	0.16%	0.52%	0.00%	0.00%	0.00%	0.24%	0.00%	0.13%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.20%	0.00%	0.00%	0.00%	0.16%	0.00%	0.13%	0.32%	0.00%	0.68%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.15%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	0	0	0	2	1	1	3	1	0	0	0	2	0	0	0	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.27%	0.07%	0.10%	0.35%	0.12%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.24%	0.05%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	67	2	0	8	0	3	2	1	2	1	0	0	0	1	2	0	2	0	5	5	2	0	0	4	1	1	0	0	0	0	2	1	0	1	1	1	0	3	1	1	6	0	1	2	2	0	1	2	0									
		0.20%	0.42%	0.00%	0.67%	0.00%	0.40%	0.13%	0.10%	0.23%	0.12%	0.00%	0.00%	0.00%	0.08%	0.26%	0.00%	0.69%	0.00%	0.24%	0.25%	0.13%	0.00%	0.00%	0.34%	0.15%	0.49%	0.00%	0.00%	0.00%	0.00%	0.20%	0.20%	0.00%	0.06%	0.05%	0.16%	0.00%	0.40%	0.32%	0.43%	1.02%	0.00%	0.35%	0.98%	0.34%	0.00%	0.13%	0.34%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1247	11	4	36	0	27	59	38	32	33	10	6	11	48	36	13	14	2	83	83	62	36	45	34	19	6	1	23	18	6	29	29	14	35	103	19	4	23	9	2	61	5	30	6	37	7	6	15	17									
		3.70%	2.29%	1.50%	3.03%	0.00%	3.64%	3.91%	3.87%	3.69%	3.90%	2.35%	2.88%	2.46%	3.95%	4.71%	5.37%	4.86%	1.40%	3.99%	4.10%	4.12%	3.94%	10.66%	2.86%	2.94%	2.94%	0.60%	3.03%	2.95%	2.23%	2.97%	5.92%	2.99%	2.03%	5.40%	2.99%	2.05%	3.04%	2.89%	0.86%	10.32%	2.16%	10.49%	2.93%	6.36%	2.56%	0.81%	2.55%	2.51%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	0	0	7	2	3	2	2	2	1	0	0	2	1	0	0	1	0	5	0	2	0	1	6	0	0	0	0	0	0	3	0	4	6	1	1	1	5	1	0	3	0	3	0	1	0	0	0	1									
		0.20%	0.00%	0.00%	0.59%	0.50%	0.40%	0.13%	0.20%	0.23%	0.12%	0.00%	0.00%	0.45%	0.08%	0.00%	0.00%	0.35%	0.00%	0.24%	0.00%	0.13%	0.00%	0.24%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.85%	0.35%	0.05%	0.16%	0.51%	0.66%	0.32%	0.00%	0.51%	0.00%	1.05%	0.00%	0.17%	0.00%	0.00%	0.00%	0.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	295	7	0	5	6	0	18	12	7	10	5	3	0	4	14	0	3	0	4	24	18	0	1	11	6	0	3	11	7	4	3	7	6	17	31	1	1	2	1	0	9	5	3	0	3	2	3	8	10									
		0.88%	1.46%	0.00%	0.42%	1.51%	0.00%	1.19%	1.22%	0.81%	1.18%	1.17%	1.44%	0.00%	0.33%	1.83%	0.00%	1.04%	0.00%	0.19%	1.18%	1.20%	0.00%	0.24%	0.93%	0.93%	0.00%	1.81%	1.45%	1.15%	1.49%	0.31%	1.43%	1.28%	0.98%	1.62%	0.16%	0.51%	0.26%	0.32%	0.00%	1.52%	2.16%	1.05%	0.00%	0.52%	0.73%	0.40%	1.36%	1.48%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
