Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
"Наименование Избирательной комиссии:    Архангельск, Соломбальская"																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	955	35	10	35	20	25	35	20	15	20	20	20	10	10	20	30	30	30	30	35	30	25	20	50	30	15	35	50	35	35	15	35	15	20	30	15	20	15	15	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	538	17	4	7	7	9	15	4	5	12	10	13	1	0	15	17	18	25	17	21	9	11	11	34	24	12	24	36	29	29	3	20	9	9	12	11	19	6	13	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	426	13	8	15	6	13	19	9	2	5	6	1	2	6	13	14	12	13	15	12	15	11	11	16	17	9	18	15	11	13	3	17	11	11	12	12	7	10	9	7	7									
14	Число погашенных неиспользованных открепительных удостоверений	417	18	6	28	13	16	20	16	10	8	10	7	9	10	5	13	12	5	13	14	21	14	9	16	6	3	11	14	6	6	12	15	6	11	18	4	1	9	2	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	77	3	0	0	1	0	2	1	1	1	0	1	0	1	1	1	0	3	1	1	1	0	1	1	5	0	3	8	3	11	3	5	1	5	5	1	1	3	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	373	13	2	11	1	18	9	6	3	3	2	2	4	1	5	8	15	16	10	13	10	13	3	19	15	3	18	29	17	16	2	16	1	15	16	10	17	4	7	0	0									
		1.79%	1.57%	0.84%	1.55%	0.35%	3.69%	1.00%	1.43%	1.05%	0.85%	0.61%	0.52%	6.06%	2.56%	1.00%	1.13%	1.74%	1.78%	1.46%	1.85%	1.51%	2.48%	0.68%	2.50%	1.79%	0.96%	2.04%	2.82%	1.95%	2.24%	0.74%	2.20%	0.33%	3.42%	2.60%	2.12%	2.93%	1.28%	1.98%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	377	16	1	11	11	12	16	8	8	14	6	9	1	2	9	13	11	11	15	16	11	4	5	15	10	6	16	12	19	14	4	15	6	7	9	9	12	7	4	2	0									
		1.81%	1.93%	0.42%	1.55%	3.85%	2.46%	1.78%	1.91%	2.80%	3.94%	1.84%	2.33%	1.52%	5.13%	1.80%	1.83%	1.28%	1.22%	2.19%	2.28%	1.66%	0.76%	1.14%	1.97%	1.19%	1.92%	1.81%	1.17%	2.17%	1.96%	1.49%	2.06%	1.98%	1.60%	1.46%	1.91%	2.07%	2.24%	1.13%	4.35%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	568	20	7	13	5	18	34	18	6	12	6	11	3	0	11	19	22	22	19	19	19	15	17	17	22	6	26	22	16	25	3	23	9	14	18	15	17	10	8	1	0									
		2.72%	2.41%	2.94%	1.84%	1.75%	3.69%	3.78%	4.30%	2.10%	3.38%	1.84%	2.85%	4.55%	0.00%	2.20%	2.68%	2.55%	2.44%	2.78%	2.70%	2.86%	2.86%	3.87%	2.24%	2.62%	1.92%	2.94%	2.14%	1.83%	3.50%	1.12%	3.16%	2.97%	3.20%	2.92%	3.18%	2.93%	3.21%	2.26%	2.17%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8756	358	137	330	131	242	412	173	148	179	171	239	35	21	225	304	380	383	281	306	278	215	199	245	306	120	307	409	320	257	147	271	109	161	230	178	222	114	177	19	17									
		41.93%	43.18%	57.56%	46.61%	45.80%	49.59%	45.78%	41.29%	51.75%	50.42%	52.45%	61.92%	53.03%	53.85%	45.09%	42.88%	44.08%	42.56%	41.08%	43.53%	41.87%	40.95%	45.33%	32.24%	36.43%	38.46%	34.73%	39.79%	36.61%	35.99%	54.65%	37.23%	35.97%	36.76%	37.34%	37.71%	38.21%	36.54%	50.00%	41.30%	41.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	206	5	3	9	3	0	5	5	1	4	0	1	1	0	2	8	6	4	7	6	8	4	2	7	5	4	14	16	14	7	1	13	7	6	5	4	8	7	4	0	0									
		0.99%	0.60%	1.26%	1.27%	1.05%	0.00%	0.56%	1.19%	0.35%	1.13%	0.00%	0.26%	1.52%	0.00%	0.40%	1.13%	0.70%	0.44%	1.02%	0.85%	1.20%	0.76%	0.46%	0.92%	0.60%	1.28%	1.58%	1.56%	1.60%	0.98%	0.37%	1.79%	2.31%	1.37%	0.81%	0.85%	1.38%	2.24%	1.13%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	2	2	0	1	0	1	0	4	1	1	2	0	0	0	1	1	1	1	3	0	1	0	0	1	0									
		0.15%	0.12%	0.42%	0.14%	0.35%	0.00%	0.00%	0.24%	0.35%	0.00%	0.31%	0.26%	0.00%	0.00%	0.00%	0.14%	0.23%	0.22%	0.00%	0.14%	0.00%	0.19%	0.00%	0.53%	0.12%	0.32%	0.23%	0.00%	0.00%	0.00%	0.37%	0.14%	0.33%	0.23%	0.49%	0.00%	0.17%	0.00%	0.00%	2.17%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4403	195	40	146	71	101	192	84	51	65	77	48	13	6	116	147	169	221	140	171	141	131	98	122	164	82	217	189	171	133	61	164	58	73	136	110	112	96	66	11	15									
		21.08%	23.52%	16.81%	20.62%	24.83%	20.70%	21.33%	20.05%	17.83%	18.31%	23.62%	12.44%	19.70%	15.38%	23.25%	20.73%	19.61%	24.56%	20.47%	24.32%	21.23%	24.95%	22.32%	16.05%	19.52%	26.28%	24.55%	18.39%	19.57%	18.63%	22.68%	22.53%	19.14%	16.67%	22.08%	23.31%	19.28%	30.77%	18.64%	23.91%	36.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	242	13	2	8	5	0	1	2	1	4	0	1	0	0	7	6	16	12	11	9	4	3	0	12	15	3	11	12	18	9	4	13	3	6	7	5	10	5	4	0	0									
		1.16%	1.57%	0.84%	1.13%	1.75%	0.00%	0.11%	0.48%	0.35%	1.13%	0.00%	0.26%	0.00%	0.00%	1.40%	0.85%	1.86%	1.33%	1.61%	1.28%	0.60%	0.57%	0.00%	1.58%	1.79%	0.96%	1.24%	1.17%	2.06%	1.26%	1.49%	1.79%	0.99%	1.37%	1.14%	1.06%	1.72%	1.60%	1.13%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	297	8	1	5	0	5	10	3	4	2	3	3	0	0	8	6	21	14	10	8	7	10	3	20	20	5	13	22	9	19	2	3	6	8	9	13	12	2	2	0	1									
		1.42%	0.97%	0.42%	0.71%	0.00%	1.02%	1.11%	0.72%	1.40%	0.56%	0.92%	0.78%	0.00%	0.00%	1.60%	0.85%	2.44%	1.56%	1.46%	1.14%	1.05%	1.90%	0.68%	2.63%	2.38%	1.60%	1.47%	2.14%	1.03%	2.66%	0.74%	0.41%	1.98%	1.83%	1.46%	2.75%	2.07%	0.64%	0.56%	0.00%	2.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	1	1	0	0	1	4	2	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0	1	1	0	2	1	0	0	1	0	2	0	0	1	0	0	1	0	0									
		0.11%	0.12%	0.42%	0.00%	0.00%	0.20%	0.44%	0.48%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.11%	0.00%	0.00%	0.00%	0.19%	0.00%	0.13%	0.12%	0.00%	0.23%	0.10%	0.00%	0.00%	0.37%	0.00%	0.66%	0.00%	0.00%	0.21%	0.00%	0.00%	0.28%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	560	14	5	13	1	7	14	2	3	3	2	3	0	0	15	18	17	16	22	23	12	6	10	43	36	14	39	54	17	30	6	25	11	15	17	18	17	3	7	0	2									
		2.68%	1.69%	2.10%	1.84%	0.35%	1.43%	1.56%	0.48%	1.05%	0.85%	0.61%	0.78%	0.00%	0.00%	3.01%	2.54%	1.97%	1.78%	3.22%	3.27%	1.81%	1.14%	2.28%	5.66%	4.29%	4.49%	4.41%	5.25%	1.95%	4.20%	2.23%	3.43%	3.63%	3.42%	2.76%	3.81%	2.93%	0.96%	1.98%	0.00%	4.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2528	92	17	67	23	31	97	54	23	34	20	26	3	6	46	98	105	111	82	59	83	48	46	130	145	34	120	132	164	92	16	107	44	70	88	54	85	27	35	11	3									
		12.11%	11.10%	7.14%	9.46%	8.04%	6.35%	10.78%	12.89%	8.04%	9.58%	6.13%	6.74%	4.55%	15.38%	9.22%	13.82%	12.18%	12.33%	11.99%	8.39%	12.50%	9.14%	10.48%	17.11%	17.26%	10.90%	13.57%	12.84%	18.76%	12.89%	5.95%	14.70%	14.52%	15.98%	14.29%	11.44%	14.63%	8.65%	9.89%	23.91%	7.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	113	4	1	3	3	2	7	1	2	3	1	4	0	0	6	4	5	2	9	2	1	2	1	10	8	0	4	6	3	4	0	3	3	4	1	1	1	0	2	0	0									
		0.54%	0.48%	0.42%	0.42%	1.05%	0.41%	0.78%	0.24%	0.70%	0.85%	0.31%	1.04%	0.00%	0.00%	1.20%	0.56%	0.58%	0.22%	1.32%	0.28%	0.15%	0.38%	0.23%	1.32%	0.95%	0.00%	0.45%	0.58%	0.34%	0.56%	0.00%	0.41%	0.99%	0.91%	0.16%	0.21%	0.17%	0.00%	0.56%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2021	71	13	74	26	33	86	51	30	19	28	27	3	3	44	63	75	72	68	57	79	60	48	96	81	29	85	114	84	102	16	61	32	55	67	49	61	26	30	1	2									
		9.68%	8.56%	5.46%	10.45%	9.09%	6.76%	9.56%	12.17%	10.49%	5.35%	8.59%	6.99%	4.55%	7.69%	8.82%	8.89%	8.70%	8.00%	9.94%	8.11%	11.90%	11.43%	10.93%	12.63%	9.64%	9.29%	9.62%	11.09%	9.61%	14.29%	5.95%	8.38%	10.56%	12.56%	10.88%	10.38%	10.50%	8.33%	8.47%	2.17%	4.88%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
