Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
"Наименование Избирательной комиссии:    Казань, Вахитовская"																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	467	19	18	14	12	14	11	14	15	19	10	6	37	13	10	9	26	21	13	10	7	3	32	15	7	40	5	18	14	5	6	3	15	4	0	0	0	1	0	0	0	1	0									
		1.36%	1.64%	1.54%	1.67%	1.83%	1.22%	1.02%	1.03%	1.66%	2.32%	1.01%	1.02%	3.53%	1.30%	0.66%	0.79%	2.36%	2.09%	1.15%	1.04%	0.55%	0.43%	3.35%	1.55%	1.06%	3.64%	0.48%	1.27%	1.14%	0.74%	0.89%	0.35%	1.64%	0.45%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.81%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	457	23	10	34	10	17	16	8	11	10	14	4	29	14	13	18	18	25	15	9	8	6	9	21	7	27	6	16	16	3	4	4	21	5	0	0	2	0	1	0	0	1	2									
		1.33%	1.98%	0.86%	4.05%	1.53%	1.48%	1.48%	0.59%	1.22%	1.22%	1.42%	0.68%	2.77%	1.40%	0.86%	1.59%	1.63%	2.49%	1.33%	0.94%	0.63%	0.87%	0.94%	2.17%	1.06%	2.46%	0.58%	1.13%	1.31%	0.44%	0.59%	0.47%	2.30%	0.56%	0.00%	0.00%	3.33%	0.00%	0.58%	0.00%	0.00%	0.81%	1.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	351	20	9	24	8	16	12	11	10	2	11	7	20	10	15	8	13	11	3	11	12	9	0	25	5	28	6	13	14	3	4	1	2	3	0	0	2	0	1	1	0	1	0									
		1.03%	1.72%	0.77%	2.86%	1.22%	1.39%	1.11%	0.81%	1.11%	0.24%	1.11%	1.18%	1.91%	0.99%	0.99%	0.70%	1.18%	1.10%	0.27%	1.15%	0.95%	1.30%	0.00%	2.59%	0.76%	2.55%	0.58%	0.92%	1.14%	0.44%	0.59%	0.12%	0.22%	0.33%	0.00%	0.00%	3.33%	0.00%	0.58%	0.87%	0.00%	0.81%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24836	792	874	364	503	852	814	1092	684	589	742	443	452	754	1138	855	707	753	822	713	945	491	759	725	491	516	778	1057	918	514	534	668	683	631	294	37	47	201	161	106	47	112	178									
		72.53%	68.28%	74.96%	43.33%	76.79%	74.02%	75.16%	80.00%	75.83%	72.00%	75.18%	74.96%	43.13%	75.25%	75.02%	75.33%	64.16%	75.07%	72.61%	74.27%	74.64%	70.95%	79.48%	75.05%	74.28%	46.95%	75.24%	74.49%	75.06%	75.81%	79.35%	78.77%	74.89%	70.27%	89.09%	88.10%	78.33%	89.73%	94.15%	92.17%	94.00%	90.32%	96.22%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	229	11	6	14	3	7	14	4	2	2	13	3	33	10	14	7	4	2	2	6	5	3	0	10	3	14	4	12	9	2	2	2	4	2	0	0	0	0	0	0	0	0	0									
		0.67%	0.95%	0.51%	1.67%	0.46%	0.61%	1.29%	0.29%	0.22%	0.24%	1.32%	0.51%	3.15%	0.99%	0.92%	0.62%	0.36%	0.20%	0.18%	0.63%	0.39%	0.43%	0.00%	1.04%	0.45%	1.27%	0.39%	0.85%	0.74%	0.29%	0.30%	0.24%	0.44%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	148	7	0	1	4	3	10	4	0	0	12	2	8	11	12	4	4	5	3	5	3	2	1	3	3	3	6	8	11	3	0	4	3	2	0	0	0	0	0	0	0	1	0									
		0.43%	0.60%	0.00%	0.12%	0.61%	0.26%	0.92%	0.29%	0.00%	0.00%	1.22%	0.34%	0.76%	1.10%	0.79%	0.35%	0.36%	0.50%	0.27%	0.52%	0.24%	0.29%	0.10%	0.31%	0.45%	0.27%	0.58%	0.56%	0.90%	0.44%	0.00%	0.47%	0.33%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1949	50	75	102	38	5	46	49	52	53	44	29	100	40	74	35	55	57	98	57	92	48	34	53	42	124	68	80	60	42	47	52	66	45	15	1	2	6	3	4	2	2	2									
		5.69%	4.31%	6.43%	12.14%	5.80%	0.43%	4.25%	3.59%	5.76%	6.48%	4.46%	4.91%	9.54%	3.99%	4.88%	3.08%	4.99%	5.68%	8.66%	5.94%	7.27%	6.94%	3.56%	5.49%	6.35%	11.28%	6.58%	5.64%	4.91%	6.19%	6.98%	6.13%	7.24%	5.01%	4.55%	2.38%	3.33%	2.68%	1.75%	3.48%	4.00%	1.61%	1.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	348	29	12	17	3	10	8	3	11	3	10	9	30	12	15	5	9	0	11	6	9	11	25	5	3	21	5	15	15	2	3	4	10	14	0	0	1	0	1	0	0	1	0									
		1.02%	2.50%	1.03%	2.02%	0.46%	0.87%	0.74%	0.22%	1.22%	0.37%	1.01%	1.52%	2.86%	1.20%	0.99%	0.44%	0.82%	0.00%	0.97%	0.63%	0.71%	1.59%	2.62%	0.52%	0.45%	1.91%	0.48%	1.06%	1.23%	0.29%	0.45%	0.47%	1.10%	1.56%	0.00%	0.00%	1.67%	0.00%	0.58%	0.00%	0.00%	0.81%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	333	25	9	34	12	9	9	7	5	3	9	6	40	13	10	9	23	11	3	4	5	4	8	2	5	28	3	12	7	5	1	2	7	2	0	0	0	0	0	0	0	1	0									
		0.97%	2.16%	0.77%	4.05%	1.83%	0.78%	0.83%	0.51%	0.55%	0.37%	0.91%	1.02%	3.82%	1.30%	0.66%	0.79%	2.09%	1.10%	0.27%	0.42%	0.39%	0.58%	0.84%	0.21%	0.76%	2.55%	0.29%	0.85%	0.57%	0.74%	0.15%	0.24%	0.77%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	165	5	3	2	10	3	8	3	2	2	6	2	5	15	15	3	2	16	4	6	2	3	2	9	7	2	9	2	9	2	0	3	1	2	0	0	0	0	0	0	0	0	0									
		0.48%	0.43%	0.26%	0.24%	1.53%	0.26%	0.74%	0.22%	0.22%	0.24%	0.61%	0.34%	0.48%	1.50%	0.99%	0.26%	0.18%	1.60%	0.35%	0.63%	0.16%	0.43%	0.21%	0.93%	1.06%	0.18%	0.87%	0.14%	0.74%	0.29%	0.00%	0.35%	0.11%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	774	55	12	77	6	15	17	27	29	10	11	9	102	14	20	27	65	4	7	7	15	17	12	26	12	85	13	23	19	2	7	10	9	3	2	1	2	0	1	0	0	1	0									
		2.26%	4.74%	1.03%	9.17%	0.92%	1.30%	1.57%	1.98%	3.22%	1.22%	1.11%	1.52%	9.73%	1.40%	1.32%	2.38%	5.90%	0.40%	0.62%	0.73%	1.18%	2.46%	1.26%	2.69%	1.82%	7.73%	1.26%	1.62%	1.55%	0.29%	1.04%	1.18%	0.99%	0.33%	0.61%	2.38%	3.33%	0.00%	0.58%	0.00%	0.00%	0.81%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2082	84	96	87	13	123	44	47	26	72	45	28	128	38	76	104	104	44	56	48	71	52	36	26	32	114	62	63	56	35	36	36	56	113	11	3	4	7	2	2	1	1	0									
		6.08%	7.24%	8.23%	10.36%	1.98%	10.69%	4.06%	3.44%	2.88%	8.80%	4.56%	4.74%	12.21%	3.79%	5.01%	9.16%	9.44%	4.39%	4.95%	5.00%	5.61%	7.51%	3.77%	2.69%	4.84%	10.37%	5.99%	4.44%	4.58%	5.16%	5.35%	4.25%	6.14%	12.58%	3.33%	7.14%	6.67%	3.13%	1.17%	1.74%	2.00%	0.81%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	221	3	2	4	10	5	15	20	1	4	12	5	3	17	19	4	3	3	6	11	3	4	1	10	3	6	5	6	14	6	0	4	4	3	3	0	0	1	0	0	0	0	1									
		0.65%	0.26%	0.17%	0.48%	1.53%	0.43%	1.39%	1.47%	0.11%	0.49%	1.22%	0.85%	0.29%	1.70%	1.25%	0.35%	0.27%	0.30%	0.53%	1.15%	0.24%	0.58%	0.10%	1.04%	0.45%	0.55%	0.48%	0.42%	1.14%	0.88%	0.00%	0.47%	0.44%	0.33%	0.91%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1412	23	31	48	13	49	54	69	46	33	42	24	41	32	67	36	50	51	53	45	60	31	18	30	34	64	54	84	49	41	21	41	17	43	5	0	0	8	1	1	0	1	2									
		4.12%	1.98%	2.66%	5.71%	1.98%	4.26%	4.99%	5.05%	5.10%	4.03%	4.26%	4.06%	3.91%	3.19%	4.42%	3.17%	4.54%	5.08%	4.68%	4.69%	4.74%	4.48%	1.88%	3.11%	5.14%	5.82%	5.22%	5.92%	4.01%	6.05%	3.12%	4.83%	1.86%	4.79%	1.52%	0.00%	0.00%	3.57%	0.58%	0.87%	0.00%	0.81%	1.08%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
