Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Мазановская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034									
		0.27%	0.62%	0.50%	0.52%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.43%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	1	0	5	0	0	0	0	0	1	0	0	0	0	15	0	3	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0									
		0.64%	0.62%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	5.64%	0.00%	1.10%	0.00%	0.00%	1.69%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	1.86%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	2	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1									
		0.23%	0.00%	0.25%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.78%	0.85%	0.38%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.61%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	0	2	3	2	0	2	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	1									
		0.44%	0.00%	0.50%	0.52%	1.33%	0.00%	1.92%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	662	31	81	90	27	28	17	20	6	10	15	6	9	8	15	32	40	1	6	5	0	1	36	5	8	4	11	28	0	8	5	5	55	22	27									
		13.77%	19.14%	20.25%	15.57%	18.00%	34.15%	16.35%	13.70%	19.35%	7.63%	7.61%	13.33%	6.98%	6.78%	5.64%	13.73%	14.65%	2.38%	6.06%	8.47%	0.00%	3.13%	16.67%	9.09%	8.79%	10.26%	7.24%	17.39%	0.00%	13.79%	8.20%	13.51%	17.74%	17.74%	16.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	1	2	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0									
		0.27%	0.62%	0.50%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	83	3	8	10	6	1	0	4	1	0	0	1	0	3	11	6	6	0	0	2	0	0	1	1	2	1	2	5	1	0	0	0	5	1	2									
		1.73%	1.85%	2.00%	1.73%	4.00%	1.22%	0.00%	2.74%	3.23%	0.00%	0.00%	2.22%	0.00%	2.54%	4.14%	2.58%	2.20%	0.00%	0.00%	3.39%	0.00%	0.00%	0.46%	1.82%	2.20%	2.56%	1.32%	3.11%	2.50%	0.00%	0.00%	0.00%	1.61%	0.81%	1.21%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
