Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Усть-Илимская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387					
		14.15%	18.29%	21.60%	15.60%	12.46%	9.09%	18.15%	15.29%	18.23%	18.48%	13.76%	7.27%	3.07%	15.22%	10.02%	9.82%	11.43%	17.86%	16.02%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	698	20	24	40	55	56	50	62	64	40	32	43	22	27	51	22	22	29	39					
		7.26%	6.10%	7.10%	6.24%	7.97%	5.19%	7.56%	8.39%	9.12%	6.21%	4.95%	9.77%	13.50%	5.87%	11.36%	4.32%	6.98%	7.40%	9.47%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	58	0	2	2	4	12	1	5	12	4	4	1	0	1	4	1	1	3	1					
		0.60%	0.00%	0.59%	0.31%	0.58%	1.11%	0.15%	0.68%	1.71%	0.62%	0.62%	0.23%	0.00%	0.22%	0.89%	0.20%	0.32%	0.77%	0.24%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6112	216	192	413	439	803	378	413	399	353	407	302	117	303	291	368	229	239	250					
		63.61%	65.85%	56.80%	64.43%	63.62%	74.49%	57.19%	55.89%	56.84%	54.81%	62.91%	68.64%	71.78%	65.87%	64.81%	72.30%	72.70%	60.97%	60.68%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	71	0	1	2	10	4	5	4	1	7	5	4	0	8	11	3	1	3	2					
		0.74%	0.00%	0.30%	0.31%	1.45%	0.37%	0.76%	0.54%	0.14%	1.09%	0.77%	0.91%	0.00%	1.74%	2.45%	0.59%	0.32%	0.77%	0.49%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
