Выборы Президента Российской Федерации																																																																	
																																																																	
Наименование Избирательной комиссии:    Орехово-Зуевская городская																																																																	
																																																																	
Итоги голосования 																																																																	
																																																																	
		Сумма	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																	
18	. Глазьев Сергей Юрьевич	2063	31	32	44	19	35	32	33	24	40	37	31	22	34	33	35	30	28	53	53	30	17	34	43	13	33	22	25	38	46	45	50	29	9	82	39	44	38	44	26	41	33	48	63	36	58	39	56	64	41	34	10	17	30	6	31	37	35	31					
		4.16%	3.62%	3.52%	4.73%	5.18%	3.94%	3.58%	5.66%	2.95%	5.86%	4.05%	4.25%	3.10%	3.30%	3.85%	3.98%	5.35%	4.33%	5.65%	4.59%	4.44%	2.45%	3.65%	3.50%	2.27%	3.62%	2.68%	3.88%	4.03%	4.26%	4.40%	4.70%	4.07%	1.71%	6.00%	4.56%	4.43%	5.76%	5.12%	4.13%	4.54%	4.21%	4.66%	5.45%	3.82%	5.84%	4.81%	4.40%	5.23%	3.23%	2.29%	3.22%	4.64%	4.31%	2.33%	3.40%	2.98%	4.82%	4.96%					
19	. Малышкин Олег Александрович	796	17	13	22	5	13	16	11	10	7	7	13	6	18	18	13	8	15	25	17	12	13	12	24	8	25	15	5	14	26	14	10	14	4	13	15	26	12	12	13	8	11	20	12	19	12	8	21	30	19	17	0	7	10	3	12	19	9	18					
		1.61%	1.99%	1.43%	2.36%	1.36%	1.46%	1.79%	1.89%	1.23%	1.02%	0.77%	1.78%	0.85%	1.75%	2.10%	1.48%	1.43%	2.32%	2.67%	1.47%	1.78%	1.88%	1.29%	1.95%	1.40%	2.74%	1.83%	0.78%	1.48%	2.41%	1.37%	0.94%	1.96%	0.76%	0.95%	1.75%	2.62%	1.82%	1.40%	2.06%	0.88%	1.40%	1.94%	1.04%	2.01%	1.21%	0.99%	1.65%	2.45%	1.49%	1.15%	0.00%	1.91%	1.44%	1.16%	1.32%	1.53%	1.24%	2.88%					
20	. Миронов Сергей Михайлович	331	2	1	3	2	5	5	2	0	6	11	7	6	6	4	5	1	5	4	4	1	5	2	10	4	7	4	2	13	8	8	16	9	5	11	5	6	8	4	3	6	7	3	4	7	6	4	10	8	5	9	3	2	8	3	3	9	6	18					
		0.67%	0.23%	0.11%	0.32%	0.54%	0.56%	0.56%	0.34%	0.00%	0.88%	1.20%	0.96%	0.85%	0.58%	0.47%	0.57%	0.18%	0.77%	0.43%	0.35%	0.15%	0.72%	0.21%	0.81%	0.70%	0.77%	0.49%	0.31%	1.38%	0.74%	0.78%	1.50%	1.26%	0.95%	0.80%	0.58%	0.60%	1.21%	0.47%	0.48%	0.66%	0.89%	0.29%	0.35%	0.74%	0.60%	0.49%	0.79%	0.65%	0.39%	0.61%	0.96%	0.55%	1.15%	1.16%	0.33%	0.73%	0.83%	2.88%					
21	. Путин Владимир Владимирович	36268	583	677	638	255	625	642	415	596	492	671	540	525	744	619	647	366	454	647	836	498	506	692	921	479	655	623	486	724	761	707	754	514	415	1006	590	725	426	598	464	673	599	759	796	715	724	599	922	868	1036	1239	251	269	527	195	677	889	577	437					
		73.21%	68.11%	74.48%	68.53%	69.48%	70.38%	71.81%	71.18%	73.31%	72.04%	73.41%	73.97%	74.05%	72.16%	72.14%	73.61%	65.24%	70.28%	68.98%	72.38%	73.67%	73.02%	74.25%	75.00%	83.60%	71.82%	75.98%	75.35%	76.78%	70.40%	69.18%	70.86%	72.09%	78.90%	73.59%	68.93%	73.01%	64.55%	69.62%	73.65%	74.45%	76.40%	73.76%	68.80%	75.82%	72.84%	73.95%	72.48%	70.97%	81.51%	83.60%	80.71%	73.50%	75.72%	75.58%	74.31%	71.69%	79.48%	69.92%					
22	. Хакамада Ирина Муцуовна	1485	27	27	25	5	19	16	19	22	7	27	21	19	30	24	29	22	24	25	43	25	18	29	34	6	36	29	20	13	54	51	38	17	3	60	45	28	26	26	20	34	21	30	27	41	45	25	37	37	28	28	8	15	11	4	26	37	10	12					
		3.00%	3.15%	2.97%	2.69%	1.36%	2.14%	1.79%	3.26%	2.71%	1.02%	2.95%	2.88%	2.68%	2.91%	2.80%	3.30%	3.92%	3.72%	2.67%	3.72%	3.70%	2.60%	3.11%	2.77%	1.05%	3.95%	3.54%	3.10%	1.38%	5.00%	4.99%	3.57%	2.38%	0.57%	4.39%	5.26%	2.82%	3.94%	3.03%	3.17%	3.76%	2.68%	2.92%	2.33%	4.35%	4.53%	3.09%	2.91%	3.03%	2.20%	1.89%	2.57%	4.10%	1.58%	1.55%	2.85%	2.98%	1.38%	1.92%					
23	. Харитонов Николай Михайлович	5966	139	100	153	57	144	147	80	118	108	127	76	98	125	117	95	99	82	134	141	80	107	112	134	45	109	89	65	89	118	133	138	94	9	122	113	99	88	138	69	114	78	130	152	88	107	87	162	157	102	102	24	29	75	30	114	177	64	83					
		12.04%	16.24%	11.00%	16.43%	15.53%	16.22%	16.44%	13.72%	14.51%	15.81%	13.89%	10.41%	13.82%	12.12%	13.64%	10.81%	17.65%	12.69%	14.29%	12.21%	11.83%	15.44%	12.02%	10.91%	7.85%	11.95%	10.85%	10.08%	9.44%	10.92%	13.01%	12.97%	13.18%	1.71%	8.92%	13.20%	9.97%	13.33%	16.07%	10.95%	12.61%	9.95%	12.63%	13.14%	9.33%	10.76%	10.74%	12.74%	12.84%	8.03%	6.88%	7.72%	7.92%	10.78%	11.63%	12.51%	14.27%	8.82%	13.28%					
																																																																	
24	Против всех	2078	42	47	42	19	37	31	20	31	18	28	34	32	63	39	42	28	30	42	51	19	22	37	48	14	38	34	33	45	64	50	46	34	9	71	42	54	58	32	32	24	22	30	54	30	37	39	57	48	31	45	12	11	27	15	38	63	17	20					
		4.19%	4.91%	5.17%	4.51%	5.18%	4.17%	3.47%	3.43%	3.81%	2.64%	3.06%	4.66%	4.51%	6.11%	4.55%	4.78%	4.99%	4.64%	4.48%	4.42%	2.81%	3.17%	3.97%	3.91%	2.44%	4.17%	4.15%	5.12%	4.77%	5.92%	4.89%	4.32%	4.77%	1.71%	5.19%	4.91%	5.44%	8.79%	3.73%	5.08%	2.65%	2.81%	2.92%	4.67%	3.18%	3.72%	4.81%	4.48%	3.92%	2.44%	3.04%	3.86%	3.01%	3.88%	5.81%	4.17%	5.08%	2.34%	3.20%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
