Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Район Свиблово																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775					
		14.95%	16.28%	14.33%	14.69%	14.52%	15.60%	13.15%	13.85%	15.81%	15.43%	15.94%	14.84%	13.88%	13.77%	16.83%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	0	0	2	0	1	3	2	3	3	1	1	0	0	4					
		0.09%	0.0%	0.0%	0.14%	0.0%	0.06%	0.21%	0.13%	0.20%	0.20%	0.06%	0.07%	0.0%	0.0%	0.27%					
35	"18. ""ЛДПР"""	1151	83	66	98	69	75	123	78	93	79	75	80	90	62	80					
		5.74%	5.72%	5.22%	7.23%	4.81%	4.71%	8.89%	5.45%	6.28%	5.44%	4.87%	5.76%	5.92%	4.74%	5.52%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	147	15	15	10	11	6	16	9	7	10	16	11	7	5	9					
		0.73%	1.03%	1.18%	0.73%	0.76%	0.37%	1.15%	0.62%	0.47%	0.68%	1.04%	0.79%	0.46%	0.38%	0.62%					
37	"20. ""Политическая партия ""Единая Россия"""	6877	463	445	502	508	521	485	516	412	458	592	530	446	498	501					
		34.33%	31.95%	35.23%	37.07%	35.47%	32.78%	35.06%	36.10%	27.83%	31.56%	38.51%	38.18%	29.34%	38.10%	34.57%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	1	0	2	2	0	3	2	1	2	1	3	1	2	0					
		0.09%	0.06%	0.0%	0.14%	0.13%	0.0%	0.21%	0.13%	0.06%	0.13%	0.06%	0.21%	0.06%	0.15%	0.0%					
39	"22. ""Развитие предпринимательства"""	45	8	0	4	5	1	6	2	4	4	3	1	3	3	1					
		0.22%	0.55%	0.0%	0.29%	0.34%	0.06%	0.43%	0.13%	0.27%	0.27%	0.19%	0.07%	0.19%	0.22%	0.06%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1474	137	85	88	108	97	95	130	106	118	93	87	134	104	92					
		7.35%	9.45%	6.73%	6.49%	7.54%	6.10%	6.86%	9.09%	7.16%	8.13%	6.05%	6.26%	8.81%	7.95%	6.34%					
																					
41	Против всех	1265	84	92	71	99	100	103	75	108	95	79	91	91	81	96					
		6.31%	5.79%	7.28%	5.24%	6.91%	6.29%	7.44%	5.24%	7.29%	6.54%	5.13%	6.55%	5.98%	6.19%	6.62%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
