Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Сарапульская городская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	319	4	5	3	5	1	2	7	10	1	5	2	3	7	1	6	11	3	7	1	3	4	8	10	2	5	4	3	3	5	6	7	11	13	6	8	1	4	7	7	11	10	5	3	12	5	14	18	11	5	10	6	6	2	0					
		0.71%	0.45%	0.84%	0.63%	0.48%	0.14%	0.28%	0.97%	1.13%	0.13%	0.69%	0.30%	0.48%	0.80%	0.11%	0.67%	1.19%	0.39%	0.77%	0.14%	0.34%	0.41%	0.55%	1.83%	0.35%	0.53%	0.41%	0.36%	0.36%	0.59%	0.43%	0.86%	1.54%	1.60%	0.87%	0.95%	0.12%	0.37%	0.74%	0.73%	1.27%	0.86%	0.60%	0.40%	1.08%	0.48%	1.42%	1.81%	1.37%	0.51%	0.95%	1.43%	0.73%	0.31%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	98	2	1	2	1	1	5	0	4	3	0	1	2	2	2	0	2	1	3	1	3	2	4	2	3	3	4	1	1	0	0	1	3	2	0	0	2	2	2	4	2	4	0	3	0	3	1	1	2	1	3	0	4	2	0					
		0.22%	0.22%	0.17%	0.42%	0.10%	0.14%	0.70%	0.00%	0.45%	0.40%	0.00%	0.15%	0.32%	0.23%	0.22%	0.00%	0.22%	0.13%	0.33%	0.14%	0.34%	0.20%	0.28%	0.37%	0.53%	0.32%	0.41%	0.12%	0.12%	0.00%	0.00%	0.12%	0.42%	0.25%	0.00%	0.00%	0.25%	0.19%	0.21%	0.41%	0.23%	0.34%	0.00%	0.40%	0.00%	0.29%	0.10%	0.10%	0.25%	0.10%	0.29%	0.00%	0.49%	0.31%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5160	90	73	50	142	82	100	78	82	93	132	92	102	87	79	122	109	84	89	89	91	106	127	79	65	106	135	120	93	98	201	130	106	100	91	112	134	95	86	57	60	91	78	75	122	88	96	104	75	90	113	56	107	90	8					
		11.41%	10.12%	12.31%	10.53%	13.73%	11.55%	13.95%	10.79%	9.27%	12.40%	18.26%	14.02%	16.45%	10.00%	8.55%	13.66%	11.78%	10.84%	9.79%	12.57%	10.41%	10.75%	8.79%	14.44%	11.42%	11.13%	13.68%	14.34%	11.14%	11.49%	14.50%	15.95%	14.83%	12.30%	13.15%	13.37%	16.46%	8.88%	9.13%	5.91%	6.95%	7.79%	9.36%	10.05%	11.02%	8.37%	9.72%	10.46%	9.32%	9.13%	10.78%	13.37%	13.03%	13.95%	17.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3779	95	52	50	66	68	46	77	85	74	59	49	38	80	77	110	91	68	87	43	82	95	126	53	40	82	84	64	68	54	73	71	43	51	51	69	66	108	122	70	63	107	60	74	66	136	83	76	54	77	70	20	63	40	3					
		8.35%	10.69%	8.77%	10.53%	6.38%	9.58%	6.42%	10.65%	9.60%	9.87%	8.16%	7.47%	6.13%	9.20%	8.33%	12.32%	9.84%	8.77%	9.57%	6.07%	9.38%	9.63%	8.72%	9.69%	7.03%	8.61%	8.51%	7.65%	8.14%	6.33%	5.27%	8.71%	6.01%	6.27%	7.37%	8.23%	8.11%	10.09%	12.95%	7.25%	7.30%	9.16%	7.20%	9.92%	5.96%	12.94%	8.40%	7.65%	6.71%	7.81%	6.68%	4.77%	7.67%	6.20%	6.67%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1525	25	19	12	36	19	28	37	70	26	12	19	15	29	46	43	47	36	63	41	44	53	83	11	39	39	56	33	48	25	40	36	12	12	27	29	13	17	18	16	27	22	22	12	24	19	30	21	16	13	20	6	10	9	0					
		3.37%	2.81%	3.20%	2.53%	3.48%	2.68%	3.91%	5.12%	7.91%	3.47%	1.66%	2.90%	2.42%	3.33%	4.98%	4.82%	5.08%	4.65%	6.93%	5.79%	5.03%	5.38%	5.74%	2.01%	6.85%	4.10%	5.67%	3.94%	5.75%	2.93%	2.89%	4.42%	1.68%	1.48%	3.90%	3.46%	1.60%	1.59%	1.91%	1.66%	3.13%	1.88%	2.64%	1.61%	2.17%	1.81%	3.04%	2.11%	1.99%	1.32%	1.91%	1.43%	1.22%	1.40%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26465	531	372	275	643	447	448	404	470	431	428	405	397	523	574	485	522	449	518	401	474	563	838	320	339	547	566	465	458	524	866	456	426	514	404	445	475	578	480	573	490	687	481	438	636	611	543	568	501	616	647	279	533	367	34					
		58.51%	59.73%	62.73%	57.89%	62.19%	62.96%	62.48%	55.88%	53.11%	57.47%	59.20%	61.74%	64.03%	60.11%	62.12%	54.31%	56.43%	57.94%	56.99%	56.64%	54.23%	57.10%	57.99%	58.50%	59.58%	57.46%	57.35%	55.56%	54.85%	61.43%	62.48%	55.95%	59.58%	63.22%	58.38%	53.10%	58.35%	54.02%	50.96%	59.38%	56.78%	58.82%	57.74%	58.71%	57.45%	58.14%	54.96%	57.14%	62.24%	62.47%	61.74%	66.59%	64.92%	56.90%	75.56%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	307	4	3	3	7	6	5	6	8	5	2	1	4	6	10	5	6	7	3	10	13	9	19	2	6	9	3	8	11	7	3	9	2	2	8	7	0	11	5	4	5	10	10	1	4	6	6	5	4	4	3	4	3	3	0					
		0.68%	0.45%	0.51%	0.63%	0.68%	0.85%	0.70%	0.83%	0.90%	0.67%	0.28%	0.15%	0.65%	0.69%	1.08%	0.56%	0.65%	0.90%	0.33%	1.41%	1.49%	0.91%	1.31%	0.37%	1.05%	0.95%	0.30%	0.96%	1.32%	0.82%	0.22%	1.10%	0.28%	0.25%	1.16%	0.84%	0.00%	1.03%	0.53%	0.41%	0.58%	0.86%	1.20%	0.13%	0.36%	0.57%	0.61%	0.50%	0.50%	0.41%	0.29%	0.95%	0.37%	0.47%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
