Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Сарапульская городская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	493	10	17	7	6	10	3	8	8	16	15	8	9	17	10	8	9	19	12	13	8	7	5	0	6	9	4	12	10	9	4	5	7	1	8	5	14	8	5	4	7	11	9	10	2	7	11	10	10	38	21	2	12	7					
14	Число погашенных неиспользованных открепительных удостоверений	415	7	8	1	18	3	7	10	14	14	3	2	42	4	5	1	9	11	3	11	6	7	5	11	9	5	4	10	5	3	10	5	14	4	12	15	7	4	13	8	1	7	3	6	5	2	3	8	11	9	7	11	8	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5027	90	70	46	112	87	96	111	91	58	71	58	52	99	101	130	109	97	109	77	122	103	206	44	65	88	91	97	107	74	110	65	78	80	87	112	105	143	107	108	123	160	70	71	127	128	124	125	80	84	68	27	89	95					
		12.22%	11.44%	12.50%	11.08%	12.46%	13.81%	16.27%	14.36%	12.60%	10.09%	11.62%	10.90%	10.77%	12.22%	11.98%	14.44%	12.69%	12.25%	12.12%	11.16%	15.06%	11.77%	15.40%	9.05%	12.22%	10.24%	10.67%	11.49%	14.82%	9.37%	9.85%	9.41%	12.19%	10.51%	14.08%	13.61%	13.46%	14.37%	11.37%	15.61%	13.28%	14.04%	13.75%	8.98%	13.77%	13.26%	12.97%	11.83%	12.01%	9.01%	9.37%	7.01%	11.13%	11.59%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8266	149	127	84	195	148	126	141	121	138	153	140	126	161	145	198	162	170	194	140	161	192	221	137	100	159	157	183	119	168	250	159	156	169	129	158	166	181	185	83	179	184	93	158	146	193	156	195	129	208	138	83	176	177					
		20.10%	18.93%	22.68%	20.24%	21.69%	23.49%	21.36%	18.24%	16.76%	24.00%	25.04%	26.32%	26.09%	19.88%	17.20%	22.00%	18.86%	21.46%	21.58%	20.29%	19.88%	21.94%	16.52%	28.19%	18.80%	18.51%	18.41%	21.68%	16.48%	21.27%	22.38%	23.01%	24.38%	22.21%	20.87%	19.20%	21.28%	18.19%	19.66%	11.99%	19.33%	16.14%	18.27%	19.97%	15.84%	20.00%	16.32%	18.45%	19.37%	22.32%	19.01%	21.56%	22.00%	21.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	605	8	8	5	6	10	11	6	14	8	6	2	2	17	18	29	19	8	21	25	10	19	17	6	9	15	11	10	9	12	17	13	10	8	10	4	9	12	13	9	19	12	10	10	14	9	13	6	6	15	15	9	11	10					
		1.47%	1.02%	1.43%	1.20%	0.67%	1.59%	1.86%	0.78%	1.94%	1.39%	0.98%	0.38%	0.41%	2.10%	2.14%	3.22%	2.21%	1.01%	2.34%	3.62%	1.23%	2.17%	1.27%	1.23%	1.69%	1.75%	1.29%	1.18%	1.25%	1.52%	1.52%	1.88%	1.56%	1.05%	1.62%	0.49%	1.15%	1.21%	1.38%	1.30%	2.05%	1.05%	1.96%	1.26%	1.52%	0.93%	1.36%	0.57%	0.90%	1.61%	2.07%	2.34%	1.38%	1.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8406	162	99	74	136	101	93	129	113	85	87	99	62	187	163	159	178	173	171	143	173	185	285	83	109	202	159	189	151	142	185	131	108	146	98	196	167	260	278	218	236	272	127	184	239	213	197	197	144	189	153	48	149	179					
		20.44%	20.58%	17.68%	17.83%	15.13%	16.03%	15.76%	16.69%	15.65%	14.78%	14.24%	18.61%	12.84%	23.09%	19.34%	17.67%	20.72%	21.84%	19.02%	20.72%	21.36%	21.14%	21.30%	17.08%	20.49%	23.52%	18.64%	22.39%	20.91%	17.97%	16.56%	18.96%	16.88%	19.19%	15.86%	23.82%	21.41%	26.13%	29.54%	31.50%	25.49%	23.86%	24.95%	23.26%	25.92%	22.07%	20.61%	18.64%	21.62%	20.28%	21.07%	12.47%	18.63%	21.83%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	918	14	12	5	18	13	9	17	12	7	9	4	10	25	25	25	28	18	13	21	22	24	51	4	18	14	15	17	17	13	16	24	11	13	7	17	9	27	21	9	35	55	7	13	17	21	27	15	19	14	22	7	18	14					
		2.23%	1.78%	2.14%	1.20%	2.00%	2.06%	1.53%	2.20%	1.66%	1.22%	1.47%	0.75%	2.07%	3.09%	2.97%	2.78%	3.26%	2.27%	1.45%	3.04%	2.72%	2.74%	3.81%	0.82%	3.38%	1.63%	1.76%	2.01%	2.35%	1.65%	1.43%	3.47%	1.72%	1.71%	1.13%	2.07%	1.15%	2.71%	2.23%	1.30%	3.78%	4.82%	1.38%	1.64%	1.84%	2.18%	2.82%	1.42%	2.85%	1.50%	3.03%	1.82%	2.25%	1.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17107	346	236	189	412	259	244	351	350	260	277	213	220	303	365	336	358	316	370	272	309	330	531	208	221	365	403	336	304	365	515	292	265	331	281	331	313	357	319	253	324	428	196	339	356	381	416	496	279	406	311	199	340	330					
		41.59%	43.96%	42.14%	45.54%	45.83%	41.11%	41.36%	45.41%	48.48%	45.22%	45.34%	40.04%	45.55%	37.41%	43.30%	37.33%	41.68%	39.90%	41.16%	39.42%	38.15%	37.71%	39.69%	42.80%	41.54%	42.49%	47.25%	39.81%	42.11%	46.20%	46.11%	42.26%	41.41%	43.50%	45.47%	40.22%	40.13%	35.88%	33.90%	36.56%	34.99%	37.54%	38.51%	42.86%	38.61%	39.48%	43.51%	46.93%	41.89%	43.56%	42.84%	51.69%	42.50%	40.24%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	213	4	2	4	4	6	5	5	10	2	2	2	3	5	6	7	4	6	5	3	3	6	9	1	4	5	2	5	2	2	8	1	3	4	0	1	2	8	4	5	2	6	2	4	4	3	6	7	0	9	2	2	4	2					
		0.52%	0.51%	0.36%	0.96%	0.44%	0.95%	0.85%	0.65%	1.39%	0.35%	0.33%	0.38%	0.62%	0.62%	0.71%	0.78%	0.47%	0.76%	0.56%	0.43%	0.37%	0.69%	0.67%	0.21%	0.75%	0.58%	0.23%	0.59%	0.28%	0.25%	0.72%	0.14%	0.47%	0.53%	0.00%	0.12%	0.26%	0.80%	0.43%	0.72%	0.22%	0.53%	0.39%	0.51%	0.43%	0.31%	0.63%	0.66%	0.00%	0.97%	0.28%	0.52%	0.50%	0.24%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
