Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Советская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643									
		0.23%	0.00%	0.28%	0.20%	0.56%	0.36%	0.08%	0.00%	0.15%	0.69%	0.15%	0.00%	0.28%	0.34%	0.11%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	243	9	19	36	37	28	6	15	16	12	5	0	15	6	12	5	7	7	5	2	1									
		1.48%	0.98%	1.74%	2.35%	2.08%	2.01%	0.50%	1.34%	2.34%	1.38%	0.76%	0.00%	2.09%	1.02%	1.29%	1.69%	1.97%	0.93%	0.68%	0.33%	1.25%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
