Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Орловская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	946	15	10	10	5	4	10	3	20	40	13	4	8	21	25	18	15	18	23	8	57	54	21	48	4	2	10	19	34	20	9	3	6	22	16	15	5	3	14	10	10	15	4	34	17	33	4	13	70	6	5	8	8	20	9	44	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	695	12	7	10	1	2	8	2	7	39	10	0	8	14	21	16	15	12	9	5	46	39	19	42	1	0	7	4	26	9	7	2	1	13	8	13	3	3	14	4	7	8	2	19	13	31	1	10	59	3	3	6	5	17	7	41	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	461	2	3	6	6	1	4	9	1	17	4	4	3	6	8	8	3	4	2	2	14	14	4	14	7	7	2	8	5	3	3	8	3	5	5	8	2	2	6	8	7	7	3	11	3	10	13	6	7	7	8	6	5	132	3	8	4					
14	Число погашенных неиспользованных открепительных удостоверений	251	3	3	0	4	2	2	1	13	1	3	4	0	7	4	2	0	6	14	3	11	15	2	6	3	2	3	15	8	11	2	1	5	9	8	2	2	0	0	6	3	7	2	15	4	2	3	3	11	3	2	2	3	3	2	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	0	0	3	1	1	0	0	2	4	1	0	1	0	1	1	1	5	0	1	4	1	0	2	0	0	1	0	0	0	0	2	0	1	0	3	1	1	0	1	3	1	0	1	0	2	0	0	1	0	0	2	2	0	0	3	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	660	3	7	3	6	5	9	0	14	48	8	1	11	6	23	2	16	29	8	5	24	38	18	43	6	0	8	8	13	14	5	4	3	11	19	26	4	5	2	8	7	6	5	18	12	24	2	8	15	6	5	6	9	26	14	29	5					
		2.02%	1.13%	2.41%	3.33%	1.66%	2.72%	2.44%	0.00%	4.44%	2.82%	1.66%	0.33%	2.13%	1.02%	2.58%	0.37%	1.51%	3.22%	1.24%	0.89%	1.66%	2.30%	2.15%	2.71%	1.86%	0.00%	2.06%	1.08%	4.05%	2.45%	1.06%	2.08%	0.82%	1.34%	4.92%	2.46%	1.14%	2.46%	1.02%	1.03%	1.71%	1.89%	1.88%	1.29%	1.60%	2.27%	1.55%	2.90%	2.56%	1.30%	1.56%	1.13%	2.22%	2.66%	2.58%	2.96%	1.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	331	3	1	0	0	0	2	1	1	19	6	0	8	15	11	5	16	4	2	5	29	25	11	29	2	1	6	2	1	3	3	0	2	6	2	8	3	1	1	3	0	2	0	13	9	15	0	0	2	2	1	4	6	15	11	9	5					
		1.01%	1.13%	0.34%	0.00%	0.00%	0.00%	0.54%	0.59%	0.32%	1.12%	1.24%	0.00%	1.55%	2.55%	1.23%	0.93%	1.51%	0.44%	0.31%	0.89%	2.01%	1.52%	1.32%	1.83%	0.62%	0.70%	1.55%	0.27%	0.31%	0.53%	0.64%	0.00%	0.54%	0.73%	0.52%	0.76%	0.86%	0.49%	0.51%	0.39%	0.00%	0.63%	0.00%	0.93%	1.20%	1.42%	0.00%	0.00%	0.34%	0.43%	0.31%	0.75%	1.48%	1.54%	2.03%	0.92%	1.75%					
20	3.Политическая партия «Демократическая партия России»	53	0	0	1	2	0	0	0	1	4	3	1	0	3	4	0	5	1	0	1	2	2	0	3	1	0	0	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	4	1	1	0	2	0					
		0.16%	0.00%	0.00%	1.11%	0.55%	0.00%	0.00%	0.00%	0.32%	0.24%	0.62%	0.33%	0.00%	0.51%	0.45%	0.00%	0.47%	0.11%	0.00%	0.18%	0.14%	0.12%	0.00%	0.19%	0.31%	0.00%	0.00%	0.14%	0.31%	0.18%	0.00%	1.04%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.62%	0.75%	0.25%	0.10%	0.00%	0.20%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5495	39	35	8	47	23	40	19	44	424	75	46	90	79	118	56	141	141	74	51	213	397	205	434	48	16	97	83	55	103	94	13	44	112	61	173	31	13	12	164	52	31	15	181	129	194	25	54	102	113	25	100	49	155	102	230	20					
		16.79%	14.66%	12.07%	8.89%	13.02%	12.50%	10.84%	11.24%	13.97%	24.91%	15.56%	15.08%	17.41%	13.41%	13.21%	10.39%	13.28%	15.67%	11.46%	9.11%	14.76%	24.08%	24.52%	27.40%	14.91%	11.27%	25.00%	11.22%	17.13%	18.04%	19.96%	6.77%	11.96%	13.68%	15.80%	16.40%	8.86%	6.40%	6.12%	21.22%	12.71%	9.78%	5.64%	12.97%	17.22%	18.37%	19.38%	19.57%	17.44%	24.41%	7.79%	18.87%	12.10%	15.86%	18.82%	23.47%	6.99%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	120	0	0	0	1	1	0	1	1	9	0	2	0	7	5	3	5	1	1	3	6	4	5	10	0	1	2	0	1	0	0	0	0	3	3	2	0	3	1	2	0	1	0	7	2	7	0	1	1	0	3	3	1	4	3	4	0					
		0.37%	0.00%	0.00%	0.00%	0.28%	0.54%	0.00%	0.59%	0.32%	0.53%	0.00%	0.66%	0.00%	1.19%	0.56%	0.56%	0.47%	0.11%	0.15%	0.54%	0.42%	0.24%	0.60%	0.63%	0.00%	0.70%	0.52%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.37%	0.78%	0.19%	0.00%	1.48%	0.51%	0.26%	0.00%	0.32%	0.00%	0.50%	0.27%	0.66%	0.00%	0.36%	0.17%	0.00%	0.93%	0.57%	0.25%	0.41%	0.55%	0.41%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	59	0	1	0	0	0	1	0	2	1	1	1	0	2	2	2	0	1	2	2	8	4	0	1	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	1	1	3	1	3	1	1	0	0	0	0	0	0	2	2	1	5	1					
		0.18%	0.00%	0.34%	0.00%	0.00%	0.00%	0.27%	0.00%	0.63%	0.06%	0.21%	0.33%	0.00%	0.34%	0.22%	0.37%	0.00%	0.11%	0.31%	0.36%	0.55%	0.24%	0.00%	0.06%	0.00%	0.00%	0.00%	0.27%	0.00%	0.18%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.24%	0.95%	0.38%	0.21%	0.13%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.20%	0.18%	0.51%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	3130	39	44	7	33	17	38	11	38	189	58	32	56	60	73	49	84	75	34	42	153	185	93	180	31	11	46	71	37	50	37	26	31	64	35	82	8	15	27	62	46	23	15	79	72	113	10	25	59	26	33	57	44	136	60	86	23					
		9.56%	14.66%	15.17%	7.78%	9.14%	9.24%	10.30%	6.51%	12.06%	11.10%	12.03%	10.49%	10.83%	10.19%	8.17%	9.09%	7.91%	8.33%	5.26%	7.50%	10.60%	11.22%	11.12%	11.36%	9.63%	7.75%	11.86%	9.59%	11.53%	8.76%	7.86%	13.54%	8.42%	7.81%	9.07%	7.77%	2.29%	7.39%	13.78%	8.02%	11.25%	7.26%	5.64%	5.66%	9.61%	10.70%	7.75%	9.06%	10.09%	5.62%	10.28%	10.75%	10.86%	13.92%	11.07%	8.78%	8.04%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2507	25	16	4	26	8	18	14	12	132	45	14	39	48	95	48	76	109	68	50	113	151	61	115	12	10	38	55	12	62	41	14	16	62	45	47	32	6	16	23	15	14	5	61	53	67	20	10	46	42	25	58	52	97	44	100	20					
		7.66%	9.40%	5.52%	4.44%	7.20%	4.35%	4.88%	8.28%	3.81%	7.76%	9.34%	4.59%	7.54%	8.15%	10.64%	8.91%	7.16%	12.11%	10.53%	8.93%	7.83%	9.16%	7.30%	7.26%	3.73%	7.04%	9.79%	7.43%	3.74%	10.86%	8.70%	7.29%	4.35%	7.57%	11.66%	4.45%	9.14%	2.96%	8.16%	2.98%	3.67%	4.42%	1.88%	4.37%	7.08%	6.34%	15.50%	3.62%	7.86%	9.07%	7.79%	10.94%	12.84%	9.93%	8.12%	10.20%	6.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	306	4	0	0	6	2	2	1	5	18	4	5	7	8	11	3	13	6	7	2	11	21	8	29	0	1	3	4	4	4	1	0	1	1	4	6	2	3	0	5	2	4	2	13	7	10	2	6	2	5	2	1	5	11	6	11	5					
		0.93%	1.50%	0.00%	0.00%	1.66%	1.09%	0.54%	0.59%	1.59%	1.06%	0.83%	1.64%	1.35%	1.36%	1.23%	0.56%	1.22%	0.67%	1.08%	0.36%	0.76%	1.27%	0.96%	1.83%	0.00%	0.70%	0.77%	0.54%	1.25%	0.70%	0.21%	0.00%	0.27%	0.12%	1.04%	0.57%	0.57%	1.48%	0.00%	0.65%	0.49%	1.26%	0.75%	0.93%	0.93%	0.95%	1.55%	2.17%	0.34%	1.08%	0.62%	0.19%	1.23%	1.13%	1.11%	1.12%	1.75%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19527	150	182	67	230	124	254	121	192	822	279	196	298	354	528	356	681	521	445	393	799	789	428	710	219	102	183	509	194	327	286	133	266	548	209	696	266	157	134	497	284	230	219	1010	453	599	68	168	357	267	220	293	232	503	291	485	203					
		59.65%	56.39%	62.76%	74.44%	63.71%	67.39%	68.83%	71.60%	60.95%	48.30%	57.88%	64.26%	57.64%	60.10%	59.13%	66.05%	64.12%	57.89%	68.89%	70.18%	55.37%	47.85%	51.20%	44.82%	68.01%	71.83%	47.16%	68.78%	60.44%	57.27%	60.72%	69.27%	72.28%	66.91%	54.15%	65.97%	76.00%	77.34%	68.37%	64.29%	69.44%	72.56%	82.33%	72.35%	60.48%	56.72%	52.71%	60.87%	61.03%	57.67%	68.54%	55.28%	57.28%	51.48%	53.69%	49.49%	70.98%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	171	1	1	0	2	1	0	1	3	11	0	0	4	5	11	4	5	0	1	2	4	13	2	10	3	0	1	1	1	0	1	0	1	2	2	8	2	0	0	5	0	1	1	5	5	11	1	2	1	0	1	3	1	15	5	10	1					
		0.52%	0.38%	0.34%	0.00%	0.55%	0.54%	0.00%	0.59%	0.95%	0.65%	0.00%	0.00%	0.77%	0.85%	1.23%	0.74%	0.47%	0.00%	0.15%	0.36%	0.28%	0.79%	0.24%	0.63%	0.93%	0.00%	0.26%	0.14%	0.31%	0.00%	0.21%	0.00%	0.27%	0.24%	0.52%	0.76%	0.57%	0.00%	0.00%	0.65%	0.00%	0.32%	0.38%	0.36%	0.67%	1.04%	0.78%	0.72%	0.17%	0.00%	0.31%	0.57%	0.25%	1.54%	0.92%	1.02%	0.35%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
