Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Городищенская - 81																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218									
		0.68%	0.78%	0.41%	0.16%	0.96%	0.72%	0.47%	1.51%	1.20%	0.61%	0.19%	0.79%	0.23%	0.75%	0.72%	0.72%	0.87%	2.42%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	372	27	27	24	22	17	18	5	10	19	22	29	8	10	16	58	33	12	15									
		3.85%	3.51%	3.71%	3.91%	5.28%	2.45%	4.21%	1.89%	6.02%	2.90%	4.24%	3.26%	1.87%	2.51%	2.88%	8.38%	5.72%	4.15%	2.58%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
