Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Сосногорская городская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	528	10	3	18	28	30	34	15	10	45	27	10	22	40	13	48	29	38	47	20	0	6	3	4	14	11	1	2									
		3.65%	2.72%	3.85%	4.80%	3.71%	3.58%	5.30%	4.48%	1.40%	4.24%	2.35%	3.57%	5.77%	4.56%	2.18%	4.29%	3.61%	3.91%	4.70%	5.45%	0.00%	3.59%	1.34%	1.78%	5.07%	3.36%	1.72%	0.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5290	123	49	115	234	254	212	96	220	327	491	87	127	283	259	456	304	344	335	177	81	71	122	172	111	150	19	71									
		36.62%	33.51%	62.82%	30.67%	31.03%	30.31%	33.07%	28.66%	30.90%	30.82%	42.70%	31.07%	33.33%	32.23%	43.53%	40.79%	37.81%	35.43%	33.50%	48.23%	36.99%	42.51%	54.46%	76.44%	40.22%	45.87%	32.76%	28.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	123	1	1	0	6	7	6	4	8	9	8	1	2	16	5	6	5	17	4	0	0	2	0	1	3	6	0	5									
		0.85%	0.27%	1.28%	0.00%	0.80%	0.84%	0.94%	1.19%	1.12%	0.85%	0.70%	0.36%	0.52%	1.82%	0.84%	0.54%	0.62%	1.75%	0.40%	0.00%	0.00%	1.20%	0.00%	0.44%	1.09%	1.83%	0.00%	2.04%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	0	1	2	2	2	1	0	2	1	1	1	1	1	0	4	1	0	1	0	0	0	0	0	0	1	0	1									
		0.16%	0.00%	1.28%	0.53%	0.27%	0.24%	0.16%	0.00%	0.28%	0.09%	0.09%	0.36%	0.26%	0.11%	0.00%	0.36%	0.12%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3514	113	11	104	184	220	143	101	170	250	244	84	107	218	138	245	182	242	208	84	80	46	42	22	68	81	19	108									
		24.33%	30.79%	14.10%	27.73%	24.40%	26.25%	22.31%	30.15%	23.88%	23.56%	21.22%	30.00%	28.08%	24.83%	23.19%	21.91%	22.64%	24.92%	20.80%	22.89%	36.53%	27.54%	18.75%	9.78%	24.64%	24.77%	32.76%	44.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	103	2	0	2	4	4	7	1	2	9	5	2	3	10	7	8	11	8	8	0	1	1	2	1	0	2	0	3									
		0.71%	0.54%	0.00%	0.53%	0.53%	0.48%	1.09%	0.30%	0.28%	0.85%	0.43%	0.71%	0.79%	1.14%	1.18%	0.72%	1.37%	0.82%	0.80%	0.00%	0.46%	0.60%	0.89%	0.44%	0.00%	0.61%	0.00%	1.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	122	2	0	3	11	7	5	3	8	13	4	4	3	7	9	11	8	9	7	2	0	1	2	0	1	1	0	1									
		0.84%	0.54%	0.00%	0.80%	1.46%	0.84%	0.78%	0.90%	1.12%	1.23%	0.35%	1.43%	0.79%	0.80%	1.51%	0.98%	0.99%	0.93%	0.70%	0.54%	0.00%	0.60%	0.89%	0.00%	0.36%	0.31%	0.00%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	3	0	0	0	0	0	1	0	0	1	0	2	2	3	1	0	1	1	0	0	0	2	1	1	2	1	1									
		0.16%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.09%	0.00%	0.52%	0.23%	0.50%	0.09%	0.00%	0.10%	0.10%	0.00%	0.00%	0.00%	0.89%	0.44%	0.36%	0.61%	1.72%	0.41%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	164	5	1	3	9	15	6	12	8	11	12	3	0	13	12	16	11	16	4	1	1	0	0	0	1	3	0	1									
		1.14%	1.36%	1.28%	0.80%	1.19%	1.79%	0.94%	3.58%	1.12%	1.04%	1.04%	1.07%	0.00%	1.48%	2.02%	1.43%	1.37%	1.65%	0.40%	0.27%	0.46%	0.00%	0.00%	0.00%	0.36%	0.92%	0.00%	0.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1907	44	3	46	129	125	100	48	115	144	161	35	40	119	48	128	105	109	201	41	28	16	20	7	34	39	9	13									
		13.20%	11.99%	3.85%	12.27%	17.11%	14.92%	15.60%	14.33%	16.15%	13.57%	14.00%	12.50%	10.50%	13.55%	8.07%	11.45%	13.06%	11.23%	20.10%	11.17%	12.79%	9.58%	8.93%	3.11%	12.32%	11.93%	15.52%	5.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	74	3	0	1	3	5	7	4	6	3	5	2	1	7	4	8	4	5	3	0	0	1	0	0	0	1	0	1									
		0.51%	0.82%	0.00%	0.27%	0.40%	0.60%	1.09%	1.19%	0.84%	0.28%	0.43%	0.71%	0.26%	0.80%	0.67%	0.72%	0.50%	0.51%	0.30%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.31%	0.00%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1265	29	4	39	79	90	55	27	83	132	121	29	43	87	57	101	84	99	35	7	9	4	7	2	20	10	7	5									
		8.76%	7.90%	5.13%	10.40%	10.48%	10.74%	8.58%	8.06%	11.66%	12.44%	10.52%	10.36%	11.29%	9.91%	9.58%	9.03%	10.45%	10.20%	3.50%	1.91%	4.11%	2.40%	3.13%	0.89%	7.25%	3.06%	12.07%	2.04%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
