Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																						
Дата голосования: 04.12.2011																																																																						
																																																																						
Наименование Избирательной комиссии:    Мелеузовская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645					
		9.59%	14.98%	13.04%	9.59%	17.04%	6.96%	9.62%	13.14%	10.08%	10.67%	17.45%	10.30%	14.97%	13.46%	12.10%	10.13%	23.56%	12.61%	13.17%	11.99%	5.57%	4.87%	11.55%	10.54%	9.41%	3.81%	2.65%	3.40%	1.34%	2.76%	2.95%	31.76%	2.93%	5.22%	2.23%	2.54%	5.22%	2.55%	1.12%	2.69%	8.68%	7.98%	3.33%	9.23%	7.73%	1.24%	2.59%	1.49%	0.96%	3.53%	1.13%	0.98%	1.45%	12.82%	5.38%	5.17%	2.34%	2.65%	1.48%	3.09%	3.59%	2.90%	2.16%	4.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	232	4	7	1	3	3	15	7	8	6	4	2	3	4	9	19	1	15	3	12	24	4	6	11	16	0	1	0	2	0	1	0	4	1	4	1	0	0	0	1	0	1	0	7	6	1	3	1	2	0	0	1	0	0	2	0	3	0	1	2	0	0	0	0					
		0.42%	0.19%	0.39%	0.17%	0.33%	0.30%	1.17%	0.70%	0.41%	0.51%	0.21%	0.21%	0.17%	0.24%	0.52%	1.13%	0.08%	0.91%	0.16%	0.69%	1.36%	0.18%	0.31%	0.92%	0.89%	0.00%	0.19%	0.00%	0.45%	0.00%	0.25%	0.00%	0.90%	0.29%	0.52%	0.42%	0.00%	0.00%	0.00%	0.45%	0.00%	0.42%	0.00%	0.47%	0.45%	0.62%	0.37%	0.17%	0.27%	0.00%	0.00%	0.12%	0.00%	0.00%	0.32%	0.00%	0.59%	0.00%	0.37%	0.77%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	47149	1674	1459	468	710	842	1022	811	1587	954	1519	768	1450	1314	1356	1344	932	1335	1469	1405	1486	2061	1569	973	1446	947	502	336	424	138	387	353	410	317	726	223	123	596	261	211	207	207	113	1277	1108	136	770	586	718	431	260	793	135	457	568	706	486	249	257	239	211	229	176	922					
		84.45%	80.13%	80.25%	80.14%	79.06%	84.96%	79.97%	81.34%	81.59%	80.78%	81.32%	79.92%	80.11%	80.02%	78.16%	80.10%	74.68%	81.30%	79.97%	81.03%	84.48%	91.19%	81.25%	81.35%	80.51%	88.09%	94.90%	95.18%	94.85%	95.17%	95.09%	53.89%	92.55%	91.88%	95.15%	94.49%	91.79%	94.90%	97.39%	94.62%	78.11%	86.97%	94.17%	85.42%	82.32%	84.47%	95.06%	96.86%	98.09%	95.14%	98.11%	96.94%	97.83%	83.70%	89.87%	93.63%	94.92%	94.32%	95.19%	92.28%	94.62%	95.02%	95.14%	95.05%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	150	2	9	1	0	2	2	3	6	7	2	1	3	5	18	8	2	9	4	4	26	3	3	3	5	0	1	0	1	0	0	3	1	0	2	1	0	0	0	0	0	1	0	4	0	0	2	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	0					
		0.27%	0.10%	0.50%	0.17%	0.00%	0.20%	0.16%	0.30%	0.31%	0.59%	0.11%	0.10%	0.17%	0.30%	1.04%	0.48%	0.16%	0.55%	0.22%	0.23%	1.48%	0.13%	0.16%	0.25%	0.28%	0.00%	0.19%	0.00%	0.22%	0.00%	0.00%	0.46%	0.23%	0.00%	0.26%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.27%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.32%	0.00%	0.39%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
