Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №16																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806					
		18.79%	23.94%	17.02%	11.91%	21.80%	17.51%	23.10%	21.11%	17.20%	21.70%	21.02%	15.72%	16.57%	18.54%	15.76%	16.00%	19.92%	16.23%	19.46%	19.61%	20.89%	22.71%	18.54%	20.33%	20.09%	21.49%	16.92%	18.88%	19.60%	23.28%	23.85%	20.03%	16.95%	19.41%	22.81%	22.66%	9.56%	20.20%	19.47%	21.65%	19.17%	21.36%	18.03%	16.02%	20.60%	19.52%	16.50%	16.19%	9.30%	1.82%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11546	82	337	415	194	316	169	198	464	134	334	204	284	455	423	282	238	247	293	236	228	147	182	143	171	172	150	246	154	132	176	134	207	223	257	164	511	191	244	306	183	276	261	275	214	288	219	229	137	21					
		25.15%	16.50%	28.68%	27.00%	21.58%	27.94%	21.10%	21.11%	34.40%	21.07%	29.87%	28.37%	28.86%	32.32%	38.52%	32.94%	23.59%	26.73%	20.43%	28.92%	22.16%	23.19%	22.20%	25.95%	24.36%	20.31%	23.08%	21.50%	19.35%	17.77%	18.82%	21.47%	22.21%	23.65%	20.64%	19.66%	42.09%	21.32%	26.84%	19.83%	24.37%	25.09%	23.77%	22.71%	26.88%	22.40%	27.38%	21.07%	34.42%	38.18%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	487	10	13	8	11	16	15	11	12	8	13	6	10	18	11	3	6	15	12	8	8	6	15	6	9	10	10	12	9	9	10	8	7	7	13	5	13	14	6	20	8	12	15	11	8	6	6	13	4	1					
		1.06%	2.01%	1.11%	0.52%	1.22%	1.41%	1.87%	1.17%	0.89%	1.26%	1.16%	0.83%	1.02%	1.28%	1.00%	0.35%	0.59%	1.62%	0.84%	0.98%	0.78%	0.95%	1.83%	1.09%	1.28%	1.18%	1.54%	1.05%	1.13%	1.21%	1.07%	1.28%	0.75%	0.74%	1.04%	0.60%	1.07%	1.56%	0.66%	1.30%	1.07%	1.09%	1.37%	0.91%	1.01%	0.47%	0.75%	1.20%	1.01%	1.82%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
