Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																											
Дата голосования: 02.12.2007																																																																											
																																																																											
Наименование Избирательной комиссии:    Иркутская городская № 4																																																																											
																																																																											
Сводная таблица результатов выборов																																																																											
																																																																											
		Сумма	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №1647					
		13.51%	11.64%	16.38%	15.57%	11.98%	12.48%	16.51%	14.26%	12.44%	14.44%	12.19%	15.28%	13.17%	14.82%	12.83%	12.47%	11.38%	15.50%	13.54%	13.38%	11.57%	12.12%	10.66%	6.30%	10.92%	13.69%	8.68%	13.80%	5.25%	12.65%	10.60%	13.01%	13.90%	13.48%	14.50%	13.83%	10.41%	14.98%	14.67%	13.69%	15.24%	11.76%	9.96%	6.21%	15.12%	15.30%	16.00%	14.52%	15.59%	13.72%	14.41%	13.26%	10.42%	16.71%	12.82%	13.81%	13.45%	9.85%	11.80%	18.55%	16.33%	16.39%	15.90%	16.73%	14.10%	14.53%	17.22%	12.02%	12.74%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2341	23	21	26	26	21	29	18	19	33	23	20	39	42	44	40	42	22	28	40	49	40	36	31	58	47	8	26	3	40	26	26	46	25	39	24	34	21	39	46	58	48	38	38	51	44	63	87	60	36	44	40	33	51	36	67	29	24	32	38	19	26	31	19	26	37	29	15	2					
		2.94%	2.19%	1.87%	2.38%	2.45%	1.81%	2.11%	1.45%	1.91%	2.79%	2.19%	1.93%	2.66%	3.26%	3.21%	2.65%	3.17%	1.62%	2.06%	3.17%	4.08%	3.28%	3.96%	5.92%	4.73%	3.37%	1.12%	2.05%	0.98%	2.76%	3.40%	2.97%	2.91%	2.04%	2.98%	2.72%	2.55%	3.38%	3.60%	2.45%	4.35%	2.58%	3.44%	3.19%	3.84%	4.64%	4.75%	6.19%	5.60%	4.30%	3.01%	2.79%	2.44%	4.26%	2.65%	4.17%	2.27%	3.28%	2.80%	3.25%	2.56%	2.05%	2.38%	1.49%	2.24%	2.80%	2.15%	2.50%	0.77%					
23	6.Политическая партия «Партия социальной справедливости»	258	3	2	1	3	3	1	3	3	9	5	4	8	4	3	3	10	2	5	6	2	6	4	4	5	3	4	5	2	5	3	2	7	4	3	3	3	3	2	6	4	2	2	7	5	4	6	3	3	4	7	4	3	1	7	4	3	4	2	1	4	5	4	3	4	4	2	0	2					
		0.32%	0.29%	0.18%	0.09%	0.28%	0.26%	0.07%	0.24%	0.30%	0.76%	0.48%	0.39%	0.55%	0.31%	0.22%	0.20%	0.75%	0.15%	0.37%	0.48%	0.17%	0.49%	0.44%	0.76%	0.41%	0.22%	0.56%	0.39%	0.66%	0.35%	0.39%	0.23%	0.44%	0.33%	0.23%	0.34%	0.22%	0.48%	0.18%	0.32%	0.30%	0.11%	0.18%	0.59%	0.38%	0.42%	0.45%	0.21%	0.28%	0.48%	0.48%	0.28%	0.22%	0.08%	0.52%	0.25%	0.23%	0.55%	0.17%	0.09%	0.54%	0.39%	0.31%	0.24%	0.34%	0.30%	0.15%	0.00%	0.77%					
24	7.Политическая партия «Либерально-демократическая партия России»	8585	113	115	103	125	145	176	115	105	128	116	119	154	121	143	164	158	189	146	140	129	115	86	56	138	145	108	120	32	163	96	92	186	121	145	89	169	61	93	194	112	281	136	161	147	84	119	111	84	100	159	190	174	131	156	138	110	93	117	115	78	140	130	130	126	130	137	54	29					
		10.80%	10.78%	10.24%	9.43%	11.79%	12.48%	12.80%	9.27%	10.53%	10.81%	11.05%	11.51%	10.50%	9.39%	10.42%	10.88%	11.91%	13.89%	10.74%	11.08%	10.74%	9.42%	9.45%	10.69%	11.25%	10.39%	15.13%	9.46%	10.49%	11.26%	12.57%	10.50%	11.75%	9.89%	11.07%	10.09%	12.66%	9.82%	8.58%	10.34%	8.41%	15.09%	12.32%	13.51%	11.06%	8.86%	8.98%	7.90%	7.84%	11.93%	10.86%	13.26%	12.86%	10.94%	11.50%	8.59%	8.60%	12.72%	10.23%	9.83%	10.53%	11.03%	9.98%	10.21%	10.83%	9.84%	10.17%	9.02%	11.20%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7805	93	119	96	115	102	127	100	88	105	82	68	146	126	140	162	136	112	132	121	139	113	101	44	142	132	50	155	30	142	64	89	156	121	126	74	144	62	103	274	172	154	109	77	147	95	125	142	105	92	167	149	131	116	123	205	142	76	109	115	61	116	112	128	86	112	131	56	21					
		9.82%	8.87%	10.60%	8.79%	10.85%	8.78%	9.24%	8.06%	8.83%	8.87%	7.81%	6.58%	9.96%	9.78%	10.20%	10.74%	10.25%	8.23%	9.71%	9.58%	11.57%	9.25%	11.10%	8.40%	11.57%	9.46%	7.00%	12.22%	9.84%	9.81%	8.38%	10.16%	9.85%	9.89%	9.62%	8.39%	10.79%	9.98%	9.50%	14.60%	12.91%	8.27%	9.87%	6.46%	11.06%	10.02%	9.43%	10.11%	9.80%	10.98%	11.41%	10.40%	9.68%	9.69%	9.06%	12.76%	11.10%	10.40%	9.53%	9.83%	8.23%	9.14%	8.60%	10.05%	7.39%	8.48%	9.73%	9.35%	8.11%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	987	10	14	37	15	17	30	15	9	14	27	14	23	8	15	20	10	17	21	6	11	14	9	7	18	14	6	14	1	13	8	10	31	9	15	8	11	10	18	28	24	13	14	7	14	25	33	28	27	9	13	15	11	17	12	18	11	5	12	12	8	12	8	17	13	13	11	8	0					
		1.24%	0.95%	1.25%	3.39%	1.42%	1.46%	2.18%	1.21%	0.90%	1.18%	2.57%	1.35%	1.57%	0.62%	1.09%	1.33%	0.75%	1.25%	1.55%	0.48%	0.92%	1.15%	0.99%	1.34%	1.47%	1.00%	0.84%	1.10%	0.33%	0.90%	1.05%	1.14%	1.96%	0.74%	1.15%	0.91%	0.82%	1.61%	1.66%	1.49%	1.80%	0.70%	1.27%	0.59%	1.05%	2.64%	2.49%	1.99%	2.52%	1.07%	0.89%	1.05%	0.81%	1.42%	0.88%	1.12%	0.86%	0.68%	1.05%	1.03%	1.08%	0.95%	0.61%	1.34%	1.12%	0.98%	0.82%	1.34%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	40348	555	537	541	555	625	645	672	575	578	566	546	755	663	686	800	706	669	723	670	602	674	468	282	604	720	414	606	206	740	384	451	761	635	648	454	713	290	554	871	599	991	587	731	623	410	590	611	471	377	710	688	714	542	687	732	663	401	619	558	378	652	662	650	645	711	688	357	157					
		50.76%	52.96%	47.82%	49.54%	52.36%	53.79%	46.91%	54.15%	57.67%	48.82%	53.90%	52.80%	51.50%	51.44%	50.00%	53.05%	53.20%	49.16%	53.20%	53.05%	50.12%	55.20%	51.43%	53.82%	49.23%	51.61%	57.98%	47.79%	67.54%	51.14%	50.26%	51.48%	48.07%	51.88%	49.47%	51.47%	53.41%	46.70%	51.11%	46.40%	44.97%	53.22%	53.17%	61.33%	46.88%	43.25%	44.53%	43.49%	43.98%	44.99%	48.50%	48.01%	52.77%	45.28%	50.63%	45.55%	51.84%	54.86%	54.11%	47.69%	51.01%	51.38%	50.84%	51.06%	55.46%	53.82%	51.08%	59.60%	60.62%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2538	24	34	37	18	19	36	31	18	25	21	24	48	33	36	32	38	32	39	35	46	53	38	16	47	50	14	35	2	49	32	29	46	52	50	33	40	30	31	55	53	36	42	26	51	47	87	103	73	46	42	52	33	52	40	68	48	10	32	35	21	31	45	36	22	37	34	4	4					
		3.19%	2.29%	3.03%	3.39%	1.70%	1.64%	2.62%	2.50%	1.81%	2.11%	2.00%	2.32%	3.27%	2.56%	2.62%	2.12%	2.86%	2.35%	2.87%	2.77%	3.83%	4.34%	4.18%	3.05%	3.83%	3.58%	1.96%	2.76%	0.66%	3.39%	4.19%	3.31%	2.91%	4.25%	3.82%	3.74%	2.99%	4.83%	2.86%	2.93%	3.98%	1.93%	3.80%	2.18%	3.84%	4.96%	6.57%	7.33%	6.82%	5.49%	2.87%	3.63%	2.44%	4.34%	2.95%	4.23%	3.75%	1.37%	2.80%	2.99%	2.83%	2.44%	3.46%	2.83%	1.89%	2.80%	2.52%	0.67%	1.54%					
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
