Выборы Президента Российской Федерации																																																													
																																																													
"Наименование Избирательной комиссии:    Барнаул, Ленинская"																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																													
18	. Глазьев Сергей Юрьевич	3892	61	93	72	80	72	69	79	86	92	65	82	71	76	92	118	89	67	51	102	104	97	91	85	52	56	55	64	89	55	53	86	84	103	112	64	62	86	98	74	119	70	70	110	88	80	20	31	32	64	100	5	6	5	5					
		5.54%	4.64%	5.94%	4.99%	6.57%	5.41%	5.37%	4.89%	5.38%	5.01%	4.34%	4.94%	4.18%	5.76%	5.48%	7.76%	5.56%	4.59%	3.57%	6.13%	7.03%	5.91%	5.78%	5.07%	4.24%	6.07%	5.86%	5.06%	6.33%	5.24%	3.81%	5.95%	5.13%	5.88%	6.19%	4.79%	4.50%	6.92%	5.57%	4.37%	7.40%	5.61%	7.12%	7.81%	7.10%	8.13%	2.22%	3.53%	6.84%	6.43%	6.03%	3.97%	6.25%	5.26%	3.11%					
19	. Малышкин Олег Александрович	1602	31	36	34	33	29	25	33	19	23	30	28	48	43	33	39	38	30	39	48	25	35	38	40	31	15	22	26	37	27	45	34	48	51	38	29	23	23	37	41	34	32	20	27	31	25	22	23	12	34	28	3	2	2	3					
		2.28%	2.36%	2.30%	2.35%	2.71%	2.18%	1.95%	2.04%	1.19%	1.25%	2.01%	1.69%	2.82%	3.26%	1.96%	2.57%	2.37%	2.05%	2.73%	2.89%	1.69%	2.13%	2.41%	2.39%	2.53%	1.63%	2.34%	2.06%	2.63%	2.57%	3.24%	2.35%	2.93%	2.91%	2.10%	2.17%	1.67%	1.85%	2.10%	2.42%	2.11%	2.57%	2.03%	1.92%	2.50%	2.54%	2.44%	2.62%	2.56%	3.41%	1.69%	2.38%	2.08%	2.11%	1.86%					
20	. Миронов Сергей Михайлович	591	8	12	16	8	9	16	22	16	23	12	14	3	9	14	10	8	11	17	10	3	12	14	16	15	9	6	15	10	11	14	9	14	19	8	13	15	14	12	11	16	14	12	16	5	9	9	2	2	10	17	0	0	1	0					
		0.84%	0.61%	0.77%	1.11%	0.66%	0.68%	1.25%	1.36%	1.00%	1.25%	0.80%	0.84%	0.18%	0.68%	0.83%	0.66%	0.50%	0.75%	1.19%	0.60%	0.20%	0.73%	0.89%	0.95%	1.22%	0.98%	0.64%	1.19%	0.71%	1.05%	1.01%	0.62%	0.85%	1.08%	0.44%	0.97%	1.09%	1.13%	0.68%	0.65%	0.99%	1.12%	1.22%	1.14%	0.40%	0.91%	1.00%	0.23%	0.43%	1.00%	1.02%	0.00%	0.00%	1.05%	0.00%					
21	. Путин Владимир Владимирович	47194	883	1003	996	794	870	841	1049	1129	1221	1033	1126	1163	894	1154	991	1085	1001	1005	1123	977	1062	1046	1122	793	610	614	832	920	677	991	988	1090	1192	1278	886	940	820	1120	1176	1067	842	662	897	821	681	693	621	327	660	1091	96	72	59	110					
		67.22%	67.10%	64.09%	68.98%	65.24%	65.41%	65.45%	64.95%	70.56%	66.47%	69.05%	67.79%	68.41%	67.78%	68.69%	65.20%	67.73%	68.51%	70.33%	67.53%	66.01%	64.68%	66.45%	66.95%	64.63%	66.16%	65.39%	65.82%	65.48%	64.48%	71.29%	68.37%	66.54%	68.04%	70.69%	66.37%	68.26%	66.02%	63.64%	69.42%	66.31%	67.52%	67.34%	63.66%	66.21%	69.21%	77.00%	70.81%	69.87%	66.27%	65.76%	76.19%	75.00%	62.11%	68.32%					
22	. Хакамада Ирина Муцуовна	2952	61	72	77	40	45	53	64	56	82	65	93	74	63	62	46	65	61	59	76	76	71	52	86	40	35	40	59	67	58	72	57	63	80	72	59	48	47	100	66	52	51	40	64	70	37	32	20	10	42	53	3	4	2	10					
		4.20%	4.64%	4.60%	5.33%	3.29%	3.38%	4.12%	3.96%	3.50%	4.46%	4.34%	5.60%	4.35%	4.78%	3.69%	3.03%	4.06%	4.18%	4.13%	4.57%	5.14%	4.32%	3.30%	5.13%	3.26%	3.80%	4.26%	4.67%	4.77%	5.52%	5.18%	3.94%	3.85%	4.57%	3.98%	4.42%	3.49%	3.78%	5.68%	3.90%	3.23%	4.09%	4.07%	4.54%	5.65%	3.76%	3.56%	2.28%	2.14%	4.22%	3.19%	2.38%	4.17%	2.11%	6.21%					
23	. Харитонов Николай Михайлович	10910	224	280	203	204	244	233	308	236	309	221	253	258	178	239	243	256	222	200	244	223	301	307	258	236	152	172	206	235	173	164	210	240	242	197	221	221	205	298	244	251	180	143	214	157	119	69	132	69	150	289	15	11	24	27					
		15.54%	17.02%	17.89%	14.06%	16.76%	18.35%	18.13%	19.07%	14.75%	16.82%	14.77%	15.23%	15.18%	13.50%	14.23%	15.99%	15.98%	15.20%	14.00%	14.67%	15.07%	18.33%	19.50%	15.39%	19.23%	16.49%	18.32%	16.30%	16.73%	16.48%	11.80%	14.53%	14.65%	13.81%	10.90%	16.55%	16.05%	16.51%	16.93%	14.40%	15.60%	14.43%	14.55%	15.19%	12.66%	12.09%	7.67%	15.05%	14.74%	15.06%	17.42%	11.90%	11.46%	25.26%	16.77%					
																																																													
24	Против всех	2303	35	48	36	37	39	35	44	45	63	54	55	65	39	70	53	55	54	50	44	66	52	9	53	42	24	20	40	30	40	47	50	54	56	78	54	54	41	73	51	55	49	30	61	58	24	37	30	10	22	62	4	1	1	4					
		3.28%	2.66%	3.07%	2.49%	3.04%	2.93%	2.72%	2.72%	2.81%	3.43%	3.61%	3.31%	3.82%	2.96%	4.17%	3.49%	3.43%	3.70%	3.50%	2.65%	4.46%	3.17%	0.57%	3.16%	3.42%	2.60%	2.13%	3.16%	2.14%	3.81%	3.38%	3.46%	3.30%	3.20%	4.31%	4.04%	3.92%	3.30%	4.15%	3.01%	3.42%	3.93%	3.05%	4.33%	4.68%	2.44%	4.11%	3.42%	2.14%	2.21%	3.74%	3.17%	1.04%	1.05%	2.48%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
