Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Коломенская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870					
		0.18%	0.00%	0.31%	0.11%	0.00%	0.11%	0.00%	0.00%	0.42%	0.00%	0.16%	0.12%	0.44%	0.51%	0.08%	0.00%	0.25%	0.14%	1.12%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.12%	0.24%	0.37%	0.00%	0.00%	0.36%	1.40%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2692	117	175	94	65	142	27	95	88	12	61	83	45	157	139	69	97	77	43	28	58	176	35	42	58	59	72	27	103	108	135	50	24	104	27					
		12.52%	15.48%	18.08%	10.33%	12.77%	15.81%	11.74%	11.52%	12.38%	5.85%	9.98%	9.71%	9.80%	20.03%	10.48%	10.19%	12.34%	11.00%	12.08%	9.15%	14.54%	12.98%	8.18%	12.77%	13.00%	11.28%	13.28%	13.78%	12.10%	12.81%	12.63%	13.09%	15.89%	12.65%	9.44%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	156	4	6	3	7	6	1	9	7	0	9	3	1	5	7	7	13	1	2	3	0	3	7	0	1	13	3	2	15	6	5	2	0	4	1					
		0.73%	0.53%	0.62%	0.33%	1.38%	0.67%	0.43%	1.09%	0.98%	0.00%	1.47%	0.35%	0.22%	0.64%	0.53%	1.03%	1.65%	0.14%	0.56%	0.98%	0.00%	0.22%	1.64%	0.00%	0.22%	2.49%	0.55%	1.02%	1.76%	0.71%	0.47%	0.52%	0.00%	0.49%	0.35%					
23	6.Политическая партия «Партия социальной справедливости»	47	2	0	1	0	1	1	1	3	1	0	5	0	1	5	0	7	0	1	0	1	3	1	0	0	0	0	1	2	2	5	0	0	1	2					
		0.22%	0.26%	0.00%	0.11%	0.00%	0.11%	0.43%	0.12%	0.42%	0.49%	0.00%	0.58%	0.00%	0.13%	0.38%	0.00%	0.89%	0.00%	0.28%	0.00%	0.25%	0.22%	0.23%	0.00%	0.00%	0.00%	0.00%	0.51%	0.24%	0.24%	0.47%	0.00%	0.00%	0.12%	0.70%					
24	7.Политическая партия «Либерально-демократическая партия России»	1641	62	61	56	29	52	21	70	78	20	43	66	25	46	185	46	74	56	21	25	25	106	29	23	23	45	39	8	64	69	42	25	12	59	36					
		7.63%	8.20%	6.30%	6.15%	5.70%	5.79%	9.13%	8.48%	10.97%	9.76%	7.04%	7.72%	5.45%	5.87%	13.95%	6.79%	9.41%	8.00%	5.90%	8.17%	6.27%	7.82%	6.78%	6.99%	5.16%	8.60%	7.20%	4.08%	7.52%	8.19%	3.93%	6.54%	7.95%	7.18%	12.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1772	62	91	77	27	54	8	56	62	9	40	71	27	52	142	60	71	66	24	34	20	95	24	35	41	35	44	12	101	133	78	16	3	81	21					
		8.24%	8.20%	9.40%	8.46%	5.30%	6.01%	3.48%	6.79%	8.72%	4.39%	6.55%	8.30%	5.88%	6.63%	10.71%	8.86%	9.03%	9.43%	6.74%	11.11%	5.01%	7.01%	5.61%	10.64%	9.19%	6.69%	8.12%	6.12%	11.87%	15.78%	7.30%	4.19%	1.99%	9.85%	7.34%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	203	7	13	5	2	7	2	6	11	0	3	8	6	7	15	5	10	5	3	1	4	13	4	2	5	0	4	1	14	10	12	3	2	10	3					
		0.94%	0.93%	1.34%	0.55%	0.39%	0.78%	0.87%	0.73%	1.55%	0.00%	0.49%	0.94%	1.31%	0.89%	1.13%	0.74%	1.27%	0.71%	0.84%	0.33%	1.00%	0.96%	0.93%	0.61%	1.12%	0.00%	0.74%	0.51%	1.65%	1.19%	1.12%	0.79%	1.32%	1.22%	1.05%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13646	456	548	613	350	595	156	567	414	154	423	578	343	480	720	436	445	461	227	199	269	890	311	211	287	340	350	129	495	436	718	254	102	516	173					
		63.48%	60.32%	56.61%	67.36%	68.76%	66.26%	67.83%	68.73%	58.23%	75.12%	69.23%	67.60%	74.73%	61.22%	54.30%	64.40%	56.62%	65.86%	63.76%	65.03%	67.42%	65.63%	72.66%	64.13%	64.35%	65.01%	64.58%	65.82%	58.17%	51.72%	67.17%	66.49%	67.55%	62.77%	60.49%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	230	9	21	13	5	5	5	4	7	0	2	1	0	8	18	14	4	3	4	0	4	15	5	3	8	6	2	3	15	23	10	3	2	8	0					
		1.07%	1.19%	2.17%	1.43%	0.98%	0.56%	2.17%	0.48%	0.98%	0.00%	0.33%	0.12%	0.00%	1.02%	1.36%	2.07%	0.51%	0.43%	1.12%	0.00%	1.00%	1.11%	1.17%	0.91%	1.79%	1.15%	0.37%	1.53%	1.76%	2.73%	0.94%	0.79%	1.32%	0.97%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
