Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Ельнинская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	28	2	2	4	4	6	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	2	0	1									
		0.62%	0.29%	0.44%	0.69%	0.87%	0.96%	0.00%	0.00%	0.00%	2.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	1.45%	0.00%	1.98%	0.00%	0.53%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	138	19	17	25	21	22	3	2	2	1	0	1	0	4	2	3	1	3	1	2	3	3	2	1									
		3.03%	2.77%	3.76%	4.34%	4.56%	3.52%	4.48%	2.60%	3.17%	0.44%	0.00%	0.99%	0.00%	2.61%	4.88%	4.35%	1.82%	2.21%	1.00%	2.90%	2.34%	2.97%	3.03%	0.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	71	10	7	12	10	9	2	2	0	6	0	1	0	1	1	2	0	0	2	0	3	1	0	2									
		1.56%	1.46%	1.55%	2.08%	2.17%	1.44%	2.99%	2.60%	0.00%	2.65%	0.00%	0.99%	0.00%	0.65%	2.44%	2.90%	0.00%	0.00%	2.00%	0.00%	2.34%	0.99%	0.00%	1.07%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2290	307	192	259	219	306	27	41	44	128	34	39	35	89	30	27	31	86	47	39	69	58	37	146									
		50.36%	44.75%	42.48%	44.97%	47.51%	48.96%	40.30%	53.25%	69.84%	56.64%	66.67%	38.61%	61.40%	58.17%	73.17%	39.13%	56.36%	63.24%	47.00%	56.52%	53.91%	57.43%	56.06%	78.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	7	0	2	2	7	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0									
		0.55%	1.02%	0.00%	0.35%	0.43%	1.12%	1.49%	0.00%	0.00%	0.44%	0.00%	0.99%	0.00%	0.00%	0.00%	1.45%	0.00%	0.74%	0.00%	0.00%	0.00%	0.99%	1.52%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1									
		0.09%	0.00%	0.00%	0.00%	0.22%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.53%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	855	134	90	112	80	133	18	17	9	34	6	37	10	29	2	17	16	21	9	11	24	17	12	17									
		18.80%	19.53%	19.91%	19.44%	17.35%	21.28%	26.87%	22.08%	14.29%	15.04%	11.76%	36.63%	17.54%	18.95%	4.88%	24.64%	29.09%	15.44%	9.00%	15.94%	18.75%	16.83%	18.18%	9.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	3	2	0	1	2	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0									
		0.26%	0.44%	0.44%	0.00%	0.22%	0.32%	0.00%	0.00%	1.59%	0.00%	0.00%	0.99%	0.00%	0.65%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	3	5	4	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0									
		0.42%	0.44%	1.11%	0.69%	0.22%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.55%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0									
		0.07%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	4	4	3	5	8	0	0	0	1	0	2	0	0	0	1	0	1	1	0	0	0	0	1									
		0.68%	0.58%	0.88%	0.52%	1.08%	1.28%	0.00%	0.00%	0.00%	0.44%	0.00%	1.98%	0.00%	0.00%	0.00%	1.45%	0.00%	0.74%	1.00%	0.00%	0.00%	0.00%	0.00%	0.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	936	180	119	131	102	94	16	14	6	43	11	16	9	24	6	16	5	24	35	16	26	19	8	16									
		20.59%	26.24%	26.33%	22.74%	22.13%	15.04%	23.88%	18.18%	9.52%	19.03%	21.57%	15.84%	15.79%	15.69%	14.63%	23.19%	9.09%	17.65%	35.00%	23.19%	20.31%	18.81%	12.12%	8.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	3	1	5	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1									
		0.29%	0.44%	0.22%	0.87%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	65	6	6	10	6	21	0	1	0	4	0	1	1	1	0	0	1	0	3	0	3	0	0	1									
		1.43%	0.87%	1.33%	1.74%	1.30%	3.36%	0.00%	1.30%	0.00%	1.77%	0.00%	0.99%	1.75%	0.65%	0.00%	0.00%	1.82%	0.00%	3.00%	0.00%	2.34%	0.00%	0.00%	0.53%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
