Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Ипатовская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №460	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	352	4	0	17	30	13	38	3	31	21	21	2	15	6	2	17	6	0	14	2	7	4	1	23	9	6	8	4	0	2	0	3	0	2	17	6	10	8									
		1.32%	3.31%	0.00%	2.31%	2.45%	0.98%	2.85%	0.17%	2.04%	1.16%	1.85%	1.28%	1.33%	0.67%	0.51%	1.93%	0.79%	0.00%	2.64%	0.55%	1.22%	1.50%	0.45%	1.60%	0.98%	2.84%	2.75%	0.56%	0.00%	1.54%	0.00%	1.27%	0.00%	2.44%	1.64%	0.86%	0.89%	0.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16511	80	39	331	875	582	702	1186	873	1228	592	106	730	557	216	452	488	25	313	267	412	183	132	965	514	121	118	410	377	105	462	128	138	67	495	519	873	850									
		62.06%	66.12%	56.52%	45.03%	71.37%	43.92%	52.58%	66.78%	57.32%	67.96%	52.16%	67.95%	64.66%	61.89%	54.82%	51.25%	64.55%	62.50%	58.95%	73.15%	71.78%	68.54%	59.73%	67.01%	55.81%	57.35%	40.55%	57.67%	88.71%	80.77%	80.49%	54.01%	72.25%	81.71%	47.83%	74.14%	77.95%	66.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	122	2	0	4	8	5	9	8	10	6	5	0	8	1	1	4	4	0	1	0	5	2	0	6	4	0	3	3	0	0	0	1	1	0	10	2	3	6									
		0.46%	1.65%	0.00%	0.54%	0.65%	0.38%	0.67%	0.45%	0.66%	0.33%	0.44%	0.00%	0.71%	0.11%	0.25%	0.45%	0.53%	0.00%	0.19%	0.00%	0.87%	0.75%	0.00%	0.42%	0.43%	0.00%	1.03%	0.42%	0.00%	0.00%	0.00%	0.42%	0.52%	0.00%	0.97%	0.29%	0.27%	0.47%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	1	0	0	2	3	0	0	1	2	1	0	2	0	3	4	2	0	0	0	0	1	1	5	2	0	0	0	0	0	0	0	0	0	4	1	2	3									
		0.15%	0.83%	0.00%	0.00%	0.16%	0.23%	0.00%	0.00%	0.07%	0.11%	0.09%	0.00%	0.18%	0.00%	0.76%	0.45%	0.26%	0.00%	0.00%	0.00%	0.00%	0.37%	0.45%	0.35%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.14%	0.18%	0.24%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3868	13	13	214	83	289	227	252	231	253	222	22	142	147	55	169	136	8	80	34	50	49	44	232	163	35	72	114	7	14	14	8	2	3	205	88	70	108									
		14.54%	10.74%	18.84%	29.12%	6.77%	21.81%	17.00%	14.19%	15.17%	14.00%	19.56%	14.10%	12.58%	16.33%	13.96%	19.16%	17.99%	20.00%	15.07%	9.32%	8.71%	18.35%	19.91%	16.11%	17.70%	16.59%	24.74%	16.03%	1.65%	10.77%	2.44%	3.38%	1.05%	3.66%	19.81%	12.57%	6.25%	8.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	61	0	0	2	8	9	4	2	4	6	3	0	4	6	0	0	0	0	1	0	0	0	0	2	1	1	0	1	0	0	0	0	0	1	4	1	0	1									
		0.23%	0.00%	0.00%	0.27%	0.65%	0.68%	0.30%	0.11%	0.26%	0.33%	0.26%	0.00%	0.35%	0.67%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.14%	0.11%	0.47%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.39%	0.14%	0.00%	0.08%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	153	1	1	6	11	18	14	15	14	6	14	0	6	1	2	6	3	0	0	2	4	0	1	1	7	2	2	1	0	0	0	0	1	0	4	1	4	5									
		0.58%	0.83%	1.45%	0.82%	0.90%	1.36%	1.05%	0.84%	0.92%	0.33%	1.23%	0.00%	0.53%	0.11%	0.51%	0.68%	0.40%	0.00%	0.00%	0.55%	0.70%	0.00%	0.45%	0.07%	0.76%	0.95%	0.69%	0.14%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.39%	0.14%	0.36%	0.39%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	0	0	1	4	1	3	0	1	1	0	0	1	3	2	1	0	0	1	0	0	0	3	1	1	0	0	0	0	0	2	0	0	2	0	1	0									
		0.11%	0.83%	0.00%	0.00%	0.08%	0.30%	0.07%	0.17%	0.00%	0.06%	0.09%	0.00%	0.00%	0.11%	0.76%	0.23%	0.13%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.21%	0.11%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.19%	0.00%	0.09%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	122	0	0	8	4	8	15	7	10	6	7	0	3	4	1	4	1	1	1	0	1	1	3	2	3	3	1	3	0	0	0	0	2	0	3	3	9	8									
		0.46%	0.00%	0.00%	1.09%	0.33%	0.60%	1.12%	0.39%	0.66%	0.33%	0.62%	0.00%	0.27%	0.44%	0.25%	0.45%	0.13%	2.50%	0.19%	0.00%	0.17%	0.37%	1.36%	0.14%	0.33%	1.42%	0.34%	0.42%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.29%	0.43%	0.80%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3014	13	12	92	96	237	178	174	188	172	163	14	145	102	71	134	68	2	71	34	61	14	16	113	124	22	56	108	25	4	67	71	35	4	127	29	79	93									
		11.33%	10.74%	17.39%	12.52%	7.83%	17.89%	13.33%	9.80%	12.34%	9.52%	14.36%	8.97%	12.84%	11.33%	18.02%	15.19%	8.99%	5.00%	13.37%	9.32%	10.63%	5.24%	7.24%	7.85%	13.46%	10.43%	19.24%	15.19%	5.88%	3.08%	11.67%	29.96%	18.32%	4.88%	12.27%	4.14%	7.05%	7.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	0	0	0	4	5	2	8	6	3	4	0	1	3	0	6	1	0	4	0	2	0	1	2	4	0	1	0	1	1	1	1	0	0	7	1	2	1									
		0.27%	0.00%	0.00%	0.00%	0.33%	0.38%	0.15%	0.45%	0.39%	0.17%	0.35%	0.00%	0.09%	0.33%	0.00%	0.68%	0.13%	0.00%	0.75%	0.00%	0.35%	0.00%	0.45%	0.14%	0.43%	0.00%	0.34%	0.00%	0.24%	0.77%	0.17%	0.42%	0.00%	0.00%	0.68%	0.14%	0.18%	0.08%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	759	4	2	20	37	69	64	45	51	31	38	2	23	18	6	20	10	1	16	16	9	6	11	34	31	6	11	21	0	0	14	6	3	2	56	17	14	45									
		2.85%	3.31%	2.90%	2.72%	3.02%	5.21%	4.79%	2.53%	3.35%	1.72%	3.35%	1.28%	2.04%	2.00%	1.52%	2.27%	1.32%	2.50%	3.01%	4.38%	1.57%	2.25%	4.98%	2.36%	3.37%	2.84%	3.78%	2.95%	0.00%	0.00%	2.44%	2.53%	1.57%	2.44%	5.41%	2.43%	1.25%	3.54%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
