Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Сокольская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228					
		0.38%	0.14%	0.0%	0.60%	0.36%	0.0%	0.40%	0.81%	0.40%	0.0%	1.16%	2.20%	1.24%	0.36%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.57%	0.68%	0.60%	0.0%	1.47%	0.0%	0.0%	0.77%	0.94%	0.93%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	843	52	60	49	53	49	16	8	25	7	4	40	22	3	8	20	6	46	7	1	24	26	20	24	26	4	45	8	24	47	42	45	32					
		10.55%	7.33%	8.25%	7.44%	6.49%	13.46%	6.47%	6.50%	10.20%	6.79%	4.65%	29.41%	9.12%	1.09%	12.12%	21.05%	6.18%	28.57%	4.66%	2.5%	12.12%	15.02%	6.82%	14.54%	10.35%	5.88%	20.08%	6.10%	9.33%	22.27%	19.53%	16.42%	16.75%					
28	"11. ""Истинные патриоты России"""	16	0	1	2	1	0	0	0	1	1	0	0	0	2	0	1	2	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0					
		0.20%	0.0%	0.13%	0.30%	0.12%	0.0%	0.0%	0.0%	0.40%	0.97%	0.0%	0.0%	0.0%	0.73%	0.0%	1.05%	2.06%	0.0%	0.0%	0.0%	0.0%	0.57%	0.68%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	180	31	18	16	30	8	6	1	3	3	4	4	3	6	0	0	0	3	2	2	1	5	7	1	0	0	3	4	1	6	7	2	3					
		2.25%	4.37%	2.47%	2.43%	3.67%	2.19%	2.42%	0.81%	1.22%	2.91%	4.65%	2.94%	1.24%	2.19%	0.0%	0.0%	0.0%	1.86%	1.33%	5.0%	0.50%	2.89%	2.38%	0.60%	0.0%	0.0%	1.33%	3.05%	0.38%	2.84%	3.25%	0.72%	1.57%					
30	"13. ""Демократическая партия России"""	28	3	2	1	4	1	0	0	3	0	1	0	1	3	0	2	0	0	0	3	0	0	0	1	0	0	0	1	0	0	1	0	1					
		0.35%	0.42%	0.27%	0.15%	0.49%	0.27%	0.0%	0.0%	1.22%	0.0%	1.16%	0.0%	0.41%	1.09%	0.0%	2.10%	0.0%	0.0%	0.0%	7.5%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.46%	0.0%	0.52%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	3	0	1	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0					
		0.15%	0.42%	0.0%	0.15%	0.12%	0.27%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.36%	0.0%					
32	"15. ""Партия СЛОН"""	9	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0					
		0.11%	0.0%	0.13%	0.0%	0.12%	0.0%	1.21%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.44%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	384	25	36	62	43	11	11	5	14	1	3	7	14	9	4	2	3	7	3	0	3	8	21	3	13	2	13	1	10	13	11	16	10					
		4.80%	3.52%	4.95%	9.42%	5.26%	3.02%	4.45%	4.06%	5.71%	0.97%	3.48%	5.14%	5.80%	3.29%	6.06%	2.10%	3.09%	4.34%	2.0%	0.0%	1.51%	4.62%	7.16%	1.81%	5.17%	2.94%	5.80%	0.76%	3.89%	6.16%	5.11%	5.83%	5.23%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	45	2	5	3	5	2	1	2	1	0	3	2	0	3	0	0	1	0	1	1	1	1	1	0	1	0	1	2	0	1	2	2	1					
		0.56%	0.28%	0.68%	0.45%	0.61%	0.54%	0.40%	1.62%	0.40%	0.0%	3.48%	1.47%	0.0%	1.09%	0.0%	0.0%	1.03%	0.0%	0.66%	2.5%	0.50%	0.57%	0.34%	0.0%	0.39%	0.0%	0.44%	1.52%	0.0%	0.47%	0.93%	0.72%	0.52%					
35	"18. ""ЛДПР"""	942	93	74	73	128	33	32	6	26	12	8	6	31	27	12	29	14	22	12	3	16	24	46	16	19	17	19	13	33	28	17	39	14					
		11.79%	13.11%	10.17%	11.09%	15.68%	9.06%	12.95%	4.87%	10.61%	11.65%	9.30%	4.41%	12.86%	9.89%	18.18%	30.52%	14.43%	13.66%	8.0%	7.5%	8.08%	13.87%	15.69%	9.69%	7.56%	24.99%	8.48%	9.92%	12.84%	13.27%	7.90%	14.23%	7.32%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	153	13	18	14	17	4	2	1	4	1	2	0	3	6	0	4	0	6	3	1	1	5	0	5	2	2	12	4	4	1	7	1	10					
		1.91%	1.83%	2.47%	2.12%	2.08%	1.09%	0.80%	0.81%	1.63%	0.97%	2.32%	0.0%	1.24%	2.19%	0.0%	4.21%	0.0%	3.72%	2.0%	2.5%	0.50%	2.89%	0.0%	3.03%	0.79%	2.94%	5.35%	3.05%	1.55%	0.47%	3.25%	0.36%	5.23%					
37	"20. ""Политическая партия ""Единая Россия"""	3402	269	312	232	347	178	127	75	120	56	49	37	90	134	28	22	50	38	87	14	122	52	148	84	143	25	78	59	114	68	55	117	72					
		42.58%	37.94%	42.91%	35.25%	42.52%	48.90%	51.41%	60.97%	48.97%	54.36%	56.97%	27.20%	37.34%	49.08%	42.42%	23.15%	51.54%	23.60%	58.0%	35.0%	61.61%	30.05%	50.51%	50.90%	56.97%	36.76%	34.82%	45.03%	44.35%	32.22%	25.58%	42.70%	37.69%					
38	"21. ""Российская Конституционно-демократическая партия"""	35	3	3	2	2	2	2	0	1	1	0	0	3	4	1	1	0	0	1	0	1	0	0	0	1	0	1	2	1	0	0	2	1					
		0.43%	0.42%	0.41%	0.30%	0.24%	0.54%	0.80%	0.0%	0.40%	0.97%	0.0%	0.0%	1.24%	1.46%	1.51%	1.05%	0.0%	0.0%	0.66%	0.0%	0.50%	0.0%	0.0%	0.0%	0.39%	0.0%	0.44%	1.52%	0.38%	0.0%	0.0%	0.72%	0.52%					
39	"22. ""Развитие предпринимательства"""	15	3	2	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1					
		0.18%	0.42%	0.27%	0.30%	0.12%	0.0%	0.0%	0.81%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.76%	0.0%	0.0%	0.0%	0.0%	0.52%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	589	52	67	63	62	22	13	6	12	3	2	9	15	15	5	8	5	9	12	5	15	13	17	12	25	7	16	9	22	20	21	12	15					
		7.37%	7.33%	9.21%	9.57%	7.59%	6.04%	5.26%	4.87%	4.89%	2.91%	2.32%	6.61%	6.22%	5.49%	7.57%	8.42%	5.15%	5.59%	8.0%	12.5%	7.57%	7.51%	5.80%	7.27%	9.96%	10.29%	7.14%	6.87%	8.56%	9.47%	9.76%	4.37%	7.85%					
																																							
41	Против всех	336	51	36	40	30	15	6	4	5	5	2	4	17	10	1	1	3	9	7	0	3	12	7	4	4	2	10	5	11	5	10	3	14					
		4.20%	7.19%	4.95%	6.07%	3.67%	4.12%	2.42%	3.25%	2.04%	4.85%	2.32%	2.94%	7.05%	3.66%	1.51%	1.05%	3.09%	5.59%	4.66%	0.0%	1.51%	6.93%	2.38%	2.42%	1.59%	2.94%	4.46%	3.81%	4.28%	2.36%	4.65%	1.09%	7.32%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
