Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Шкотовская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	580	25	25	25	15	10	30	30	30	30	20	30	30	30	30	30	30	20	15	15	15	15	30	30	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	93	8	6	3	2	0	5	2	8	17	1	4	4	2	3	3	9	0	2	1	1	1	5	4	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	132	8	10	3	1	2	5	4	8	2	9	5	4	4	3	4	3	8	22	5	6	0	4	0	1	11									
14	Число погашенных неиспользованных открепительных удостоверений	487	17	19	22	13	10	25	28	22	13	19	26	26	28	27	27	21	20	13	14	14	14	25	26	9	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	1	1	0	0	0	0	0	7	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	94	2	7	2	3	0	7	5	4	5	4	3	7	3	5	7	10	2	1	2	0	2	8	5	0	0									
		1.31%	0.52%	1.67%	0.76%	1.35%	0.00%	1.52%	1.47%	1.49%	1.68%	1.13%	1.05%	1.18%	1.24%	1.19%	1.79%	1.68%	0.74%	0.69%	1.49%	0.00%	1.16%	2.34%	1.93%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	272	16	10	7	14	5	21	15	12	6	10	7	19	4	19	13	15	8	5	10	2	14	20	14	3	3									
		3.78%	4.16%	2.39%	2.65%	6.31%	3.27%	4.57%	4.40%	4.46%	2.02%	2.82%	2.46%	3.19%	1.65%	4.52%	3.32%	2.51%	2.96%	3.45%	7.46%	2.17%	8.14%	5.85%	5.41%	9.38%	5.36%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	286	11	19	13	5	3	21	9	10	11	9	16	23	14	18	27	16	12	3	3	2	9	16	10	1	5									
		3.97%	2.86%	4.55%	4.92%	2.25%	1.96%	4.57%	2.64%	3.72%	3.70%	2.54%	5.61%	3.87%	5.79%	4.29%	6.89%	2.68%	4.44%	2.07%	2.24%	2.17%	5.23%	4.68%	3.86%	3.13%	8.93%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2856	112	139	107	151	103	161	111	113	120	203	137	282	84	186	132	245	80	45	39	31	49	110	86	9	21									
		39.69%	29.09%	33.25%	40.53%	68.02%	67.32%	35.00%	32.55%	42.01%	40.40%	57.34%	48.07%	47.39%	34.71%	44.29%	33.67%	41.04%	29.63%	31.03%	29.10%	33.70%	28.49%	32.16%	33.20%	28.13%	37.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	5	4	1	3	1	3	3	2	4	0	1	3	1	5	3	6	1	1	1	1	1	2	1	0	1									
		0.75%	1.30%	0.96%	0.38%	1.35%	0.65%	0.65%	0.88%	0.74%	1.35%	0.00%	0.35%	0.50%	0.41%	1.19%	0.77%	1.01%	0.37%	0.69%	0.75%	1.09%	0.58%	0.58%	0.39%	0.00%	1.79%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	1	3	0	6	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.19%	0.26%	0.72%	0.00%	2.70%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1524	85	108	59	14	12	71	77	49	82	71	53	108	69	93	101	165	54	37	23	14	30	63	67	10	9									
		21.18%	22.08%	25.84%	22.35%	6.31%	7.84%	15.43%	22.58%	18.22%	27.61%	20.06%	18.60%	18.15%	28.51%	22.14%	25.77%	27.64%	20.00%	25.52%	17.16%	15.22%	17.44%	18.42%	25.87%	31.25%	16.07%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	1	1	3	1	2	1	0	1	13	0	1	2	0	0	0	3	4	0	0	0	0	1	1	0	0									
		0.49%	0.26%	0.24%	1.14%	0.45%	1.31%	0.22%	0.00%	0.37%	4.38%	0.00%	0.35%	0.34%	0.00%	0.00%	0.00%	0.50%	1.48%	0.00%	0.00%	0.00%	0.00%	0.29%	0.39%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	73	4	7	1	3	1	2	5	3	2	5	6	3	0	3	5	6	2	0	1	1	2	6	3	0	2									
		1.01%	1.04%	1.67%	0.38%	1.35%	0.65%	0.43%	1.47%	1.12%	0.67%	1.41%	2.11%	0.50%	0.00%	0.71%	1.28%	1.01%	0.74%	0.00%	0.75%	1.09%	1.16%	1.75%	1.16%	0.00%	3.57%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	2	1	1	1	0	0	0	0	1	0	0	1	0	0	0	2	1	0	1	0	1	2	1	0	0									
		0.21%	0.52%	0.24%	0.38%	0.45%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.34%	0.37%	0.00%	0.75%	0.00%	0.58%	0.58%	0.39%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	8	7	2	1	0	7	3	1	1	2	0	10	1	4	2	12	1	1	0	0	3	2	3	1	1									
		1.01%	2.08%	1.67%	0.76%	0.45%	0.00%	1.52%	0.88%	0.37%	0.34%	0.56%	0.00%	1.68%	0.41%	0.95%	0.51%	2.01%	0.37%	0.69%	0.00%	0.00%	1.74%	0.58%	1.16%	3.13%	1.79%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1428	99	76	58	14	22	137	85	57	27	34	40	110	49	56	72	67	95	43	48	33	49	86	53	8	10									
		19.84%	25.71%	18.18%	21.97%	6.31%	14.38%	29.78%	24.93%	21.19%	9.09%	9.60%	14.04%	18.49%	20.25%	13.33%	18.37%	11.22%	35.19%	29.66%	35.82%	35.87%	28.49%	25.15%	20.46%	25.00%	17.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	3	4	0	0	0	0	1	1	4	0	2	1	2	2	3	10	0	2	0	0	1	4	1	0	1									
		0.58%	0.78%	0.96%	0.00%	0.00%	0.00%	0.00%	0.29%	0.37%	1.35%	0.00%	0.70%	0.17%	0.83%	0.48%	0.77%	1.68%	0.00%	1.38%	0.00%	0.00%	0.58%	1.17%	0.39%	0.00%	1.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	167	14	17	7	2	3	10	15	4	5	13	3	3	8	15	13	6	3	3	0	3	5	9	5	0	1									
		2.32%	3.64%	4.07%	2.65%	0.90%	1.96%	2.17%	4.40%	1.49%	1.68%	3.67%	1.05%	0.50%	3.31%	3.57%	3.32%	1.01%	1.11%	2.07%	0.00%	3.26%	2.91%	2.63%	1.93%	0.00%	1.79%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
