Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Арзамасская городская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152					
14	Число погашенных открепительных удостоверений	528	14	17	10	12	5	14	6	20	12	12	13	11	11	12	11	12	10	4	7	14	8	12	7	15	9	26	10	7	25	8	5	6	13	15	17	12	19	18	5	12	5	15	4	10	18					
15	Число открепительных удостоверений выданных ТИК	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	397	12	11	8	14	12	11	22	4	12	6	15	16	8	6	7	10	5	5	11	7	10	11	9	4	5	7	4	6	6	21	9	13	3	6	2	9	1	5	10	9	5	4	21	8	7					
		0.91%	1.48%	1.27%	0.61%	1.54%	0.90%	1.17%	1.58%	1.03%	0.92%	0.66%	1.67%	1.57%	0.70%	0.82%	1.09%	0.93%	0.41%	0.38%	0.98%	0.63%	0.71%	0.96%	0.83%	0.32%	0.43%	0.91%	0.48%	0.87%	1.65%	1.55%	0.71%	1.96%	0.32%	1.19%	0.71%	0.69%	0.22%	0.96%	0.93%	1.03%	0.34%	0.96%	1.39%	0.63%	1.33%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1111	14	12	36	21	36	22	42	9	35	30	13	20	30	19	25	31	25	40	25	28	46	34	31	31	17	23	26	24	9	31	29	19	39	9	6	34	8	13	18	16	32	9	45	39	10					
		2.56%	1.73%	1.39%	2.78%	2.31%	2.70%	2.35%	3.02%	2.33%	2.70%	3.30%	1.44%	1.97%	2.65%	2.60%	3.89%	2.89%	2.09%	3.06%	2.23%	2.55%	3.28%	2.98%	2.86%	2.48%	1.46%	3.01%	3.16%	3.50%	2.47%	2.29%	2.31%	2.87%	4.24%	1.79%	2.15%	2.64%	1.82%	2.51%	1.68%	1.84%	2.21%	2.17%	2.99%	3.10%	1.90%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1032	20	12	12	27	41	12	35	3	25	20	15	28	28	8	19	28	28	46	39	33	34	45	22	58	34	14	13	19	7	34	31	12	12	19	4	30	13	13	27	15	44	7	21	15	10					
		2.38%	2.47%	1.39%	0.92%	2.97%	3.08%	1.28%	2.52%	0.77%	1.93%	2.20%	1.67%	2.76%	2.48%	1.09%	2.95%	2.61%	2.34%	3.52%	3.47%	3.00%	2.42%	3.95%	2.03%	4.65%	2.92%	1.83%	1.58%	2.77%	1.92%	2.51%	2.47%	1.81%	1.30%	3.78%	1.43%	2.33%	2.96%	2.51%	2.52%	1.72%	3.04%	1.69%	1.39%	1.19%	1.90%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1262	17	15	29	26	42	31	53	11	26	24	23	24	32	16	16	34	29	62	36	38	59	37	30	45	33	25	28	29	13	58	43	22	51	15	8	30	10	17	10	14	16	7	42	30	6					
		2.91%	2.10%	1.74%	2.24%	2.86%	3.15%	3.31%	3.82%	2.85%	2.01%	2.64%	2.56%	2.36%	2.83%	2.19%	2.49%	3.18%	2.42%	4.75%	3.21%	3.46%	4.20%	3.25%	2.77%	3.60%	2.83%	3.28%	3.41%	4.23%	3.58%	4.28%	3.42%	3.33%	5.55%	2.98%	2.86%	2.33%	2.27%	3.29%	0.93%	1.61%	1.10%	1.69%	2.79%	2.38%	1.14%					
22	"5. ""За Русь Святую"""	419	2	14	16	6	10	36	12	4	5	7	4	6	9	5	5	14	13	13	5	9	17	10	7	15	9	11	15	3	4	7	12	4	12	15	5	13	5	4	13	4	10	6	13	7	3					
		0.96%	0.24%	1.62%	1.23%	0.66%	0.75%	3.85%	0.86%	1.03%	0.38%	0.77%	0.44%	0.59%	0.79%	0.68%	0.77%	1.30%	1.08%	0.99%	0.44%	0.82%	1.21%	0.87%	0.64%	1.20%	0.77%	1.44%	1.82%	0.43%	1.10%	0.51%	0.95%	0.60%	1.30%	2.98%	1.79%	1.01%	1.13%	0.77%	1.21%	0.46%	0.69%	1.45%	0.86%	0.55%	0.57%					
23	"6. ""Объединенная Российская партия ""Русь"""	155	1	3	5	4	4	8	2	4	4	0	2	6	4	2	2	8	5	0	2	7	2	4	2	0	1	3	4	0	3	4	2	1	3	3	0	9	0	3	11	5	5	3	6	5	3					
		0.35%	0.12%	0.34%	0.38%	0.44%	0.30%	0.85%	0.14%	1.03%	0.30%	0.0%	0.22%	0.59%	0.35%	0.27%	0.31%	0.74%	0.41%	0.0%	0.17%	0.63%	0.14%	0.35%	0.18%	0.0%	0.08%	0.39%	0.48%	0.0%	0.82%	0.29%	0.15%	0.15%	0.32%	0.59%	0.0%	0.69%	0.0%	0.58%	1.02%	0.57%	0.34%	0.72%	0.39%	0.39%	0.57%					
24	"7. ""Новый курс - Автомобильная Россия"""	350	9	7	7	5	12	11	8	1	9	7	4	4	7	7	6	9	7	7	7	15	6	12	11	8	12	5	4	6	0	16	9	15	8	8	0	6	7	3	10	7	14	3	16	14	1					
		0.80%	1.11%	0.81%	0.54%	0.55%	0.90%	1.17%	0.57%	0.25%	0.69%	0.77%	0.44%	0.39%	0.62%	0.96%	0.93%	0.84%	0.58%	0.53%	0.62%	1.36%	0.42%	1.05%	1.01%	0.64%	1.03%	0.65%	0.48%	0.87%	0.0%	1.18%	0.71%	2.27%	0.87%	1.59%	0.0%	0.46%	1.59%	0.58%	0.93%	0.80%	0.96%	0.72%	1.06%	1.11%	0.19%					
25	"8. ""Народно-республиканская партия России"""	40	2	0	0	1	3	1	1	2	2	0	3	0	0	0	0	2	1	3	0	2	0	0	0	0	0	2	0	0	1	0	1	0	2	1	0	0	1	0	2	2	0	1	2	2	0					
		0.09%	0.24%	0.0%	0.0%	0.11%	0.22%	0.10%	0.07%	0.51%	0.15%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.18%	0.08%	0.22%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.27%	0.0%	0.07%	0.0%	0.21%	0.19%	0.0%	0.0%	0.22%	0.0%	0.18%	0.23%	0.0%	0.24%	0.13%	0.15%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	202	0	4	3	5	6	5	9	2	6	4	3	7	5	2	7	3	11	7	2	7	10	4	3	6	2	2	3	4	2	8	3	3	6	0	0	5	1	3	4	1	8	2	10	13	1					
		0.46%	0.0%	0.46%	0.23%	0.55%	0.45%	0.53%	0.64%	0.51%	0.46%	0.44%	0.33%	0.69%	0.44%	0.27%	1.09%	0.28%	0.91%	0.53%	0.17%	0.63%	0.71%	0.35%	0.27%	0.48%	0.17%	0.26%	0.36%	0.58%	0.55%	0.59%	0.23%	0.45%	0.65%	0.0%	0.0%	0.38%	0.22%	0.58%	0.37%	0.11%	0.55%	0.48%	0.66%	1.03%	0.19%					
27	"10. ""Аграрная партия России"""	1176	29	25	35	26	47	15	40	11	32	27	34	27	40	22	10	18	27	33	26	37	38	36	27	35	24	18	13	16	8	27	21	23	17	10	13	36	10	12	28	30	45	21	55	34	18					
		2.71%	3.58%	2.90%	2.70%	2.86%	3.53%	1.60%	2.88%	2.85%	2.47%	2.97%	3.78%	2.66%	3.54%	3.02%	1.55%	1.68%	2.25%	2.52%	2.31%	3.37%	2.71%	3.16%	2.49%	2.80%	2.06%	2.36%	1.58%	2.33%	2.20%	1.99%	1.67%	3.48%	1.85%	1.99%	4.65%	2.79%	2.27%	2.32%	2.61%	3.45%	3.10%	5.08%	3.65%	2.70%	3.43%					
28	"11. ""Истинные патриоты России"""	25	2	3	1	0	1	0	2	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1					
		0.05%	0.24%	0.34%	0.07%	0.0%	0.07%	0.0%	0.14%	0.0%	0.07%	0.11%	0.0%	0.0%	0.08%	0.0%	0.15%	0.09%	0.08%	0.07%	0.0%	0.09%	0.07%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.55%	0.0%	0.07%	0.15%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	594	7	7	21	10	20	11	26	11	9	14	13	9	18	15	5	16	11	25	10	15	22	15	19	15	4	11	8	11	9	17	20	9	13	6	4	16	10	5	15	23	14	8	20	22	5					
		1.37%	0.86%	0.81%	1.62%	1.10%	1.50%	1.17%	1.87%	2.85%	0.69%	1.54%	1.44%	0.88%	1.59%	2.06%	0.77%	1.49%	0.91%	1.91%	0.89%	1.36%	1.56%	1.31%	1.75%	1.20%	0.34%	1.44%	0.97%	1.60%	2.47%	1.25%	1.59%	1.36%	1.41%	1.19%	1.43%	1.24%	2.27%	0.96%	1.40%	2.64%	0.96%	1.93%	1.32%	1.74%	0.95%					
30	"13. ""Демократическая партия России"""	62	2	1	1	1	3	0	1	1	1	0	0	3	2	0	1	1	2	4	1	1	2	7	2	2	2	0	1	1	0	2	0	1	0	1	0	1	1	0	5	2	1	4	0	0	1					
		0.14%	0.24%	0.11%	0.07%	0.11%	0.22%	0.0%	0.07%	0.25%	0.07%	0.0%	0.0%	0.29%	0.17%	0.0%	0.15%	0.09%	0.16%	0.30%	0.08%	0.09%	0.14%	0.61%	0.18%	0.16%	0.17%	0.0%	0.12%	0.14%	0.0%	0.14%	0.0%	0.15%	0.0%	0.19%	0.0%	0.07%	0.22%	0.0%	0.46%	0.23%	0.06%	0.96%	0.0%	0.0%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	85	1	1	2	3	2	3	4	0	2	0	2	4	4	3	0	2	0	1	2	2	4	5	4	1	2	0	2	1	1	1	1	1	1	2	0	4	1	0	3	2	3	2	3	2	1					
		0.19%	0.12%	0.11%	0.15%	0.33%	0.15%	0.32%	0.28%	0.0%	0.15%	0.0%	0.22%	0.39%	0.35%	0.41%	0.0%	0.18%	0.0%	0.07%	0.17%	0.18%	0.28%	0.43%	0.36%	0.08%	0.17%	0.0%	0.24%	0.14%	0.27%	0.07%	0.07%	0.15%	0.10%	0.39%	0.0%	0.31%	0.22%	0.0%	0.28%	0.23%	0.20%	0.48%	0.19%	0.15%	0.19%					
32	"15. ""Партия СЛОН"""	99	2	1	4	4	1	0	2	0	0	0	3	1	2	1	0	0	2	2	4	6	0	1	3	1	6	3	4	6	3	0	1	5	7	3	1	4	0	1	2	3	1	2	3	4	0					
		0.22%	0.24%	0.11%	0.30%	0.44%	0.07%	0.0%	0.14%	0.0%	0.0%	0.0%	0.33%	0.09%	0.17%	0.13%	0.0%	0.0%	0.16%	0.15%	0.35%	0.54%	0.0%	0.08%	0.27%	0.08%	0.51%	0.39%	0.48%	0.87%	0.82%	0.0%	0.07%	0.75%	0.76%	0.59%	0.35%	0.31%	0.0%	0.19%	0.18%	0.34%	0.06%	0.48%	0.19%	0.31%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4548	63	86	117	90	121	104	148	37	118	105	90	109	143	84	48	115	133	155	133	105	165	117	93	115	130	71	112	97	42	163	152	35	108	32	27	138	35	46	84	64	204	27	177	150	60					
		10.51%	7.79%	9.98%	9.04%	9.90%	9.09%	11.12%	10.67%	9.61%	9.12%	11.55%	10.02%	10.76%	12.67%	11.53%	7.47%	10.75%	11.12%	11.87%	11.86%	9.57%	11.76%	10.28%	8.59%	9.22%	11.18%	9.31%	13.64%	14.18%	11.57%	12.04%	12.11%	5.30%	11.76%	6.37%	9.67%	10.73%	7.97%	8.91%	7.84%	7.36%	14.09%	6.53%	11.76%	11.92%	11.45%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	62	1	2	1	0	1	4	2	1	3	1	1	1	3	1	1	2	1	6	3	1	1	2	0	1	1	2	0	0	1	2	3	0	0	0	0	2	0	1	3	1	5	0	0	0	1					
		0.14%	0.12%	0.23%	0.07%	0.0%	0.07%	0.42%	0.14%	0.25%	0.23%	0.11%	0.11%	0.09%	0.26%	0.13%	0.15%	0.18%	0.08%	0.45%	0.26%	0.09%	0.07%	0.17%	0.0%	0.08%	0.08%	0.26%	0.0%	0.0%	0.27%	0.14%	0.23%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.19%	0.28%	0.11%	0.34%	0.0%	0.0%	0.0%	0.19%					
35	"18. ""ЛДПР"""	5426	140	135	197	104	189	123	175	52	161	129	107	132	98	79	57	150	114	132	109	139	182	93	145	149	123	93	79	77	33	139	155	140	80	68	41	146	76	82	163	133	190	70	201	170	76					
		12.54%	17.32%	15.67%	15.22%	11.44%	14.19%	13.15%	12.61%	13.50%	12.45%	14.19%	11.91%	13.03%	8.68%	10.85%	8.87%	14.03%	9.53%	10.11%	9.72%	12.67%	12.98%	8.17%	13.40%	11.94%	10.58%	12.20%	9.62%	11.25%	9.09%	10.27%	12.35%	21.21%	8.71%	13.54%	14.69%	11.35%	17.31%	15.89%	15.21%	15.30%	13.13%	16.94%	13.36%	13.51%	14.50%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	870	19	16	25	21	43	25	31	9	26	12	14	24	32	13	12	17	24	39	23	12	12	30	19	33	18	14	13	10	10	26	28	10	22	7	7	28	14	7	17	16	30	11	16	27	8					
		2.01%	2.35%	1.85%	1.93%	2.31%	3.23%	2.67%	2.23%	2.33%	2.01%	1.32%	1.55%	2.36%	2.83%	1.78%	1.86%	1.59%	2.00%	2.98%	2.05%	1.09%	0.85%	2.63%	1.75%	2.64%	1.54%	1.83%	1.58%	1.46%	2.75%	1.92%	2.23%	1.51%	2.39%	1.39%	2.50%	2.17%	3.18%	1.35%	1.58%	1.84%	2.07%	2.66%	1.06%	2.14%	1.52%					
37	"20. ""Политическая партия ""Единая Россия"""	14111	269	312	419	271	403	304	452	135	445	284	314	330	344	255	206	328	372	371	360	363	405	352	352	388	397	275	296	199	128	469	389	195	284	178	103	389	152	189	376	294	489	119	519	438	199					
		32.61%	33.29%	36.23%	32.38%	29.81%	30.27%	32.51%	32.58%	35.06%	34.41%	31.24%	34.96%	32.57%	30.49%	35.02%	32.08%	30.68%	31.10%	28.42%	32.11%	33.09%	28.88%	30.93%	32.53%	31.11%	34.16%	36.08%	36.05%	29.09%	35.26%	34.66%	30.99%	29.54%	30.93%	35.45%	36.91%	30.24%	34.62%	36.62%	35.10%	33.83%	33.79%	28.81%	34.50%	34.81%	37.97%					
38	"21. ""Российская Конституционно-демократическая партия"""	65	5	1	2	2	2	2	3	0	3	1	2	1	0	1	0	2	4	5	0	1	2	0	0	1	1	1	0	3	0	4	0	2	0	1	0	0	1	1	1	2	5	1	0	0	2					
		0.15%	0.61%	0.11%	0.15%	0.22%	0.15%	0.21%	0.21%	0.0%	0.23%	0.11%	0.22%	0.09%	0.0%	0.13%	0.0%	0.18%	0.33%	0.38%	0.0%	0.09%	0.14%	0.0%	0.0%	0.08%	0.08%	0.13%	0.0%	0.43%	0.0%	0.29%	0.0%	0.30%	0.0%	0.19%	0.0%	0.0%	0.22%	0.19%	0.09%	0.23%	0.34%	0.24%	0.0%	0.0%	0.38%					
39	"22. ""Развитие предпринимательства"""	132	1	0	1	2	6	4	4	2	8	2	1	2	2	1	2	5	22	5	7	2	5	2	6	0	3	0	2	1	0	7	2	2	1	1	0	1	0	1	6	0	4	0	5	4	0					
		0.30%	0.12%	0.0%	0.07%	0.22%	0.45%	0.42%	0.28%	0.51%	0.61%	0.22%	0.11%	0.19%	0.17%	0.13%	0.31%	0.46%	1.83%	0.38%	0.62%	0.18%	0.35%	0.17%	0.55%	0.0%	0.25%	0.0%	0.24%	0.14%	0.0%	0.51%	0.15%	0.30%	0.10%	0.19%	0.0%	0.07%	0.0%	0.19%	0.56%	0.0%	0.27%	0.0%	0.33%	0.31%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7880	134	133	246	197	221	140	232	64	258	149	168	179	235	133	148	196	283	258	241	183	258	253	204	244	232	143	134	139	55	215	272	113	182	86	40	254	66	74	175	165	241	74	210	176	77					
		18.21%	16.58%	15.44%	19.01%	21.67%	16.60%	14.97%	16.72%	16.62%	19.95%	16.39%	18.70%	17.67%	20.83%	18.26%	23.05%	18.33%	23.66%	19.77%	21.49%	16.68%	18.40%	22.23%	18.85%	19.56%	19.96%	18.76%	16.32%	20.32%	15.15%	15.89%	21.67%	17.12%	19.82%	17.13%	14.33%	19.75%	15.03%	14.34%	16.33%	18.98%	16.65%	17.91%	13.96%	13.99%	14.69%					
																																																				
41	Против всех	2764	37	48	99	58	92	55	81	18	95	69	59	74	65	47	59	68	76	78	63	74	109	60	78	81	95	36	58	27	23	89	57	27	59	22	16	109	17	25	73	51	76	25	112	92	32					
		6.38%	4.57%	5.57%	7.65%	6.38%	6.91%	5.88%	5.83%	4.67%	7.34%	7.59%	6.57%	7.30%	5.76%	6.45%	9.19%	6.36%	6.35%	5.97%	5.61%	6.74%	7.77%	5.27%	7.20%	6.49%	8.17%	4.72%	7.06%	3.94%	6.33%	6.57%	4.54%	4.09%	6.42%	4.38%	5.73%	8.47%	3.87%	4.84%	6.81%	5.86%	5.25%	6.05%	7.44%	7.31%	6.10%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
