Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Казань, Вахитовская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2496	56	50	30	60	60	60	60	70	90	60	60	80	60	60	50	50	45	70	80	95	50	70	90	80	80	60	60	60	70	70	60	100	80	60	50	71	59	80	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2035	55	36	21	36	36	34	44	52	83	48	44	67	39	60	46	38	36	59	62	95	29	52	57	68	76	21	60	60	60	55	60	99	80	47	42	63	53	62	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	5466	174	86	125	93	226	71	95	105	137	37	62	20	42	37	39	55	37	55	67	71	64	233	129	172	150	7	56	96	235	39	37	26	47	60	73	34	29	9	427	146	180	55	40	269	134	611	5	97	95	60	217					
14	Число погашенных неиспользованных открепительных удостоверений	461	1	14	9	24	24	26	16	18	7	12	16	13	21	0	4	12	9	11	18	0	21	18	33	12	4	39	0	0	10	15	0	1	0	13	8	8	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	329	6	7	7	3	0	10	8	8	5	11	26	0	5	5	2	13	2	1	0	5	5	6	12	16	30	0	12	18	8	11	23	14	0	0	11	5	18	13	1	0	0	0	0	0	0	0	1	0	1	0	0					
		0.55%	0.50%	0.66%	1.01%	0.25%	0.00%	0.82%	0.78%	0.47%	0.24%	0.67%	1.53%	0.00%	0.37%	0.41%	0.27%	1.33%	0.19%	0.07%	0.00%	0.24%	0.47%	0.31%	0.54%	0.94%	1.71%	0.00%	0.77%	1.68%	0.37%	0.60%	1.43%	0.63%	0.00%	0.00%	1.02%	0.29%	1.09%	0.91%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.71%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	342	1	3	19	3	0	11	10	3	5	24	11	0	3	4	9	29	0	1	1	8	4	4	10	11	45	1	18	7	9	9	24	16	0	0	10	7	9	10	0	0	0	0	0	0	0	0	0	1	0	0	2					
		0.57%	0.08%	0.28%	2.73%	0.25%	0.00%	0.90%	0.98%	0.18%	0.24%	1.45%	0.65%	0.00%	0.22%	0.33%	1.23%	2.97%	0.00%	0.07%	0.05%	0.39%	0.38%	0.20%	0.45%	0.65%	2.57%	0.10%	1.15%	0.65%	0.42%	0.49%	1.49%	0.72%	0.00%	0.00%	0.93%	0.41%	0.55%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.74%					
20	3.Политическая партия «Демократическая партия России»	119	1	0	3	3	0	6	2	2	8	3	3	0	2	4	1	5	4	1	10	9	2	3	2	2	7	1	4	3	3	1	2	7	0	1	3	4	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.20%	0.08%	0.00%	0.43%	0.25%	0.00%	0.49%	0.20%	0.12%	0.39%	0.18%	0.18%	0.00%	0.15%	0.33%	0.14%	0.51%	0.38%	0.07%	0.51%	0.44%	0.19%	0.15%	0.09%	0.12%	0.40%	0.10%	0.26%	0.28%	0.14%	0.05%	0.12%	0.32%	0.00%	0.07%	0.28%	0.24%	0.18%	0.21%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2707	63	42	64	6	86	90	30	23	205	32	51	59	81	66	25	73	7	182	86	194	41	123	22	35	135	84	40	21	170	34	102	67	110	21	51	24	73	66	1	1	2	2	0	4	0	1	4	2	0	4	2					
		4.53%	5.23%	3.99%	9.21%	0.51%	7.96%	7.37%	2.93%	1.35%	10.01%	1.94%	3.00%	3.05%	6.02%	5.43%	3.42%	7.48%	0.67%	12.05%	4.35%	9.42%	3.89%	6.25%	0.99%	2.06%	7.71%	8.48%	2.55%	1.96%	7.96%	1.87%	6.33%	3.02%	5.80%	1.49%	4.73%	1.42%	4.43%	4.63%	0.15%	0.53%	1.09%	2.74%	0.00%	1.34%	0.00%	0.16%	3.15%	1.83%	0.00%	2.41%	0.74%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	732	28	9	25	43	0	26	20	9	20	37	15	13	5	5	16	22	30	31	8	12	9	1	30	14	52	10	19	19	22	25	26	45	16	9	20	5	12	20	2	0	0	0	0	0	0	0	0	1	0	0	1					
		1.23%	2.33%	0.85%	3.60%	3.64%	0.00%	2.13%	1.95%	0.53%	0.98%	2.24%	0.88%	0.67%	0.37%	0.41%	2.19%	2.25%	2.89%	2.05%	0.41%	0.58%	0.85%	0.05%	1.36%	0.82%	2.97%	1.01%	1.21%	1.77%	1.03%	1.37%	1.61%	2.03%	0.84%	0.64%	1.86%	0.29%	0.73%	1.40%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.37%					
23	6.Политическая партия «Партия социальной справедливости»	112	1	2	0	2	0	2	4	3	6	5	4	0	2	5	0	6	6	1	0	5	0	0	3	3	9	2	4	4	5	4	8	6	0	0	2	4	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0					
		0.19%	0.08%	0.19%	0.00%	0.17%	0.00%	0.16%	0.39%	0.18%	0.29%	0.30%	0.24%	0.00%	0.15%	0.41%	0.00%	0.61%	0.58%	0.07%	0.00%	0.24%	0.00%	0.00%	0.14%	0.18%	0.51%	0.20%	0.26%	0.37%	0.23%	0.22%	0.50%	0.27%	0.00%	0.00%	0.19%	0.24%	0.12%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3362	40	79	38	68	87	18	60	142	61	105	120	63	84	60	63	78	98	122	85	53	46	110	119	85	169	43	79	67	147	123	95	170	109	79	88	101	82	104	6	1	0	2	0	0	0	0	0	1	1	6	5					
		5.63%	3.32%	7.50%	5.47%	5.76%	8.05%	1.47%	5.86%	8.32%	2.98%	6.36%	7.06%	3.26%	6.25%	4.93%	8.61%	7.99%	9.43%	8.07%	4.30%	2.57%	4.36%	5.59%	5.40%	4.99%	9.66%	4.34%	5.04%	6.26%	6.88%	6.75%	5.89%	7.67%	5.75%	5.62%	8.16%	5.96%	4.98%	7.30%	0.91%	0.53%	0.00%	2.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.71%	3.61%	1.86%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2001	64	9	55	100	6	31	55	53	68	58	32	32	59	29	5	78	17	133	29	153	36	45	74	20	108	38	46	15	22	41	56	73	17	67	51	83	61	54	1	1	1	0	0	0	0	2	12	2	0	6	3					
		3.35%	5.32%	0.85%	7.91%	8.47%	0.56%	2.54%	5.37%	3.10%	3.32%	3.52%	1.88%	1.65%	4.39%	2.38%	0.68%	7.99%	1.64%	8.80%	1.47%	7.43%	3.42%	2.29%	3.36%	1.17%	6.17%	3.83%	2.93%	1.40%	1.03%	2.25%	3.47%	3.29%	0.90%	4.77%	4.73%	4.90%	3.71%	3.79%	0.15%	0.53%	0.55%	0.00%	0.00%	0.00%	0.00%	0.33%	9.45%	1.83%	0.00%	3.61%	1.12%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	204	0	2	4	5	0	3	5	4	8	13	15	2	3	6	1	7	2	1	0	5	6	2	7	3	12	0	3	6	16	11	12	10	0	0	7	10	3	0	2	0	0	1	0	1	0	0	4	2	0	0	0					
		0.34%	0.00%	0.19%	0.58%	0.42%	0.00%	0.25%	0.49%	0.23%	0.39%	0.79%	0.88%	0.10%	0.22%	0.49%	0.14%	0.72%	0.19%	0.07%	0.00%	0.24%	0.57%	0.10%	0.32%	0.18%	0.69%	0.00%	0.19%	0.56%	0.75%	0.60%	0.74%	0.45%	0.00%	0.00%	0.65%	0.59%	0.18%	0.00%	0.30%	0.00%	0.00%	1.37%	0.00%	0.34%	0.00%	0.00%	3.15%	1.83%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	48351	927	850	443	926	856	987	820	1383	1615	1321	1370	1742	1073	1017	601	628	838	911	1724	1578	890	1639	1899	1473	1117	793	1308	875	1695	1488	1199	1785	1594	1227	795	1444	1362	1127	641	184	179	68	189	293	133	606	102	98	138	148	252					
		80.94%	76.99%	80.72%	63.74%	78.41%	79.19%	80.84%	80.08%	81.02%	78.86%	80.06%	80.59%	90.07%	79.78%	83.63%	82.10%	64.34%	80.65%	60.29%	87.29%	76.60%	84.44%	83.32%	86.24%	86.49%	63.83%	80.02%	83.42%	81.70%	79.35%	81.62%	74.38%	80.51%	84.07%	87.27%	73.75%	85.19%	82.75%	79.14%	97.56%	96.84%	97.81%	93.15%	10.00%	98.32%	99.25%	99.51%	80.31%	89.91%	97.87%	89.16%	93.68%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1073	62	45	30	5	36	34	10	71	19	24	47	11	16	5	2	34	27	103	32	16	10	19	17	18	52	12	13	35	13	71	43	18	40	2	30	8	13	16	1	2	1	0	0	0	1	0	3	1	1	0	4					
		1.80%	5.15%	4.27%	4.32%	0.42%	3.33%	2.78%	0.98%	4.16%	0.93%	1.45%	2.76%	0.57%	1.19%	0.41%	0.27%	3.48%	2.60%	6.82%	1.62%	0.78%	0.95%	0.97%	0.77%	1.06%	2.97%	1.21%	0.83%	3.27%	0.61%	3.89%	2.67%	0.81%	2.11%	0.14%	2.78%	0.47%	0.79%	1.12%	0.15%	1.05%	0.55%	0.00%	0.00%	0.00%	0.75%	0.00%	2.36%	0.92%	0.71%	0.00%	1.49%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
