Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Струго-Красненская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №652									
		0.73%	0.23%	1.11%	0.23%	1.57%	1.22%	1.24%	0.84%	0.00%	0.67%	0.75%	0.00%	0.00%	0.88%	1.14%	1.64%	0.65%	0.00%	1.20%	0.43%	0.74%	0.40%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	2	0	6	0	1	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	3									
		0.28%	0.46%	0.00%	1.39%	0.00%	0.20%	0.28%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	1.20%	0.00%	0.00%	0.24%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	751	49	44	53	17	58	145	31	20	37	22	14	13	51	21	24	43	9	13	26	19	42									
		11.84%	11.37%	16.24%	12.24%	8.90%	11.84%	20.00%	12.97%	22.47%	24.67%	16.54%	9.52%	8.78%	15.04%	11.93%	13.11%	13.96%	9.00%	7.78%	11.11%	13.97%	3.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	2	3	6	1	2	5	3	0	0	0	0	0	1	2	0	0	0	1	0	0	2									
		0.44%	0.46%	1.11%	1.39%	0.52%	0.41%	0.69%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	1.14%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.16%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	46	5	4	7	4	4	6	3	1	1	0	1	4	0	0	1	2	0	0	0	2	1									
		0.73%	1.16%	1.48%	1.62%	2.09%	0.82%	0.83%	1.26%	1.12%	0.67%	0.00%	0.68%	2.70%	0.00%	0.00%	0.55%	0.65%	0.00%	0.00%	0.00%	1.47%	0.08%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	2	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	1	1	1									
		0.16%	0.00%	0.00%	0.46%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	1.36%	0.00%	0.29%	0.57%	0.00%	0.00%	0.00%	0.00%	0.43%	0.74%	0.08%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	130	10	13	19	2	8	17	8	0	8	2	5	3	5	3	7	1	1	4	2	2	10									
		2.05%	2.32%	4.80%	4.39%	1.05%	1.63%	2.34%	3.35%	0.00%	5.33%	1.50%	3.40%	2.03%	1.47%	1.70%	3.83%	0.32%	1.00%	2.40%	0.85%	1.47%	0.80%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	658	113	33	67	29	66	55	30	7	23	15	22	17	33	19	15	42	8	23	17	9	15									
		10.37%	26.22%	12.18%	15.47%	15.18%	13.47%	7.59%	12.55%	7.87%	15.33%	11.28%	14.97%	11.49%	9.73%	10.80%	8.20%	13.64%	8.00%	13.77%	7.26%	6.62%	1.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	0	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	3	2	6									
		0.30%	0.00%	0.00%	0.23%	1.05%	0.20%	0.41%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	1.47%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	241	19	8	24	7	21	18	12	10	10	6	26	1	11	7	3	7	5	19	9	8	10									
		3.80%	4.41%	2.95%	5.54%	3.66%	4.29%	2.48%	5.02%	11.24%	6.67%	4.51%	17.69%	0.68%	3.24%	3.98%	1.64%	2.27%	5.00%	11.38%	3.85%	5.88%	0.80%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
