Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Мошенская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	79	1	7	2	3	11	2	1	4	8	0	20	3	6	10	1									
		2.32%	0.93%	6.19%	2.20%	2.78%	1.98%	2.47%	0.60%	3.54%	2.14%	0.00%	2.01%	7.32%	1.96%	6.45%	1.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1731	74	42	55	65	327	62	94	55	181	62	400	22	174	77	41									
		50.81%	69.16%	37.17%	60.44%	60.19%	58.92%	76.54%	56.29%	48.67%	48.53%	44.29%	40.12%	53.66%	56.86%	49.68%	68.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	1	1	0	1	7	0	0	0	2	4	3	0	2	1	0									
		0.65%	0.93%	0.88%	0.00%	0.93%	1.26%	0.00%	0.00%	0.00%	0.54%	2.86%	0.30%	0.00%	0.65%	0.65%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0									
		0.18%	0.00%	0.00%	0.00%	0.93%	0.18%	0.00%	0.00%	0.88%	0.00%	0.71%	0.10%	0.00%	0.33%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	622	10	30	16	17	84	7	27	25	67	33	220	5	47	25	9									
		18.26%	9.35%	26.55%	17.58%	15.74%	15.14%	8.64%	16.17%	22.12%	17.96%	23.57%	22.07%	12.20%	15.36%	16.13%	15.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	0	2	0	0	0	0	0	0	4	0	4	0	0	0	0									
		0.29%	0.00%	1.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	0	4	0	2	3	0	1	0	7	1	7	0	2	1	0									
		0.82%	0.00%	3.54%	0.00%	1.85%	0.54%	0.00%	0.60%	0.00%	1.88%	0.71%	0.70%	0.00%	0.65%	0.65%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	1	0	3	0	1	0	1	0	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.80%	0.00%	0.10%	0.00%	0.33%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	1	0	0	0	1	0	0	1	4	3	11	0	3	1	1									
		0.76%	0.93%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.88%	1.07%	2.14%	1.10%	0.00%	0.98%	0.65%	1.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	420	17	17	12	11	59	6	20	15	24	23	150	4	24	30	8									
		12.33%	15.89%	15.04%	13.19%	10.19%	10.63%	7.41%	11.98%	13.27%	6.43%	16.43%	15.05%	9.76%	7.84%	19.35%	13.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	1	0	1	2	0	0	0	1	0	4	0	4	1	0									
		0.41%	0.00%	0.88%	0.00%	0.93%	0.36%	0.00%	0.00%	0.00%	0.27%	0.00%	0.40%	0.00%	1.31%	0.65%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	235	1	4	5	1	39	3	10	6	22	5	117	4	16	2	0									
		6.90%	0.93%	3.54%	5.49%	0.93%	7.03%	3.70%	5.99%	5.31%	5.90%	3.57%	11.74%	9.76%	5.23%	1.29%	0.00%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
