Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Москаленская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	575	10	31	3	2	20	4	5	17	11	7	3	8	10	21	5	4	4	16	5	15	7	4	30	3	4	5	4	2	16	9	9	4	11	3	20	17	36	3	9	5	24	23	20	37	31	24	14									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	568	10	31	3	2	20	4	5	17	11	7	3	8	10	21	5	4	4	16	5	15	7	4	30	3	4	5	4	2	16	9	9	4	11	3	20	17	36	3	9	5	24	23	13	37	31	24	14									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	116	0	3	1	0	4	1	4	2	0	1	0	4	5	7	3	2	1	0	1	3	0	0	0	1	1	1	2	2	1	2	0	0	1	0	0	0	2	2	1	2	3	0	7	24	10	5	7									
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	1	5	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	79	1	2	0	0	6	0	3	2	5	0	0	2	3	2	0	2	1	4	0	1	2	0	2	0	1	2	0	0	2	0	0	1	3	0	0	1	9	0	0	0	3	2	2	9	3	1	2									
		0.69%	0.36%	0.42%	0.00%	0.00%	1.11%	0.00%	2.52%	0.68%	2.31%	0.00%	0.00%	1.32%	1.63%	0.50%	0.00%	1.63%	1.01%	1.53%	0.00%	0.39%	1.46%	0.00%	0.43%	0.00%	1.04%	1.32%	0.00%	0.00%	0.46%	0.00%	0.00%	0.90%	1.97%	0.00%	0.00%	0.27%	1.70%	0.00%	0.00%	0.00%	0.55%	0.38%	0.49%	1.57%	0.46%	0.25%	0.65%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	510	14	14	6	5	28	6	7	14	10	4	0	7	9	18	4	3	3	14	2	17	6	1	27	3	5	14	14	1	8	4	8	1	1	1	14	14	23	2	2	6	31	18	23	31	36	14	17									
		4.44%	5.11%	2.97%	6.32%	6.76%	5.19%	5.00%	5.88%	4.73%	4.63%	2.92%	0.00%	4.61%	4.89%	4.53%	4.00%	2.44%	3.03%	5.36%	2.15%	6.67%	4.38%	1.12%	5.84%	3.16%	5.21%	9.21%	10.14%	1.30%	1.85%	2.13%	3.86%	0.90%	0.66%	2.17%	3.58%	3.74%	4.34%	2.94%	1.15%	6.38%	5.72%	3.40%	5.68%	5.39%	5.51%	3.52%	5.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	131	1	3	0	3	4	0	0	7	1	4	0	1	2	5	2	1	1	3	1	3	5	1	7	0	0	0	1	0	3	1	1	0	0	0	5	2	6	0	1	0	7	5	6	7	13	12	6									
		1.14%	0.36%	0.64%	0.00%	4.05%	0.74%	0.00%	0.00%	2.36%	0.46%	2.92%	0.00%	0.66%	1.09%	1.26%	2.00%	0.81%	1.01%	1.15%	1.08%	1.18%	3.65%	1.12%	1.52%	0.00%	0.00%	0.00%	0.72%	0.00%	0.69%	0.53%	0.48%	0.00%	0.00%	0.00%	1.28%	0.53%	1.13%	0.00%	0.57%	0.00%	1.29%	0.95%	1.48%	1.22%	1.99%	3.02%	1.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5176	89	233	35	39	273	88	30	103	75	59	34	80	81	215	40	84	53	89	55	125	73	45	192	39	61	90	55	63	320	105	98	60	91	19	236	172	212	20	115	35	164	203	134	222	243	118	111									
		45.08%	32.48%	49.36%	36.84%	52.70%	50.65%	73.33%	25.21%	34.80%	34.72%	43.07%	62.96%	52.63%	44.02%	54.16%	40.00%	68.29%	53.54%	34.10%	59.14%	49.02%	53.28%	50.56%	41.56%	41.05%	63.54%	59.21%	39.86%	81.82%	74.07%	55.85%	47.34%	54.05%	59.87%	41.30%	60.36%	45.99%	40.00%	29.41%	66.09%	37.23%	30.26%	38.37%	33.09%	38.61%	37.21%	29.65%	36.27%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	0	4	0	0	3	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	1	3	0	0	0	0	6	1	2	4	0	2	1									
		0.32%	0.00%	0.85%	0.00%	0.00%	0.56%	0.00%	0.84%	0.00%	0.46%	1.46%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.48%	0.00%	0.66%	0.00%	0.26%	0.80%	0.00%	0.00%	0.00%	0.00%	1.11%	0.19%	0.49%	0.70%	0.00%	0.50%	0.33%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	0	3	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	6	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	4	1	2	0	0	2	4	0	1	1	0	0									
		0.30%	0.00%	0.64%	0.00%	0.00%	0.37%	0.83%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	2.30%	0.00%	0.39%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.72%	0.00%	0.23%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	1.07%	0.19%	2.94%	0.00%	0.00%	0.37%	0.76%	0.00%	0.17%	0.15%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2206	50	104	22	0	86	13	33	67	47	42	13	30	32	48	29	19	20	51	22	53	30	20	67	3	7	6	2	1	43	36	59	31	16	10	82	88	167	26	24	32	133	131	53	101	106	89	62									
		19.21%	18.25%	22.03%	23.16%	0.00%	15.96%	10.83%	27.73%	22.64%	21.76%	30.66%	24.07%	19.74%	17.39%	12.09%	29.00%	15.45%	20.20%	19.54%	23.66%	20.78%	21.90%	22.47%	14.50%	3.16%	7.29%	3.95%	1.45%	1.30%	9.95%	19.15%	28.50%	27.93%	10.53%	21.74%	20.97%	23.53%	31.51%	38.24%	13.79%	34.04%	24.54%	24.76%	13.09%	17.57%	16.23%	22.36%	20.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	1	2	0	3	0	1	1	0	3	0	4	1	1	0									
		0.22%	0.36%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	1.12%	0.43%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.17%	0.51%	0.00%	0.57%	0.00%	0.57%	1.06%	0.00%	0.57%	0.00%	0.70%	0.15%	0.25%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	94	3	0	0	0	4	0	0	8	3	2	2	0	0	2	0	1	1	0	0	1	2	1	1	1	0	0	0	0	2	4	1	5	7	0	1	1	2	3	2	2	2	5	3	4	8	9	1									
		0.82%	1.09%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	2.70%	1.39%	1.46%	3.70%	0.00%	0.00%	0.50%	0.00%	0.81%	1.01%	0.00%	0.00%	0.39%	1.46%	1.12%	0.22%	1.05%	0.00%	0.00%	0.00%	0.00%	0.46%	2.13%	0.48%	4.50%	4.61%	0.00%	0.26%	0.27%	0.38%	4.41%	1.15%	2.13%	0.37%	0.95%	0.74%	0.70%	1.23%	2.26%	0.33%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	1	2	0	0	4	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	4	0	1	0	1	0									
		0.20%	0.36%	0.42%	0.00%	0.00%	0.74%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.81%	0.00%	0.00%	1.08%	0.00%	0.00%	1.12%	0.22%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	1.06%	0.00%	0.76%	0.00%	0.17%	0.00%	0.25%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	88	0	7	0	0	1	0	2	7	2	1	0	1	1	1	1	1	0	0	2	1	4	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	4	1	0	3	5	8	5	7	8	5	3									
		0.77%	0.00%	1.48%	0.00%	0.00%	0.19%	0.00%	1.68%	2.36%	0.93%	0.73%	0.00%	0.66%	0.54%	0.25%	1.00%	0.81%	0.00%	0.00%	2.15%	0.39%	2.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	1.06%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.75%	1.47%	0.00%	3.19%	0.92%	1.51%	1.23%	1.22%	1.23%	1.26%	0.98%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2359	89	76	30	18	99	8	37	65	46	17	3	24	43	89	18	8	16	47	8	37	13	11	134	48	18	36	61	10	44	30	31	12	9	12	36	60	62	7	17	9	138	110	146	132	186	119	90									
		20.55%	32.48%	16.10%	31.58%	24.32%	18.37%	6.67%	31.09%	21.96%	21.30%	12.41%	5.56%	15.79%	23.37%	22.42%	18.00%	6.50%	16.16%	18.01%	8.60%	14.51%	9.49%	12.36%	29.00%	50.53%	18.75%	23.68%	44.20%	12.99%	10.19%	15.96%	14.98%	10.81%	5.92%	26.09%	9.21%	16.04%	11.70%	10.29%	9.77%	9.57%	25.46%	20.79%	36.05%	22.96%	28.48%	29.90%	29.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	6	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	0	2	1	1	1	0	2	2									
		0.25%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	2.30%	0.00%	0.78%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.26%	0.27%	0.38%	1.47%	0.00%	0.00%	0.37%	0.19%	0.25%	0.17%	0.00%	0.50%	0.65%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	368	7	19	2	7	15	3	2	15	15	4	1	7	6	11	4	2	2	0	2	7	2	3	10	0	1	1	2	2	4	6	3	1	21	3	8	10	29	1	5	3	19	17	14	23	30	13	6									
		3.21%	2.55%	4.03%	2.11%	9.46%	2.78%	2.50%	1.68%	5.07%	6.94%	2.92%	1.85%	4.61%	3.26%	2.77%	4.00%	1.63%	2.02%	0.00%	2.15%	2.75%	1.46%	3.37%	2.16%	0.00%	1.04%	0.66%	1.45%	2.60%	0.93%	3.19%	1.45%	0.90%	13.82%	6.52%	2.05%	2.67%	5.47%	1.47%	2.87%	3.19%	3.51%	3.21%	3.46%	4.00%	4.59%	3.27%	1.96%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
