Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																													
Дата голосования: 04.12.2011																																																																													
																																																																													
Наименование Избирательной комиссии:    ТИК Левобережной части г.Владикавказа																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
		Сумма	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	507	61	0	245	1	4	1	1	5	6	3	3	1	4	14	4	2	1	0	0	0	3	0	11	8	1	12	3	11	2	0	1	1	2	3	2	3	1	1	5	2	4	0	7	1	5	2	2	4	4	2	1	5	4	2	0	1	3	2	5	1	3	3	4	0	2	2	3	5	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3556	21	25	33	19	67	34	19	70	76	35	61	32	70	70	69	55	44	1	15	4	73	3	53	67	34	62	34	70	62	18	40	46	61	81	42	58	40	48	49	62	32	59	64	80	65	76	60	55	38	57	60	59	65	65	62	69	50	68	60	68	70	46	50	76	50	59	30	58	60	22					
		2.97%	3.02%	2.97%	2.93%	2.95%	2.96%	2.95%	2.91%	2.98%	2.97%	2.98%	2.94%	2.94%	2.96%	2.96%	2.97%	2.97%	2.95%	3.85%	2.92%	3.23%	2.98%	2.83%	2.96%	2.97%	2.97%	2.99%	2.99%	2.99%	2.99%	6.08%	2.19%	3.20%	2.51%	3.44%	2.63%	3.26%	2.57%	3.39%	2.81%	3.12%	2.34%	3.50%	2.73%	3.20%	2.66%	3.35%	2.64%	3.40%	2.65%	3.20%	2.78%	3.20%	3.27%	2.73%	2.73%	3.17%	2.53%	3.46%	2.88%	3.08%	2.88%	3.11%	2.68%	3.24%	2.78%	3.16%	2.82%	3.15%	2.77%	3.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1301	8	9	12	7	24	12	7	28	25	13	22	12	26	26	25	20	17	0	6	2	27	1	19	24	12	23	12	25	22	20	3	16	26	26	17	19	17	15	19	22	15	18	26	29	27	25	25	17	16	19	23	20	22	26	25	24	21	21	23	24	26	16	19	26	20	20	21	20	14	7					
		1.09%	1.15%	1.07%	1.06%	1.09%	1.06%	1.04%	1.07%	1.19%	0.98%	1.11%	1.06%	1.10%	1.10%	1.10%	1.08%	1.08%	1.14%	0.00%	1.17%	1.61%	1.10%	0.94%	1.06%	1.07%	1.05%	1.11%	1.06%	1.07%	1.06%	6.76%	0.16%	1.11%	1.07%	1.10%	1.07%	1.07%	1.09%	1.06%	1.09%	1.11%	1.10%	1.07%	1.11%	1.16%	1.11%	1.10%	1.10%	1.05%	1.12%	1.07%	1.07%	1.09%	1.11%	1.09%	1.10%	1.10%	1.06%	1.07%	1.10%	1.09%	1.07%	1.08%	1.02%	1.11%	1.11%	1.07%	1.98%	1.09%	0.65%	1.17%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	331	2	2	3	2	6	3	2	6	7	3	6	3	7	7	6	5	4	0	1	0	7	0	5	6	3	6	3	6	6	5	1	4	5	9	4	3	6	4	5	6	4	5	9	5	7	6	6	4	4	5	7	5	5	7	6	6	5	5	6	4	7	6	5	7	3	7	3	5	6	2					
		0.28%	0.29%	0.24%	0.27%	0.31%	0.27%	0.26%	0.31%	0.26%	0.27%	0.26%	0.29%	0.28%	0.30%	0.30%	0.26%	0.27%	0.27%	0.00%	0.19%	0.00%	0.29%	0.00%	0.28%	0.27%	0.26%	0.29%	0.26%	0.26%	0.29%	1.69%	0.05%	0.28%	0.21%	0.38%	0.25%	0.17%	0.39%	0.28%	0.29%	0.30%	0.29%	0.30%	0.38%	0.20%	0.29%	0.26%	0.26%	0.25%	0.28%	0.28%	0.32%	0.27%	0.25%	0.29%	0.26%	0.28%	0.25%	0.25%	0.29%	0.18%	0.29%	0.41%	0.27%	0.30%	0.17%	0.38%	0.28%	0.27%	0.28%	0.33%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	29870	140	163	223	130	443	227	138	450	507	221	420	214	467	1753	460	364	294	5	91	34	484	20	354	444	226	411	224	464	409	52	371	281	491	454	321	347	314	274	349	390	280	324	1743	1853	1810	441	456	311	286	348	431	360	386	478	455	427	400	370	424	435	483	289	385	449	1336	365	200	362	444	115					
		24.96%	20.11%	19.36%	19.79%	20.19%	19.60%	19.72%	21.17%	19.15%	19.80%	18.82%	20.26%	19.69%	19.73%	74.12%	19.79%	19.68%	19.72%	19.23%	17.70%	27.42%	19.73%	18.87%	19.79%	19.71%	19.77%	19.83%	19.70%	19.85%	19.79%	17.57%	20.33%	19.57%	20.20%	19.28%	20.13%	19.52%	20.18%	19.36%	19.99%	19.63%	20.45%	19.24%	74.27%	74.09%	74.12%	19.42%	20.06%	19.23%	19.97%	19.52%	19.96%	19.54%	19.41%	20.07%	20.03%	19.59%	20.25%	18.84%	20.36%	19.71%	19.85%	19.53%	20.60%	19.14%	74.22%	19.57%	18.83%	19.64%	20.51%	19.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	295	2	2	3	1	5	3	1	6	6	3	5	3	5	5	6	5	4	0	1	0	5	0	4	6	3	5	2	6	5	0	6	4	6	6	4	4	4	4	4	5	3	4	6	6	6	6	6	4	4	4	5	5	5	6	6	5	5	3	7	7	6	2	5	6	6	3	3	5	5	2					
		0.25%	0.29%	0.24%	0.27%	0.16%	0.22%	0.26%	0.15%	0.26%	0.23%	0.26%	0.24%	0.28%	0.21%	0.21%	0.26%	0.27%	0.27%	0.00%	0.19%	0.00%	0.20%	0.00%	0.22%	0.27%	0.26%	0.24%	0.18%	0.26%	0.24%	0.00%	0.33%	0.28%	0.25%	0.25%	0.25%	0.22%	0.26%	0.28%	0.23%	0.25%	0.22%	0.24%	0.26%	0.24%	0.25%	0.26%	0.26%	0.25%	0.28%	0.22%	0.23%	0.27%	0.25%	0.25%	0.26%	0.23%	0.25%	0.15%	0.34%	0.32%	0.25%	0.14%	0.27%	0.26%	0.33%	0.16%	0.28%	0.27%	0.23%	0.33%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	82447	510	624	834	474	1673	849	468	1746	1890	877	1522	803	1751	468	1724	1366	1102	20	388	82	1814	74	1330	1665	848	1542	842	1739	1534	197	1374	1067	1799	1743	1183	1318	1154	1051	1298	1474	1014	1247	471	488	491	1682	1682	1192	1059	1321	1601	1365	1471	1768	1683	1614	1466	1469	1534	1636	1799	1093	1374	1754	361	1383	784	1369	1609	450					
		68.88%	73.28%	74.11%	74.00%	73.60%	74.03%	73.76%	71.78%	74.30%	73.83%	74.70%	73.42%	73.87%	73.98%	19.79%	74.18%	73.84%	73.91%	76.92%	75.49%	66.13%	73.95%	69.81%	74.34%	73.90%	74.19%	74.38%	74.05%	74.38%	74.21%	66.55%	75.29%	74.30%	74.00%	74.01%	74.17%	74.13%	74.16%	74.28%	74.34%	74.18%	74.07%	74.05%	20.07%	19.51%	20.11%	74.06%	73.99%	73.72%	73.95%	74.09%	74.15%	74.10%	73.96%	74.22%	74.08%	74.04%	74.23%	74.80%	73.64%	74.13%	73.94%	73.85%	73.52%	74.77%	20.06%	74.16%	73.82%	74.28%	74.32%	75.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	354	2	3	4	2	7	4	2	7	8	4	6	3	7	7	7	5	4	0	2	0	7	0	5	7	3	6	3	7	6	1	5	4	9	5	5	7	3	4	5	6	4	5	5	9	7	7	7	5	4	5	6	5	6	7	7	6	6	8	4	7	7	4	6	7	5	6	4	5	6	2					
		0.30%	0.29%	0.36%	0.35%	0.31%	0.31%	0.35%	0.31%	0.30%	0.31%	0.34%	0.29%	0.28%	0.30%	0.30%	0.30%	0.27%	0.27%	0.00%	0.39%	0.00%	0.29%	0.00%	0.28%	0.31%	0.26%	0.29%	0.26%	0.30%	0.29%	0.34%	0.27%	0.28%	0.37%	0.21%	0.31%	0.39%	0.19%	0.28%	0.29%	0.30%	0.29%	0.30%	0.21%	0.36%	0.29%	0.31%	0.31%	0.31%	0.28%	0.28%	0.28%	0.27%	0.30%	0.29%	0.31%	0.28%	0.30%	0.41%	0.19%	0.32%	0.29%	0.27%	0.32%	0.30%	0.28%	0.32%	0.38%	0.27%	0.28%	0.33%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
