Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Усманская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	222	21	8	1	16	14	13	11	19	9	0	3	2	4	6	5	0	12	2	6	5	0	5	7	0	0	2	2	5	5	6	0	3	2	7	3	5	5	1	0	0	3	0	4	0									
		0.81%	1.54%	0.52%	0.09%	1.51%	1.11%	1.33%	2.29%	1.45%	2.05%	0.00%	0.90%	0.99%	0.77%	0.69%	0.71%	0.00%	1.15%	0.73%	1.08%	1.72%	0.00%	0.93%	1.83%	0.00%	0.00%	0.26%	0.26%	0.65%	0.74%	1.52%	0.00%	0.32%	0.16%	1.74%	1.81%	1.25%	1.72%	0.08%	0.00%	0.00%	0.55%	0.00%	1.44%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	380	24	13	1	21	13	16	10	12	4	0	8	8	8	21	17	0	50	3	8	6	0	7	6	16	0	0	6	7	7	7	0	4	21	0	0	21	9	5	3	0	7	8	3	0									
		1.39%	1.76%	0.85%	0.09%	1.98%	1.03%	1.64%	2.08%	0.92%	0.91%	0.00%	2.41%	3.96%	1.54%	2.41%	2.41%	0.00%	4.79%	1.09%	1.44%	2.06%	0.00%	1.31%	1.57%	2.05%	0.00%	0.00%	0.78%	0.91%	1.04%	1.77%	0.00%	0.43%	1.64%	0.00%	0.00%	5.24%	3.10%	0.41%	1.20%	0.00%	1.28%	2.71%	1.08%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	272	26	0	2	0	28	10	0	0	9	0	10	6	9	7	18	2	18	2	8	8	5	0	9	0	0	7	7	11	5	2	0	0	20	6	0	17	9	3	0	0	2	6	0	0									
		0.99%	1.90%	0.00%	0.17%	0.00%	2.22%	1.02%	0.00%	0.00%	2.05%	0.00%	3.01%	2.97%	1.73%	0.80%	2.56%	0.70%	1.72%	0.73%	1.44%	2.75%	1.85%	0.00%	2.35%	0.00%	0.00%	0.90%	0.91%	1.43%	0.74%	0.51%	0.00%	0.00%	1.56%	1.49%	0.00%	4.24%	3.10%	0.25%	0.00%	0.00%	0.37%	2.03%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19756	688	1087	904	605	786	590	241	879	310	238	215	103	401	657	447	270	649	225	432	219	199	356	247	628	270	666	555	522	522	337	473	852	981	288	125	200	185	1019	219	187	466	264	204	45									
		72.05%	50.37%	70.68%	78.20%	56.91%	62.23%	60.39%	50.21%	67.25%	70.78%	91.89%	64.76%	50.99%	76.97%	75.43%	63.49%	94.08%	62.16%	81.82%	77.56%	75.26%	73.70%	66.54%	64.49%	80.51%	98.18%	85.82%	72.08%	67.79%	77.45%	85.32%	96.14%	91.32%	76.76%	71.46%	75.30%	49.88%	63.79%	83.46%	87.60%	83.11%	85.19%	89.49%	73.38%	54.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	97	10	5	0	4	5	5	4	0	2	0	3	3	0	1	2	0	2	0	1	2	0	16	3	0	0	0	2	3	0	1	0	1	1	0	0	15	0	1	0	0	1	0	2	2									
		0.35%	0.73%	0.33%	0.00%	0.38%	0.40%	0.51%	0.83%	0.00%	0.46%	0.00%	0.90%	1.49%	0.00%	0.11%	0.28%	0.00%	0.19%	0.00%	0.18%	0.69%	0.00%	2.99%	0.78%	0.00%	0.00%	0.00%	0.26%	0.39%	0.00%	0.25%	0.00%	0.11%	0.08%	0.00%	0.00%	3.74%	0.00%	0.08%	0.00%	0.00%	0.18%	0.00%	0.72%	2.44%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	1	0	0	2	0	0	1	0	0	0	0	3	0	1	3	0	3	0	0	0	0	7	3	0	0	0	0	2	0	0	0	0	1	0	0	10	1	1	0	0	0	0	0	1									
		0.15%	0.07%	0.00%	0.00%	0.19%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.11%	0.43%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	1.31%	0.78%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	2.49%	0.34%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2396	141	176	67	150	152	147	102	179	54	6	39	23	38	74	65	4	113	19	38	16	26	49	30	52	3	41	40	79	59	14	9	12	57	38	18	56	30	82	16	16	32	3	23	8									
		8.74%	10.32%	11.44%	5.80%	14.11%	12.03%	15.05%	21.25%	13.70%	12.33%	2.32%	11.75%	11.39%	7.29%	8.50%	9.23%	1.39%	10.82%	6.91%	6.82%	5.50%	9.63%	9.16%	7.83%	6.67%	1.09%	5.28%	5.19%	10.26%	8.75%	3.54%	1.83%	1.29%	4.46%	9.43%	10.84%	13.97%	10.34%	6.72%	6.40%	7.11%	5.85%	1.02%	8.27%	9.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	62	12	2	0	2	5	6	1	4	2	0	3	2	0	0	2	0	0	1	0	2	0	1	0	0	0	0	1	1	0	1	0	0	5	0	0	5	1	0	0	0	0	0	1	2									
		0.23%	0.88%	0.13%	0.00%	0.19%	0.40%	0.61%	0.21%	0.31%	0.46%	0.00%	0.90%	0.99%	0.00%	0.00%	0.28%	0.00%	0.00%	0.36%	0.00%	0.69%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.13%	0.13%	0.00%	0.25%	0.00%	0.00%	0.39%	0.00%	0.00%	1.25%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	2.44%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	65	4	7	1	5	3	15	4	8	3	0	0	1	0	1	1	0	2	0	2	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0									
		0.24%	0.29%	0.46%	0.09%	0.47%	0.24%	1.54%	0.83%	0.61%	0.68%	0.00%	0.00%	0.50%	0.00%	0.11%	0.14%	0.00%	0.19%	0.00%	0.36%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.26%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	2	3	0	0	0	1	1	2	1	0	0	1	0	0	1	0	3	0	0	0	0	1	3	0	0	0	3	0	2	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0									
		0.11%	0.15%	0.20%	0.00%	0.00%	0.00%	0.10%	0.21%	0.15%	0.23%	0.00%	0.00%	0.50%	0.00%	0.00%	0.14%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.19%	0.78%	0.00%	0.00%	0.00%	0.39%	0.00%	0.30%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	8	10	4	9	7	6	4	6	0	2	0	0	0	0	5	0	4	0	4	0	0	0	4	0	0	0	2	3	1	1	0	1	5	2	1	1	1	0	0	0	1	0	2	1									
		0.35%	0.59%	0.65%	0.35%	0.85%	0.55%	0.61%	0.83%	0.46%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.38%	0.00%	0.72%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.26%	0.39%	0.15%	0.25%	0.00%	0.11%	0.39%	0.50%	0.60%	0.25%	0.34%	0.00%	0.00%	0.00%	0.18%	0.00%	0.72%	1.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3116	347	167	122	200	217	126	73	137	37	10	39	44	49	95	103	8	115	15	39	25	29	62	53	62	2	57	122	110	65	25	8	58	150	46	17	50	38	80	12	20	31	3	31	17									
		11.36%	25.40%	10.86%	10.55%	18.81%	17.18%	12.90%	15.21%	10.48%	8.45%	3.86%	11.75%	21.78%	9.40%	10.91%	14.63%	2.79%	11.02%	5.45%	7.00%	8.59%	10.74%	11.59%	13.84%	7.95%	0.73%	7.35%	15.84%	14.29%	9.64%	6.33%	1.63%	6.22%	11.74%	11.41%	10.24%	12.47%	13.10%	6.55%	4.80%	8.89%	5.67%	1.02%	11.15%	20.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	8	0	5	4	5	3	0	3	1	0	0	2	0	0	1	0	7	2	0	1	0	5	3	0	0	0	9	0	0	0	0	1	3	0	0	1	1	1	0	0	1	0	0	0									
		0.24%	0.59%	0.00%	0.43%	0.38%	0.40%	0.31%	0.00%	0.23%	0.23%	0.00%	0.00%	0.99%	0.00%	0.00%	0.14%	0.00%	0.67%	0.73%	0.00%	0.34%	0.00%	0.93%	0.78%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.00%	0.00%	0.11%	0.23%	0.00%	0.00%	0.25%	0.34%	0.08%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	568	37	23	49	37	28	30	14	40	3	3	8	1	6	8	14	3	53	4	11	3	11	25	15	8	0	3	19	20	8	0	2	1	18	12	2	10	6	11	0	2	0	11	5	4									
		2.07%	2.71%	1.50%	4.24%	3.48%	2.22%	3.07%	2.92%	3.06%	0.68%	1.16%	2.41%	0.50%	1.15%	0.92%	1.99%	1.05%	5.08%	1.45%	1.97%	1.03%	4.07%	4.67%	3.92%	1.03%	0.00%	0.39%	2.47%	2.60%	1.19%	0.00%	0.41%	0.11%	1.41%	2.98%	1.20%	2.49%	2.07%	0.90%	0.00%	0.89%	0.00%	3.73%	1.80%	4.88%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
