Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																									
Дата голосования: 18.09.2016																																																									
																																																									
Наименование Избирательной комиссии:    Трубчевская																																																									
																																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																																									
																																																									
		Сумма	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030									
		2.11%	0.62%	0.77%	3.76%	3.33%	0.19%	2.71%	1.48%	0.00%	1.99%	2.51%	2.83%	1.31%	3.29%	2.34%	8.00%	3.13%	2.56%	4.88%	3.88%	2.04%	2.61%	3.85%	1.53%	1.33%	1.80%	0.56%	2.76%	0.00%	4.52%	2.03%	0.88%	3.19%	1.61%	1.87%	2.33%	2.51%	0.59%	0.00%	1.14%	4.91%	0.90%	1.60%	2.21%	3.91%	2.86%	2.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	168	2	7	17	9	4	18	11	0	6	5	7	12	1	3	4	1	2	0	0	3	4	2	7	4	1	0	0	2	4	1	0	0	0	4	4	8	1	0	2	0	0	4	0	3	2	3									
		0.92%	0.21%	1.08%	1.73%	1.11%	0.74%	1.81%	0.96%	0.00%	0.57%	0.70%	0.68%	1.05%	0.41%	1.75%	8.00%	0.78%	0.64%	0.00%	0.00%	1.22%	1.16%	2.56%	1.34%	2.67%	0.60%	0.00%	0.00%	2.44%	1.81%	0.41%	0.00%	0.00%	0.00%	0.93%	1.04%	1.82%	0.15%	0.00%	2.27%	0.00%	0.00%	1.28%	0.00%	1.07%	1.90%	1.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12533	731	405	507	602	401	556	916	261	798	475	730	818	186	119	27	70	238	63	95	164	190	39	352	67	109	118	275	70	145	176	193	185	39	232	277	315	516	39	63	108	94	192	154	186	73	164									
		68.90%	75.67%	62.31%	51.47%	74.32%	74.26%	55.82%	79.65%	86.42%	75.64%	66.25%	71.36%	71.44%	76.54%	69.59%	54.00%	54.69%	76.28%	76.83%	73.64%	66.94%	55.07%	50.00%	67.18%	44.67%	65.27%	66.67%	63.22%	85.37%	65.61%	71.54%	85.40%	65.60%	62.90%	54.21%	71.76%	71.75%	76.11%	90.70%	71.59%	66.26%	84.68%	61.54%	68.14%	66.19%	69.52%	69.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	71	1	4	2	3	0	8	6	0	2	2	3	3	0	14	0	1	2	0	0	1	1	0	5	1	1	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	1	1	2	0	1									
		0.39%	0.10%	0.62%	0.20%	0.37%	0.00%	0.80%	0.52%	0.00%	0.19%	0.28%	0.29%	0.26%	0.00%	8.19%	0.00%	0.78%	0.64%	0.00%	0.00%	0.41%	0.29%	0.00%	0.95%	0.67%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.23%	0.26%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.44%	0.71%	0.00%	0.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	1	0	2	1	1	4	2	0	2	1	1	0	1	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	1									
		0.15%	0.10%	0.00%	0.20%	0.12%	0.19%	0.40%	0.17%	0.00%	0.19%	0.14%	0.10%	0.00%	0.41%	0.00%	2.00%	0.78%	0.32%	0.00%	0.00%	0.00%	0.58%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.23%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.42%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1447	42	52	136	27	32	113	45	4	55	37	90	94	21	1	4	15	22	6	11	29	50	6	56	25	17	16	26	4	13	28	10	37	7	59	30	42	39	1	11	13	1	32	22	35	4	27									
		7.95%	4.35%	8.00%	13.81%	3.33%	5.93%	11.35%	3.91%	1.32%	5.21%	5.16%	8.80%	8.21%	8.64%	0.58%	8.00%	11.72%	7.05%	7.32%	8.53%	11.84%	14.49%	7.69%	10.69%	16.67%	10.18%	9.04%	5.98%	4.88%	5.88%	11.38%	4.42%	13.12%	11.29%	13.79%	7.77%	9.57%	5.75%	2.33%	12.50%	7.98%	0.90%	10.26%	9.73%	12.46%	3.81%	11.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	2	2	3	4	1	5	2	0	1	1	4	4	0	1	0	1	2	0	0	0	1	0	0	0	0	0	3	0	1	4	0	1	0	1	2	2	1	0	0	0	0	3	2	0	0	1									
		0.30%	0.21%	0.31%	0.30%	0.49%	0.19%	0.50%	0.17%	0.00%	0.09%	0.14%	0.39%	0.35%	0.00%	0.58%	0.00%	0.78%	0.64%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.45%	1.63%	0.00%	0.35%	0.00%	0.23%	0.52%	0.46%	0.15%	0.00%	0.00%	0.00%	0.00%	0.96%	0.88%	0.00%	0.00%	0.42%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	4	4	9	8	1	1	4	0	2	0	5	2	0	1	0	0	1	0	0	1	1	1	1	0	2	3	0	0	1	0	1	0	0	3	0	0	0	0	1	0	0	3	0	0	0	0									
		0.33%	0.41%	0.62%	0.91%	0.99%	0.19%	0.10%	0.35%	0.00%	0.19%	0.00%	0.49%	0.17%	0.00%	0.58%	0.00%	0.00%	0.32%	0.00%	0.00%	0.41%	0.29%	1.28%	0.19%	0.00%	1.20%	1.69%	0.00%	0.00%	0.45%	0.00%	0.44%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	1	0	1	2	3	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0									
		0.12%	0.00%	0.15%	0.00%	0.12%	0.37%	0.30%	0.09%	0.00%	0.09%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.41%	0.00%	1.28%	0.95%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	93	3	8	5	4	1	10	10	0	3	3	6	6	0	0	0	0	0	0	0	0	3	0	1	1	2	1	2	0	1	2	1	1	1	6	2	0	3	0	0	0	0	5	1	0	0	1									
		0.51%	0.31%	1.23%	0.51%	0.49%	0.19%	1.00%	0.87%	0.00%	0.28%	0.42%	0.59%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.19%	0.67%	1.20%	0.56%	0.46%	0.00%	0.45%	0.81%	0.44%	0.35%	1.61%	1.40%	0.52%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	1.60%	0.44%	0.00%	0.00%	0.42%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2643	149	126	219	97	87	204	92	37	133	149	110	140	25	22	7	28	23	8	15	26	66	21	57	32	21	35	93	5	41	17	19	38	13	92	42	45	102	3	9	27	14	45	33	33	17	26									
		14.53%	15.42%	19.38%	22.23%	11.98%	16.11%	20.48%	8.00%	12.25%	12.61%	20.78%	10.75%	12.23%	10.29%	12.87%	14.00%	21.88%	7.37%	9.76%	11.63%	10.61%	19.13%	26.92%	10.88%	21.33%	12.57%	19.77%	21.38%	6.10%	18.55%	6.91%	8.41%	13.48%	20.97%	21.50%	10.88%	10.25%	15.04%	6.98%	10.23%	16.56%	12.61%	14.42%	14.60%	11.74%	16.19%	11.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	2	0	2	1	0	2	4	0	4	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	3	0	0	1	0	1	0	2	1	2	1	0	0	1	0	0	2	1	0	1									
		0.21%	0.21%	0.00%	0.20%	0.12%	0.00%	0.20%	0.35%	0.00%	0.38%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	2.56%	0.19%	0.00%	0.60%	0.00%	0.69%	0.00%	0.00%	0.41%	0.00%	0.35%	0.00%	0.47%	0.26%	0.46%	0.15%	0.00%	0.00%	0.61%	0.00%	0.00%	0.88%	0.36%	0.00%	0.42%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	273	12	19	26	11	4	20	21	0	10	11	11	20	0	1	1	3	6	0	1	6	3	1	10	6	2	3	4	1	3	8	0	2	0	7	10	6	1	0	1	3	0	7	5	2	4	1									
		1.50%	1.24%	2.92%	2.64%	1.36%	0.74%	2.01%	1.83%	0.00%	0.95%	1.53%	1.08%	1.75%	0.00%	0.58%	2.00%	2.34%	1.92%	0.00%	0.78%	2.45%	0.87%	1.28%	1.91%	4.00%	1.20%	1.69%	0.92%	1.22%	1.36%	3.25%	0.00%	0.71%	0.00%	1.64%	2.59%	1.37%	0.15%	0.00%	1.14%	1.84%	0.00%	2.24%	2.21%	0.71%	3.81%	0.42%									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
