Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																										
Дата голосования: 02.12.2007																																																																										
																																																																										
Наименование Избирательной комиссии:    Новочеркасская городская																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №2487	УИК №2488					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2840	40	40	20	20	40	20	50	40	50	100	20	70	40	20	40	100	20	20	100	40	30	40	50	20	20	40	40	100	20	100	60	30	60	20	20	20	20	40	40	20	20	20	20	20	40	20	40	20	20	40	20	20	30	20	20	300	20	20	30	40	40	40	20	20	20	200	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1691	28	22	14	13	19	1	29	26	32	48	14	44	23	10	30	24	16	14	30	34	26	22	45	14	9	27	22	60	15	90	42	21	49	16	5	3	18	21	33	14	15	14	14	15	24	17	23	11	9	22	7	7	22	13	16	224	3	15	20	29	21	19	18	14	18	54	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1417	18	16	16	17	5	0	16	17	19	28	18	10	27	6	29	34	15	21	19	12	22	16	28	11	6	12	10	56	16	37	17	45	24	10	6	20	6	16	4	7	10	50	15	16	23	27	8	15	6	6	12	9	12	9	17	28	21	11	20	10	46	7	13	37	8	225	44					
14	Число погашенных неиспользованных открепительных удостоверений	1149	12	18	6	7	21	19	21	14	18	52	6	26	17	10	10	76	4	6	70	6	4	18	5	6	11	13	18	40	5	10	18	9	11	4	15	17	2	19	7	6	5	6	6	5	16	3	17	9	11	18	13	13	8	7	4	76	17	5	10	11	19	21	2	6	2	146	36					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
18	1.Политическая партия «Аграрная партия России»	2046	51	57	33	33	23	2	36	34	49	30	24	32	33	24	42	35	35	12	36	30	24	32	36	27	11	21	27	41	22	28	37	29	29	25	15	8	53	45	51	30	27	26	36	45	23	34	6	38	37	32	19	29	28	30	36	12	5	13	31	42	53	39	46	42	49	25	1					
		2.46%	2.98%	3.27%	3.04%	2.88%	2.54%	0.70%	2.72%	2.19%	3.36%	3.33%	2.79%	3.43%	2.24%	2.76%	1.85%	2.35%	2.89%	1.29%	2.80%	2.81%	1.91%	2.91%	2.68%	2.39%	1.70%	1.88%	2.58%	2.93%	3.04%	2.32%	2.31%	2.85%	2.36%	3.15%	2.53%	2.52%	2.94%	2.42%	3.19%	1.78%	2.16%	2.32%	3.15%	3.62%	1.96%	2.61%	0.48%	2.68%	2.76%	2.13%	1.89%	2.97%	2.11%	2.31%	2.41%	1.32%	1.17%	1.93%	2.54%	2.56%	3.66%	2.57%	2.48%	2.37%	3.06%	1.42%	0.06%					
19	2.Всероссийская политическая партия «Гражданская Сила»	864	36	27	7	19	17	2	20	22	12	13	11	8	24	11	25	21	16	10	17	9	10	10	13	15	4	7	7	26	7	23	23	10	8	13	6	0	9	8	11	14	15	14	11	11	13	14	29	17	8	15	10	7	9	8	9	8	1	2	12	13	6	14	18	13	17	18	1					
		1.04%	2.11%	1.55%	0.64%	1.66%	1.88%	0.70%	1.51%	1.42%	0.82%	1.44%	1.28%	0.86%	1.63%	1.26%	1.10%	1.41%	1.32%	1.07%	1.32%	0.84%	0.80%	0.91%	0.97%	1.33%	0.62%	0.63%	0.67%	1.86%	0.97%	1.91%	1.44%	0.98%	0.65%	1.64%	1.01%	0.00%	0.50%	0.43%	0.69%	0.83%	1.20%	1.25%	0.96%	0.88%	1.11%	1.07%	2.33%	1.20%	0.60%	0.99%	0.99%	0.72%	0.68%	0.62%	0.60%	0.88%	0.23%	0.30%	0.98%	0.79%	0.41%	0.92%	0.97%	0.73%	1.06%	1.02%	0.06%					
20	3.Политическая партия «Демократическая партия России»	113	1	3	2	0	2	1	0	1	2	1	1	2	1	2	3	3	1	2	1	1	2	1	1	1	2	1	1	3	3	2	0	1	2	4	0	0	3	5	3	0	4	2	3	3	0	0	3	4	2	0	1	0	2	1	3	1	1	0	2	2	2	2	3	1	4	1	1					
		0.14%	0.06%	0.17%	0.18%	0.00%	0.22%	0.35%	0.00%	0.06%	0.14%	0.11%	0.12%	0.21%	0.07%	0.23%	0.13%	0.20%	0.08%	0.21%	0.08%	0.09%	0.16%	0.09%	0.07%	0.09%	0.31%	0.09%	0.10%	0.21%	0.41%	0.17%	0.00%	0.10%	0.16%	0.50%	0.00%	0.00%	0.17%	0.27%	0.19%	0.00%	0.32%	0.18%	0.26%	0.24%	0.00%	0.00%	0.24%	0.28%	0.15%	0.00%	0.10%	0.00%	0.15%	0.08%	0.20%	0.11%	0.23%	0.00%	0.16%	0.12%	0.14%	0.13%	0.16%	0.06%	0.25%	0.06%	0.06%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	14608	275	411	259	249	177	28	321	326	354	161	132	179	239	164	262	297	207	173	186	165	178	217	226	172	103	190	177	220	154	113	338	139	185	120	83	18	269	332	250	261	235	228	237	260	218	314	220	269	300	271	241	208	243	264	289	122	65	125	223	329	204	312	314	299	301	197	10					
		17.55%	16.08%	23.61%	23.85%	21.73%	19.54%	9.76%	24.28%	20.98%	24.30%	17.85%	15.35%	19.19%	16.25%	18.83%	11.51%	19.92%	17.07%	18.58%	14.46%	15.45%	14.17%	19.73%	16.82%	15.23%	15.90%	16.99%	16.89%	15.73%	21.30%	9.38%	21.14%	13.68%	15.05%	15.13%	13.97%	5.68%	14.93%	17.89%	15.65%	15.44%	18.82%	20.30%	20.75%	20.92%	18.58%	24.10%	17.64%	18.99%	22.40%	18.03%	23.98%	21.27%	18.34%	20.37%	19.38%	13.42%	15.19%	18.57%	18.28%	20.04%	14.07%	20.54%	16.91%	16.90%	18.79%	11.21%	0.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	772	15	19	7	5	9	0	12	33	16	15	8	9	7	8	11	24	23	10	8	7	6	10	3	10	4	9	5	19	10	9	19	6	20	7	5	4	26	10	24	17	8	13	10	7	10	16	5	14	9	13	7	6	16	9	20	3	3	1	12	12	3	19	24	32	20	10	1					
		0.93%	0.88%	1.09%	0.64%	0.44%	0.99%	0.00%	0.91%	2.12%	1.10%	1.66%	0.93%	0.96%	0.48%	0.92%	0.48%	1.61%	1.90%	1.07%	0.62%	0.66%	0.48%	0.91%	0.22%	0.89%	0.62%	0.81%	0.48%	1.36%	1.38%	0.75%	1.19%	0.59%	1.63%	0.88%	0.84%	1.26%	1.44%	0.54%	1.50%	1.01%	0.64%	1.16%	0.88%	0.56%	0.85%	1.23%	0.40%	0.99%	0.67%	0.86%	0.70%	0.61%	1.21%	0.69%	1.34%	0.33%	0.70%	0.15%	0.98%	0.73%	0.21%	1.25%	1.29%	1.81%	1.25%	0.57%	0.06%					
23	6.Политическая партия «Партия социальной справедливости»	228	2	5	1	6	1	1	6	3	8	4	1	4	2	1	4	2	9	3	6	3	4	1	3	2	0	1	1	3	3	4	5	2	7	2	2	1	13	9	3	3	9	5	4	2	6	7	6	6	3	4	0	2	1	4	2	2	0	1	0	5	4	4	1	3	1	4	1					
		0.27%	0.12%	0.29%	0.09%	0.52%	0.11%	0.35%	0.45%	0.19%	0.55%	0.44%	0.12%	0.43%	0.14%	0.11%	0.18%	0.13%	0.74%	0.32%	0.47%	0.28%	0.32%	0.09%	0.22%	0.18%	0.00%	0.09%	0.10%	0.21%	0.41%	0.33%	0.31%	0.20%	0.57%	0.25%	0.34%	0.32%	0.72%	0.48%	0.19%	0.18%	0.72%	0.45%	0.35%	0.16%	0.51%	0.54%	0.48%	0.42%	0.22%	0.27%	0.00%	0.20%	0.08%	0.31%	0.13%	0.22%	0.00%	0.15%	0.00%	0.30%	0.28%	0.26%	0.05%	0.17%	0.06%	0.23%	0.06%					
24	7.Политическая партия «Либерально-демократическая партия России»	7771	154	116	98	82	79	31	99	131	93	83	83	72	168	61	326	110	118	82	110	125	166	108	142	148	71	147	102	119	59	177	164	93	107	75	64	32	123	155	144	165	108	71	76	81	99	91	111	134	126	154	86	74	121	117	177	137	46	68	131	154	176	103	148	134	115	223	128					
		9.34%	9.01%	6.66%	9.02%	7.16%	8.72%	10.80%	7.49%	8.43%	6.38%	9.20%	9.65%	7.72%	11.42%	7.00%	14.32%	7.38%	9.73%	8.81%	8.55%	11.70%	13.22%	9.82%	10.57%	13.11%	10.96%	13.15%	9.73%	8.51%	8.16%	14.69%	10.26%	9.15%	8.71%	9.46%	10.77%	10.09%	6.83%	8.35%	9.02%	9.76%	8.65%	6.32%	6.65%	6.52%	8.44%	6.98%	8.90%	9.46%	9.41%	10.25%	8.56%	7.57%	9.13%	9.03%	11.87%	15.07%	10.75%	10.10%	10.74%	9.38%	12.14%	6.78%	7.97%	7.57%	7.18%	12.68%	8.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	9619	185	208	173	145	93	31	166	187	180	88	118	117	188	97	154	194	175	103	158	123	133	133	133	107	85	113	107	176	104	91	193	107	124	81	44	31	197	215	209	185	168	185	172	165	127	208	161	175	188	197	115	132	188	163	191	101	65	61	159	230	113	148	222	210	194	127	3					
		11.56%	10.82%	11.95%	15.93%	12.65%	10.26%	10.80%	12.56%	12.03%	12.35%	9.76%	13.72%	12.54%	12.78%	11.14%	6.77%	13.01%	14.43%	11.06%	12.29%	11.52%	10.59%	12.09%	9.90%	9.48%	13.12%	10.11%	10.21%	12.58%	14.38%	7.55%	12.07%	10.53%	10.09%	10.21%	7.41%	9.78%	10.93%	11.58%	13.09%	10.95%	13.45%	16.47%	15.06%	13.27%	10.83%	15.96%	12.91%	12.36%	14.04%	13.11%	11.44%	13.50%	14.19%	12.58%	12.81%	11.11%	15.19%	9.06%	13.03%	14.01%	7.79%	9.74%	11.95%	11.87%	12.11%	7.22%	0.19%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	677	15	10	10	9	8	3	19	14	12	5	13	6	12	6	26	16	9	5	11	9	8	10	11	12	4	1	12	18	11	16	16	18	3	10	6	0	19	6	15	14	14	3	11	9	6	7	12	13	14	6	9	11	10	3	15	8	1	7	2	15	9	10	14	15	8	16	1					
		0.81%	0.88%	0.57%	0.92%	0.79%	0.88%	1.05%	1.44%	0.90%	0.82%	0.55%	1.51%	0.64%	0.82%	0.69%	1.14%	1.07%	0.74%	0.54%	0.86%	0.84%	0.64%	0.91%	0.82%	1.06%	0.62%	0.09%	1.15%	1.29%	1.52%	1.33%	1.00%	1.77%	0.24%	1.26%	1.01%	0.00%	1.05%	0.32%	0.94%	0.83%	1.12%	0.27%	0.96%	0.72%	0.51%	0.54%	0.96%	0.92%	1.05%	0.40%	0.90%	1.12%	0.75%	0.23%	1.01%	0.88%	0.23%	1.04%	0.16%	0.91%	0.62%	0.66%	0.75%	0.85%	0.50%	0.91%	0.06%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	44256	904	825	459	565	470	187	588	753	676	481	452	477	761	475	1349	722	561	491	727	566	692	540	728	611	356	605	590	717	317	709	743	574	715	424	355	215	1051	1032	851	972	629	547	541	620	630	571	661	705	628	777	502	480	677	670	728	498	232	380	627	800	841	832	1037	958	849	1100	1450					
		53.17%	52.87%	47.39%	42.27%	49.30%	51.88%	65.16%	44.48%	48.46%	46.40%	53.33%	52.56%	51.13%	51.73%	54.54%	59.27%	48.42%	46.25%	52.74%	56.53%	52.99%	55.10%	49.09%	54.17%	54.12%	54.94%	54.11%	56.30%	51.25%	43.85%	58.84%	46.47%	56.50%	58.18%	53.47%	59.76%	67.82%	58.32%	55.60%	53.29%	57.51%	50.36%	48.71%	47.37%	49.88%	53.71%	43.82%	53.01%	49.79%	46.90%	51.70%	49.95%	49.08%	51.09%	51.70%	48.83%	54.79%	54.21%	56.46%	51.39%	48.72%	58.00%	54.77%	55.84%	54.15%	52.99%	62.57%	90.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1438	51	42	30	19	15	0	38	35	40	16	12	18	26	17	43	52	42	34	12	16	20	27	31	15	4	12	10	45	20	19	45	17	21	22	8	3	19	21	13	18	16	16	36	26	33	31	18	27	14	23	10	15	17	16	7	7	6	10	16	22	16	22	17	25	15	28	1					
		1.73%	2.98%	2.41%	2.76%	1.66%	1.66%	0.00%	2.87%	2.25%	2.75%	1.77%	1.40%	1.93%	1.77%	1.95%	1.89%	3.49%	3.46%	3.65%	0.93%	1.50%	1.59%	2.45%	2.31%	1.33%	0.62%	1.07%	0.95%	3.22%	2.77%	1.58%	2.81%	1.67%	1.71%	2.77%	1.35%	0.95%	1.05%	1.13%	0.81%	1.07%	1.28%	1.42%	3.15%	2.09%	2.81%	2.38%	1.44%	1.91%	1.05%	1.53%	0.99%	1.53%	1.28%	1.23%	0.47%	0.77%	1.40%	1.49%	1.31%	1.34%	1.10%	1.45%	0.92%	1.41%	0.94%	1.59%	0.06%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
