15	Число открепительных удостоверений, выданных избирателям ТИК	203	0	1	2	4	0	5	4	1	2	1	6	1	3	4	0	1	4	1	3	4	4	3	6	7	2	1	3	2	1	2	2	4	4	3	2	9	8	4	2	2	0	2	4	8	3	2	0	1	2	3	6	2	5	3	1	9	0	3	4	3	1	3	6	0	0	8	1	0	5	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																	
19	Жириновский Владимир Вольфович	4452	22	42	91	78	72	68	36	118	77	36	71	47	94	14	2	57	51	69	175	69	81	31	84	29	81	70	64	62	62	82	59	92	67	98	70	57	80	38	21	45	52	78	76	69	74	45	88	91	57	99	86	48	86	81	48	54	2	59	56	62	33	79	109	99	74	80	55	3	35	12									
		4.62%	1.47%	4.63%	5.80%	8.30%	4.49%	4.45%	4.25%	12.37%	5.94%	4.27%	4.66%	3.75%	5.09%	1.73%	0.86%	3.43%	3.40%	5.79%	9.13%	3.00%	3.96%	1.43%	4.70%	2.02%	5.24%	5.21%	3.96%	3.68%	4.05%	4.32%	5.53%	6.67%	4.47%	5.80%	6.88%	5.24%	5.90%	3.09%	2.93%	7.14%	5.47%	5.10%	5.68%	3.37%	4.23%	5.72%	5.53%	5.40%	4.36%	5.94%	4.37%	4.34%	6.12%	4.73%	2.36%	4.66%	2.02%	5.64%	3.75%	3.44%	1.84%	4.37%	6.91%	4.16%	5.29%	4.51%	4.26%	3.00%	5.84%	6.49%									
20	Зюганов Геннадий Андреевич	13399	179	217	219	106	241	351	129	101	92	93	282	95	112	53	7	252	172	248	185	207	122	261	303	143	353	93	186	64	181	332	129	336	100	185	195	245	318	101	56	135	216	197	307	208	379	187	292	169	204	336	285	221	223	308	196	183	4	72	152	208	144	299	357	210	269	260	171	8	118	37									
		13.91%	11.95%	23.90%	13.95%	11.28%	15.02%	22.96%	15.23%	10.59%	7.10%	11.02%	18.50%	7.58%	6.06%	6.54%	3.02%	15.16%	11.45%	20.82%	9.66%	9.00%	5.97%	12.03%	16.94%	9.95%	22.83%	6.92%	11.50%	3.79%	11.84%	17.49%	12.09%	24.37%	6.68%	10.95%	19.17%	22.52%	23.47%	8.22%	7.82%	21.43%	22.74%	12.88%	22.93%	10.15%	21.68%	23.76%	18.34%	10.04%	15.60%	20.16%	14.48%	20.00%	15.87%	17.99%	9.66%	15.80%	4.04%	6.88%	10.18%	11.56%	8.01%	16.54%	22.62%	8.83%	19.21%	14.65%	13.25%	8.00%	19.70%	20.00%									
21	Миронов Сергей Михайлович	3213	8	29	49	35	58	67	17	12	22	14	55	48	42	14	1	60	38	49	19	46	14	22	93	29	83	87	64	56	60	56	70	67	66	88	59	57	63	33	26	24	51	48	75	30	115	31	67	35	48	73	56	69	11	32	38	56	0	21	26	46	19	68	92	94	63	76	28	4	36	5									
		3.34%	0.53%	3.19%	3.12%	3.72%	3.62%	4.38%	2.01%	1.26%	1.70%	1.66%	3.61%	3.83%	2.27%	1.73%	0.43%	3.61%	2.53%	4.11%	0.99%	2.00%	0.69%	1.01%	5.20%	2.02%	5.37%	6.47%	3.96%	3.32%	3.92%	2.95%	6.56%	4.86%	4.41%	5.21%	5.80%	5.24%	4.65%	2.69%	3.63%	3.81%	5.37%	3.14%	5.60%	1.46%	6.58%	3.94%	4.21%	2.08%	3.67%	4.38%	2.85%	6.24%	0.78%	1.87%	1.87%	4.84%	0.00%	2.01%	1.74%	2.56%	1.06%	3.76%	5.83%	3.95%	4.50%	4.28%	2.17%	4.00%	6.01%	2.70%									
22	Прохоров Михаил Дмитриевич	6863	31	140	141	29	109	270	56	17	12	16	245	65	113	73	6	201	23	139	79	23	40	11	187	14	164	63	9	59	125	147	123	184	127	103	106	127	186	43	83	71	117	162	152	76	197	108	166	28	165	151	127	144	97	18	107	129	1	48	85	169	95	74	215	44	142	122	105	1	51	7									
		7.12%	2.07%	15.42%	8.98%	3.09%	6.80%	17.66%	6.61%	1.78%	0.93%	1.90%	16.08%	5.18%	6.11%	9.00%	2.59%	12.09%	1.53%	11.67%	4.12%	1.00%	1.96%	0.51%	10.45%	0.97%	10.61%	4.69%	0.56%	3.50%	8.18%	7.74%	11.53%	13.34%	8.48%	6.09%	10.42%	11.67%	13.73%	3.50%	11.59%	11.27%	12.32%	10.59%	11.35%	3.71%	11.27%	13.72%	10.43%	1.66%	12.61%	9.06%	6.45%	13.03%	6.90%	1.05%	5.27%	11.14%	1.01%	4.59%	5.69%	9.39%	5.29%	4.09%	13.62%	1.85%	10.14%	6.87%	8.13%	1.00%	8.51%	3.78%									
23	Путин Владимир Владимирович	67582	1258	466	1070	684	1102	763	601	700	1088	676	847	996	1472	651	216	1086	1191	666	1439	1955	1769	1845	1108	1219	840	1010	1290	1435	1087	1264	686	673	1117	1204	572	580	686	1010	524	347	504	1031	700	1656	966	403	967	1348	818	1003	1400	609	981	1255	1639	723	90	836	1156	1294	1493	1276	784	1932	827	1224	919	82	351	122									
		70.15%	83.98%	51.32%	68.15%	72.77%	68.70%	49.90%	70.96%	73.38%	83.95%	80.09%	55.58%	79.43%	79.65%	80.27%	93.10%	65.34%	79.29%	55.92%	75.10%	85.00%	86.59%	85.02%	61.93%	84.83%	54.33%	75.15%	79.73%	85.06%	71.09%	66.60%	64.29%	48.80%	74.57%	71.24%	56.24%	53.31%	50.63%	82.25%	73.18%	55.08%	53.05%	67.39%	52.28%	80.82%	55.26%	51.21%	60.74%	80.05%	62.54%	60.17%	71.14%	55.11%	69.82%	73.31%	80.74%	62.44%	90.91%	79.92%	77.43%	71.89%	83.08%	70.58%	49.68%	81.21%	59.07%	68.96%	71.19%	82.00%	58.60%	65.95%									
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
