Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Староюрьевская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	98	6	1	1	2	4	5	1	0	2	4	1	5	0	0	0	3	4	0	3	39	11	2	4									
		1.44%	1.95%	0.83%	0.32%	0.61%	0.99%	4.17%	0.63%	0.00%	0.99%	0.78%	0.49%	2.82%	0.00%	0.00%	0.00%	1.59%	3.36%	0.00%	1.33%	3.78%	1.87%	0.43%	0.75%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	165	22	0	1	6	0	1	2	1	2	54	3	12	1	0	4	4	4	1	5	21	18	2	1									
		2.42%	7.17%	0.00%	0.32%	1.84%	0.00%	0.83%	1.25%	0.66%	0.99%	10.49%	1.48%	6.78%	0.49%	0.00%	1.51%	2.12%	3.36%	1.89%	2.21%	2.03%	3.06%	0.43%	0.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	48	0	2	0	0	0	4	0	3	2	5	2	5	1	0	0	3	4	1	5	0	6	2	3									
		0.70%	0.00%	1.67%	0.00%	0.00%	0.00%	3.33%	0.00%	1.97%	0.99%	0.97%	0.99%	2.82%	0.49%	0.00%	0.00%	1.59%	3.36%	1.89%	2.21%	0.00%	1.02%	0.43%	0.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5000	245	95	283	271	322	81	134	123	145	342	104	104	176	127	221	117	57	36	148	687	365	361	456									
		73.30%	79.80%	79.17%	90.71%	83.13%	80.10%	67.50%	83.75%	80.92%	72.14%	66.41%	51.23%	58.76%	85.44%	81.41%	83.40%	61.90%	47.90%	67.92%	65.49%	66.51%	62.07%	78.48%	85.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	0	4	1	11									
		0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	1.33%	0.00%	0.68%	0.22%	2.07%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.56%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	402	17	6	5	5	22	9	5	12	22	47	19	6	3	7	10	24	13	7	13	70	47	16	17									
		5.89%	5.54%	5.00%	1.60%	1.53%	5.47%	7.50%	3.13%	7.89%	10.95%	9.13%	9.36%	3.39%	1.46%	4.49%	3.77%	12.70%	10.92%	13.21%	5.75%	6.78%	7.99%	3.48%	3.20%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	3	2	0									
		0.16%	0.00%	0.00%	0.32%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.39%	0.00%	0.56%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.51%	0.43%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0									
		0.09%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.84%	0.00%	0.44%	0.00%	0.00%	0.22%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	2									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.53%	0.84%	0.00%	0.44%	0.00%	0.17%	0.00%	0.38%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	0	0	0	0	0	0	0	0	1	5	2	0	1	0	0	1	0	0	0	0	6	1	0									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.97%	0.99%	0.00%	0.49%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	1.02%	0.22%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	587	0	10	8	24	21	13	2	4	18	7	30	29	19	18	22	26	16	4	32	148	88	39	9									
		8.61%	0.00%	8.33%	2.56%	7.36%	5.22%	10.83%	1.25%	2.63%	8.96%	1.36%	14.78%	16.38%	9.22%	11.54%	8.30%	13.76%	13.45%	7.55%	14.16%	14.33%	14.97%	8.48%	1.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	0	0	0	0	3	1	1									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.50%	0.00%	0.00%	1.69%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.51%	0.22%	0.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	373	17	4	11	12	33	4	16	8	7	38	34	3	2	4	8	7	16	3	13	64	25	26	18									
		5.47%	5.54%	3.33%	3.53%	3.68%	8.21%	3.33%	10.00%	5.26%	3.48%	7.38%	16.75%	1.69%	0.97%	2.56%	3.02%	3.70%	13.45%	5.66%	5.75%	6.20%	4.25%	5.65%	3.39%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
