Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Белоярская 																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	2	1	4	2	0	3	0	0	1	0	0	1	2	0	5	1	0									
		0.16%	0.22%	0.13%	0.49%	0.21%	0.00%	0.29%	0.00%	0.00%	0.11%	0.00%	0.00%	0.12%	0.21%	0.00%	0.60%	0.13%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	82	6	8	5	7	8	7	3	2	5	7	0	2	4	4	6	2	6									
		0.61%	0.66%	1.05%	0.61%	0.72%	1.01%	0.68%	0.38%	0.21%	0.53%	1.93%	0.00%	0.25%	0.42%	0.55%	0.72%	0.26%	0.69%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	613	78	53	36	53	22	81	49	42	42	18	11	20	12	18	44	12	22									
		4.52%	8.58%	6.93%	4.41%	5.47%	2.77%	7.83%	6.19%	4.42%	4.47%	4.97%	4.62%	2.47%	1.25%	2.48%	5.26%	1.54%	2.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	3	7	5	2	3	6	2	3	2	1	1	4	3	1	4	1	2									
		0.37%	0.33%	0.92%	0.61%	0.21%	0.38%	0.58%	0.25%	0.32%	0.21%	0.28%	0.42%	0.49%	0.31%	0.14%	0.48%	0.13%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	364	33	31	28	27	25	39	35	32	35	10	1	8	11	7	27	6	9									
		2.69%	3.63%	4.05%	3.43%	2.79%	3.15%	3.77%	4.42%	3.36%	3.72%	2.76%	0.42%	0.99%	1.15%	0.97%	3.23%	0.77%	1.04%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
