Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Завьяловская - 34																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1751	УИК №1752	УИК №1753									
14	Число погашенных неиспользованных открепительных удостоверений	140	15	9	8	4	7	0	5	4	4	5	2	5	0	7	0	0	10	5	2	0	1	5	3	3	5	9	5	0	4	1	0	7	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	102	3	2	0	0	1	11	8	2	1	0	0	8	1	1	7	1	11	4	2	6	0	1	5	3	1	2	1	6	1	7	0	4	2									
		0.91%	0.42%	1.08%	0.00%	0.00%	0.71%	1.07%	1.18%	1.35%	0.99%	0.00%	0.00%	2.74%	0.35%	0.79%	1.41%	0.79%	1.07%	0.95%	1.19%	0.81%	0.00%	0.97%	2.55%	0.53%	0.23%	0.58%	0.62%	1.01%	0.67%	1.28%	0.00%	1.09%	2.41%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	238	11	4	2	2	3	11	11	5	0	1	1	5	9	7	13	3	36	6	1	20	6	2	6	12	14	7	6	8	5	11	3	5	2									
		2.13%	1.53%	2.16%	1.41%	3.77%	2.13%	1.07%	1.62%	3.38%	0.00%	0.75%	0.93%	1.71%	3.19%	5.51%	2.62%	2.38%	3.49%	1.43%	0.60%	2.70%	4.92%	1.94%	3.06%	2.11%	3.26%	2.03%	3.70%	1.35%	3.36%	2.01%	0.78%	1.37%	2.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	163	12	0	1	2	0	21	12	0	1	3	1	2	5	2	8	1	11	8	2	8	1	3	1	7	5	4	1	9	2	9	6	9	6									
		1.46%	1.67%	0.00%	0.70%	3.77%	0.00%	2.05%	1.77%	0.00%	0.99%	2.26%	0.93%	0.68%	1.77%	1.57%	1.61%	0.79%	1.07%	1.90%	1.19%	1.08%	0.82%	2.91%	0.51%	1.23%	1.16%	1.16%	0.62%	1.52%	1.34%	1.65%	1.55%	2.46%	7.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6756	446	116	95	30	91	534	369	82	64	93	68	174	143	64	291	83	536	217	111	515	63	71	122	342	285	216	98	421	89	376	269	240	42									
		60.50%	62.12%	62.70%	66.90%	56.60%	64.54%	52.15%	54.51%	55.41%	63.37%	69.92%	62.96%	59.59%	50.71%	50.39%	58.55%	65.87%	51.94%	51.54%	66.07%	69.50%	51.64%	68.93%	62.24%	60.21%	66.28%	62.61%	60.49%	70.88%	59.73%	68.74%	69.69%	65.57%	50.60%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	72	6	1	0	2	1	9	4	1	1	0	0	8	1	0	2	1	10	3	0	3	2	0	0	2	1	2	1	3	0	5	2	1	0									
		0.64%	0.84%	0.54%	0.00%	3.77%	0.71%	0.88%	0.59%	0.68%	0.99%	0.00%	0.00%	2.74%	0.35%	0.00%	0.40%	0.79%	0.97%	0.71%	0.00%	0.40%	1.64%	0.00%	0.00%	0.35%	0.23%	0.58%	0.62%	0.51%	0.00%	0.91%	0.52%	0.27%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	1	0	0	0	1	2	1	0	0	0	0	1	2	2	0	1	3	4	0	0	0	1	0	1	0	0	1	3	2	2	1	1	0									
		0.27%	0.14%	0.00%	0.00%	0.00%	0.71%	0.20%	0.15%	0.00%	0.00%	0.00%	0.00%	0.34%	0.71%	1.57%	0.00%	0.79%	0.29%	0.95%	0.00%	0.00%	0.00%	0.97%	0.00%	0.18%	0.00%	0.00%	0.62%	0.51%	1.34%	0.37%	0.26%	0.27%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1438	84	25	18	6	17	136	101	27	15	16	12	46	66	25	66	18	138	61	20	70	21	8	21	54	48	38	14	62	17	67	52	57	12									
		12.88%	11.70%	13.51%	12.68%	11.32%	12.06%	13.28%	14.92%	18.24%	14.85%	12.03%	11.11%	15.75%	23.40%	19.69%	13.28%	14.29%	13.37%	14.49%	11.90%	9.45%	17.21%	7.77%	10.71%	9.51%	11.16%	11.01%	8.64%	10.44%	11.41%	12.25%	13.47%	15.57%	14.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	33	0	0	0	0	0	8	4	1	1	1	4	0	1	0	1	0	2	0	0	0	0	0	0	5	0	3	1	0	0	0	1	0	0									
		0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.59%	0.68%	0.99%	0.75%	3.70%	0.00%	0.35%	0.00%	0.20%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.87%	0.62%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	174	9	1	1	0	1	41	17	6	2	2	5	2	1	1	6	0	20	6	1	4	4	3	2	8	4	5	3	8	1	4	3	3	0									
		1.56%	1.25%	0.54%	0.70%	0.00%	0.71%	4.00%	2.51%	4.05%	1.98%	1.50%	4.63%	0.68%	0.35%	0.79%	1.21%	0.00%	1.94%	1.43%	0.60%	0.54%	3.28%	2.91%	1.02%	1.41%	0.93%	1.45%	1.85%	1.35%	0.67%	0.73%	0.78%	0.82%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0									
		0.14%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.20%	0.00%	0.19%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.34%	0.00%	0.37%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	79	2	2	0	1	0	11	15	1	1	1	0	1	1	1	4	1	7	2	0	3	1	0	2	6	1	3	0	2	1	1	2	3	3									
		0.71%	0.28%	1.08%	0.00%	1.89%	0.00%	1.07%	2.22%	0.68%	0.99%	0.75%	0.00%	0.34%	0.35%	0.79%	0.80%	0.79%	0.68%	0.48%	0.00%	0.40%	0.82%	0.00%	1.02%	1.06%	0.23%	0.87%	0.00%	0.34%	0.67%	0.18%	0.52%	0.82%	3.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1103	61	18	15	7	15	100	66	12	7	9	8	15	30	13	53	6	163	73	15	58	14	6	24	72	40	37	17	40	15	30	24	29	11									
		9.88%	8.50%	9.73%	10.56%	13.21%	10.64%	9.77%	9.75%	8.11%	6.93%	6.77%	7.41%	5.14%	10.64%	10.24%	10.66%	4.76%	15.79%	17.34%	8.93%	7.83%	11.48%	5.83%	12.24%	12.68%	9.30%	10.72%	10.49%	6.73%	10.07%	5.48%	6.22%	7.92%	13.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	1	0	2	0	2	8	5	0	0	3	0	1	0	0	4	0	1	3	1	1	0	0	0	3	0	3	1	2	0	0	1	1	0									
		0.39%	0.14%	0.00%	1.41%	0.00%	1.42%	0.78%	0.74%	0.00%	0.00%	2.26%	0.00%	0.34%	0.00%	0.00%	0.80%	0.00%	0.10%	0.71%	0.60%	0.13%	0.00%	0.00%	0.00%	0.53%	0.00%	0.87%	0.62%	0.34%	0.00%	0.00%	0.26%	0.27%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	476	36	7	6	0	6	84	39	5	3	1	4	5	9	0	21	0	58	26	11	24	3	6	4	17	14	13	7	20	9	16	11	9	2									
		4.26%	5.01%	3.78%	4.23%	0.00%	4.26%	8.20%	5.76%	3.38%	2.97%	0.75%	3.70%	1.71%	3.19%	0.00%	4.23%	0.00%	5.62%	6.18%	6.55%	3.24%	2.46%	5.83%	2.04%	2.99%	3.26%	3.77%	4.32%	3.37%	6.04%	2.93%	2.85%	2.46%	2.41%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
