Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Горшеченская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	1	4	0	4	0	0	1	0	1	0	2	0	0	1	1	0	0	2	3	0	1	3	0	0	3	1	0	1	1	0	0	0	0	0	0									
		0.38%	0.21%	0.90%	0.00%	0.57%	0.00%	0.00%	0.54%	0.00%	0.55%	0.00%	3.45%	0.00%	0.00%	0.82%	1.54%	0.00%	0.00%	1.17%	0.97%	0.00%	0.31%	2.50%	0.00%	0.00%	1.52%	0.65%	0.00%	0.39%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	826	74	59	96	117	8	9	6	6	21	13	8	36	22	6	7	28	3	16	41	22	5	11	22	20	18	8	12	19	14	26	12	5	9	38	9									
		10.41%	15.71%	13.26%	15.97%	16.67%	5.26%	4.50%	3.24%	12.50%	11.60%	4.92%	13.79%	14.23%	20.95%	4.92%	10.77%	12.67%	4.76%	9.36%	13.23%	10.58%	1.57%	9.17%	12.36%	12.42%	9.14%	5.16%	9.68%	7.42%	10.53%	11.35%	6.12%	1.62%	12.50%	9.38%	3.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	4	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.21%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	2	14	2	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0									
		0.35%	0.42%	3.15%	0.33%	0.43%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	1.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.17%	0.14%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.40%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	3	0	3	2	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	2	0	0	1	0	0	0	2									
		0.28%	0.64%	0.00%	0.50%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	1.72%	0.40%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.48%	0.31%	0.83%	0.00%	0.00%	1.02%	0.00%	0.00%	0.78%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.77%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	784	69	58	80	98	11	15	8	14	11	20	4	45	6	11	4	17	6	9	21	19	29	14	17	18	19	6	4	26	5	15	33	25	3	41	3									
		9.88%	14.65%	13.03%	13.31%	13.96%	7.24%	7.50%	4.32%	29.17%	6.08%	7.58%	6.90%	17.79%	5.71%	9.02%	6.15%	7.69%	9.52%	5.26%	6.77%	9.13%	9.09%	11.67%	9.55%	11.18%	9.64%	3.87%	3.23%	10.16%	3.76%	6.55%	16.84%	8.12%	4.17%	10.12%	1.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	4	2	6	8	1	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1									
		0.42%	0.85%	0.45%	0.99%	1.14%	0.66%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	2.37%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	157	8	16	19	28	2	1	8	0	7	1	3	4	4	1	3	3	1	3	2	4	7	0	9	4	1	0	0	3	3	4	1	2	0	2	3									
		1.98%	1.70%	3.60%	3.16%	3.99%	1.32%	0.50%	4.32%	0.00%	3.87%	0.38%	5.17%	1.58%	3.81%	0.82%	4.62%	1.36%	1.59%	1.75%	0.65%	1.92%	2.19%	0.00%	5.06%	2.48%	0.51%	0.00%	0.00%	1.17%	2.26%	1.75%	0.51%	0.65%	0.00%	0.49%	1.15%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
