Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Чебаркульская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №2222	УИК №2223	УИК №2259									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	277	10	4	4	4	20	8	4	8	20	4	4	4	4	4	4	4	9	4	4	4	4	4	4	7	4	4	4	18	4	8	4	7	4	4	4	15	4	4	4	4	4	4	4	15	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	170	8	3	3	1	20	8	0	8	20	0	3	1	1	1	0	0	9	1	0	4	3	0	4	5	1	2	4	18	0	8	2	7	1	2	1	7	1	0	0	4	1	2	0	6	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	189	10	1	5	0	15	0	2	0	6	0	2	0	0	1	0	1	35	12	0	2	2	0	1	0	3	2	1	4	1	0	1	6	2	1	0	0	0	0	0	21	0	20	0	29	3									
14	Число погашенных неиспользованных открепительных удостоверений	107	2	1	1	3	0	0	4	0	0	4	1	3	3	3	4	4	0	3	4	0	1	4	0	2	3	2	0	0	4	0	2	0	3	2	3	8	3	4	4	0	3	2	4	9	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	1	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	1	0	1	1	0	0	0	3	1	0	0	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	172	9	3	0	1	20	5	0	3	14	2	3	0	3	0	1	2	10	3	3	4	2	0	2	12	4	1	1	14	2	4	2	3	2	2	1	11	0	3	1	6	4	0	1	7	1									
		1.63%	2.09%	1.95%	0.00%	0.52%	2.69%	1.59%	0.00%	1.16%	1.64%	1.61%	2.70%	0.00%	1.97%	0.00%	0.82%	2.02%	3.32%	3.49%	2.26%	1.11%	1.56%	0.00%	0.60%	3.43%	2.03%	0.65%	1.32%	1.52%	2.63%	1.78%	1.20%	1.38%	2.25%	2.08%	0.81%	2.34%	0.00%	3.49%	0.48%	1.73%	4.49%	0.00%	1.06%	0.93%	1.08%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	279	9	1	3	5	19	4	4	5	20	1	1	4	2	1	0	4	5	3	6	11	5	0	11	13	4	5	0	24	0	7	4	14	0	4	4	21	10	2	5	8	3	1	4	21	1									
		2.65%	2.09%	0.65%	1.81%	2.59%	2.56%	1.27%	5.26%	1.94%	2.34%	0.81%	0.90%	3.13%	1.32%	1.10%	0.00%	4.04%	1.66%	3.49%	4.51%	3.05%	3.91%	0.00%	3.29%	3.71%	2.03%	3.25%	0.00%	2.60%	0.00%	3.11%	2.40%	6.42%	0.00%	4.17%	3.25%	4.46%	6.41%	2.33%	2.39%	2.31%	3.37%	0.88%	4.26%	2.80%	1.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	195	6	2	1	8	14	8	2	13	0	0	1	3	1	3	2	1	9	3	2	9	1	3	6	8	4	6	0	14	0	2	4	6	2	7	3	13	1	0	3	2	1	4	1	15	1									
		1.85%	1.39%	1.30%	0.60%	4.15%	1.88%	2.54%	2.63%	5.04%	0.00%	0.00%	0.90%	2.34%	0.66%	3.30%	1.64%	1.01%	2.99%	3.49%	1.50%	2.49%	0.78%	4.48%	1.80%	2.29%	2.03%	3.90%	0.00%	1.52%	0.00%	0.89%	2.40%	2.75%	2.25%	7.29%	2.44%	2.76%	0.64%	0.00%	1.44%	0.58%	1.12%	3.51%	1.06%	1.99%	1.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5284	242	80	103	138	335	185	32	143	379	81	75	64	76	61	74	58	168	45	87	154	60	42	187	108	114	79	45	476	43	128	78	83	46	49	91	184	93	62	109	185	49	63	52	224	54									
		50.17%	56.15%	51.95%	62.05%	71.50%	45.09%	58.73%	42.11%	55.43%	44.38%	65.32%	67.57%	50.00%	50.00%	67.03%	60.66%	58.59%	55.81%	52.33%	65.41%	42.66%	46.88%	62.69%	55.99%	30.86%	57.87%	51.30%	59.21%	51.52%	56.58%	56.89%	46.71%	38.07%	51.69%	51.04%	73.98%	39.07%	59.62%	72.09%	52.15%	53.31%	55.06%	55.26%	55.32%	29.83%	58.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	67	2	0	0	1	5	0	0	2	9	0	1	0	0	0	0	0	4	2	0	3	0	2	3	2	1	0	0	3	1	1	1	0	1	0	0	2	0	0	1	5	1	3	1	10	0									
		0.64%	0.46%	0.00%	0.00%	0.52%	0.67%	0.00%	0.00%	0.78%	1.05%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	2.33%	0.00%	0.83%	0.00%	2.99%	0.90%	0.57%	0.51%	0.00%	0.00%	0.32%	1.32%	0.44%	0.60%	0.00%	1.12%	0.00%	0.00%	0.42%	0.00%	0.00%	0.48%	1.44%	1.12%	2.63%	1.06%	1.33%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0									
		0.12%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.28%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.48%	0.29%	0.00%	0.00%	0.00%	0.13%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2068	81	31	24	13	143	60	29	56	165	29	17	19	15	14	28	20	32	14	13	81	34	11	60	91	37	32	17	158	16	52	46	54	27	15	12	98	32	5	40	78	21	18	28	192	10									
		19.64%	18.79%	20.13%	14.46%	6.74%	19.25%	19.05%	38.16%	21.71%	19.32%	23.39%	15.32%	14.84%	9.87%	15.38%	22.95%	20.20%	10.63%	16.28%	9.77%	22.44%	26.56%	16.42%	17.96%	26.00%	18.78%	20.78%	22.37%	17.10%	21.05%	23.11%	27.54%	24.77%	30.34%	15.63%	9.76%	20.81%	20.51%	5.81%	19.14%	22.48%	23.60%	15.79%	29.79%	25.57%	10.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	1	0	0	1	1	3	0	2	1	0	0	1	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	1	0									
		0.25%	0.23%	0.00%	0.00%	0.52%	0.13%	0.95%	0.00%	0.78%	0.12%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.86%	1.12%	0.00%	0.00%	0.13%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	46	4	0	1	1	0	1	1	0	3	1	0	1	0	0	0	0	2	2	1	3	0	0	6	2	2	0	0	3	0	1	1	3	0	2	1	0	0	0	0	0	0	1	0	3	0									
		0.44%	0.93%	0.00%	0.60%	0.52%	0.00%	0.32%	1.32%	0.00%	0.35%	0.81%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.66%	2.33%	0.75%	0.83%	0.00%	0.00%	1.80%	0.57%	1.02%	0.00%	0.00%	0.32%	0.00%	0.44%	0.60%	1.38%	0.00%	2.08%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.40%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.14%	0.00%	0.00%	0.00%	0.52%	0.27%	0.00%	1.32%	0.00%	0.12%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	1.32%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	86	3	1	4	2	4	2	4	1	9	0	0	1	0	0	0	3	5	0	0	8	3	0	2	4	1	0	0	4	0	0	1	0	0	1	1	3	0	0	2	2	2	3	0	8	2									
		0.82%	0.70%	0.65%	2.41%	1.04%	0.54%	0.63%	5.26%	0.39%	1.05%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	3.03%	1.66%	0.00%	0.00%	2.22%	2.34%	0.00%	0.60%	1.14%	0.51%	0.00%	0.00%	0.43%	0.00%	0.00%	0.60%	0.00%	0.00%	1.04%	0.81%	0.64%	0.00%	0.00%	0.96%	0.58%	2.25%	2.63%	0.00%	1.07%	2.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1100	30	7	18	14	94	35	1	22	110	4	10	33	32	8	7	6	32	8	8	44	6	4	28	33	8	19	5	108	6	26	12	28	9	8	4	63	16	9	35	37	6	8	2	94	3									
		10.44%	6.96%	4.55%	10.84%	7.25%	12.65%	11.11%	1.32%	8.53%	12.88%	3.23%	9.01%	25.78%	21.05%	8.79%	5.74%	6.06%	10.63%	9.30%	6.02%	12.19%	4.69%	5.97%	8.38%	9.43%	4.06%	12.34%	6.58%	11.69%	7.89%	11.56%	7.19%	12.84%	10.11%	8.33%	3.25%	13.38%	10.26%	10.47%	16.75%	10.66%	6.74%	7.02%	2.13%	12.52%	3.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	0	1	1	0	0	0	0	0	3	0	1	0	0	1	0	0	2	0	3	1	0	0	0	4	2	0	0	1	1	1	1	2	1	1	0	0	0	0	0	2	0	0	1	2	0									
		0.30%	0.00%	0.65%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.90%	0.00%	0.00%	1.10%	0.00%	0.00%	0.66%	0.00%	2.26%	0.28%	0.00%	0.00%	0.00%	1.14%	1.02%	0.00%	0.00%	0.11%	1.32%	0.44%	0.60%	0.92%	1.12%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	1.06%	0.27%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	874	34	26	10	7	76	6	2	7	91	5	1	0	22	3	6	1	22	6	8	30	14	2	28	57	11	11	6	70	5	1	10	20	0	6	3	60	3	3	10	13	0	10	4	146	18									
		8.30%	7.89%	16.88%	6.02%	3.63%	10.23%	1.90%	2.63%	2.71%	10.66%	4.03%	0.90%	0.00%	14.47%	3.30%	4.92%	1.01%	7.31%	6.98%	6.02%	8.31%	10.94%	2.99%	8.38%	16.29%	5.58%	7.14%	7.89%	7.58%	6.58%	0.44%	5.99%	9.17%	0.00%	6.25%	2.44%	12.74%	1.92%	3.49%	4.78%	3.75%	0.00%	8.77%	4.26%	19.44%	19.35%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
