Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Нефтекамская городская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514									
		0.73%	0.00%	1.03%	0.96%	0.22%	0.95%	0.36%	0.00%	0.67%	0.24%	0.87%	1.72%	2.01%	0.00%	0.55%	0.21%	0.39%	0.00%	1.69%	0.88%	1.45%	2.87%	0.99%	0.58%	0.90%	0.41%	0.18%	2.45%	0.11%	1.64%	1.70%	2.92%	0.11%	1.04%	1.32%	1.45%	1.56%	0.19%	1.76%	1.36%	0.00%	0.37%	2.07%	0.12%	0.95%	0.00%	0.00%	1.37%	0.66%	0.64%	1.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3325	30	17	47	33	64	6	135	147	78	172	110	74	13	134	32	30	52	127	23	130	35	30	61	116	39	29	125	19	2	79	87	18	25	39	109	126	29	167	63	115	41	91	16	92	13	102	66	16	106	15									
		5.94%	4.35%	1.95%	9.06%	1.83%	15.17%	0.27%	6.01%	12.25%	3.09%	11.51%	12.60%	16.55%	12.04%	6.76%	2.26%	2.34%	2.01%	13.45%	2.03%	17.17%	2.01%	1.98%	8.89%	13.03%	2.67%	1.74%	15.30%	2.01%	1.64%	19.17%	7.94%	2.00%	3.72%	8.59%	15.80%	16.41%	2.78%	16.32%	17.17%	6.05%	3.03%	17.11%	1.84%	12.47%	0.99%	5.31%	12.92%	1.17%	6.14%	1.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	139	0	0	1	7	1	3	0	6	4	7	8	3	0	6	2	3	0	9	2	8	18	0	0	0	0	3	3	0	0	1	2	1	1	0	3	4	6	6	2	0	2	2	3	3	0	0	0	5	1	3									
		0.25%	0.00%	0.00%	0.19%	0.39%	0.24%	0.13%	0.00%	0.50%	0.16%	0.47%	0.92%	0.67%	0.00%	0.30%	0.14%	0.23%	0.00%	0.95%	0.18%	1.06%	1.03%	0.00%	0.00%	0.00%	0.00%	0.18%	0.37%	0.00%	0.00%	0.24%	0.18%	0.11%	0.15%	0.00%	0.43%	0.52%	0.57%	0.59%	0.54%	0.00%	0.15%	0.38%	0.35%	0.41%	0.00%	0.00%	0.00%	0.36%	0.06%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	256	0	6	5	9	7	16	0	19	3	11	8	7	0	6	2	7	0	10	5	9	16	0	0	0	0	7	11	0	0	7	7	1	1	2	9	8	3	10	8	0	5	1	2	2	0	0	5	6	7	8									
		0.46%	0.00%	0.69%	0.96%	0.50%	1.66%	0.72%	0.00%	1.58%	0.12%	0.74%	0.92%	1.57%	0.00%	0.30%	0.14%	0.55%	0.00%	1.06%	0.44%	1.19%	0.92%	0.00%	0.00%	0.00%	0.00%	0.42%	1.35%	0.00%	0.00%	1.70%	0.64%	0.11%	0.15%	0.44%	1.30%	1.04%	0.29%	0.98%	2.18%	0.00%	0.37%	0.19%	0.23%	0.27%	0.00%	0.00%	0.98%	0.44%	0.41%	0.87%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	93	2	0	1	2	1	7	0	0	3	1	0	0	1	0	0	5	0	1	1	1	33	0	0	0	7	3	1	1	0	0	6	1	2	1	0	0	2	1	1	0	0	0	1	1	0	0	1	0	3	2									
		0.17%	0.29%	0.00%	0.19%	0.11%	0.24%	0.31%	0.00%	0.00%	0.12%	0.07%	0.00%	0.00%	0.93%	0.00%	0.00%	0.39%	0.00%	0.11%	0.09%	0.13%	1.90%	0.00%	0.00%	0.00%	0.48%	0.18%	0.12%	0.11%	0.00%	0.00%	0.55%	0.11%	0.30%	0.22%	0.00%	0.00%	0.19%	0.10%	0.27%	0.00%	0.00%	0.00%	0.12%	0.14%	0.00%	0.00%	0.20%	0.00%	0.17%	0.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	388	12	7	9	13	11	13	0	0	2	16	14	9	0	24	0	3	0	12	4	7	51	16	4	1	0	7	14	0	1	7	18	1	4	7	7	7	4	13	9	0	7	9	12	3	4	0	9	4	3	10									
		0.69%	1.74%	0.80%	1.73%	0.72%	2.61%	0.58%	0.00%	0.00%	0.08%	1.07%	1.60%	2.01%	0.00%	1.21%	0.00%	0.23%	0.00%	1.27%	0.35%	0.92%	2.93%	1.05%	0.58%	0.11%	0.00%	0.42%	1.71%	0.00%	0.82%	1.70%	1.64%	0.11%	0.60%	1.54%	1.01%	0.91%	0.38%	1.27%	2.45%	0.00%	0.52%	1.69%	1.38%	0.41%	0.30%	0.00%	1.76%	0.29%	0.17%	1.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	12738	158	185	84	603	58	780	336	128	875	135	104	51	10	374	380	322	881	123	277	94	228	531	63	142	387	582	105	330	16	50	117	315	132	76	90	127	318	154	66	285	296	82	299	62	458	286	57	454	441	231									
		22.76%	22.93%	21.24%	16.18%	33.41%	13.74%	34.99%	14.97%	10.67%	34.71%	9.03%	11.91%	11.41%	9.26%	18.86%	26.86%	25.08%	33.99%	13.03%	24.45%	12.42%	13.10%	35.00%	9.18%	15.96%	26.54%	34.93%	12.85%	34.99%	13.11%	12.14%	10.68%	35.00%	19.64%	16.74%	13.04%	16.54%	30.46%	15.05%	17.98%	14.99%	21.86%	15.41%	34.41%	8.40%	34.86%	14.89%	11.15%	33.09%	25.57%	25.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	196	0	3	3	15	0	2	0	15	1	14	4	5	1	6	0	4	0	7	2	3	31	0	2	1	5	3	2	0	1	1	1	1	4	2	7	4	5	10	2	0	5	1	4	3	0	0	5	6	5	0									
		0.35%	0.00%	0.34%	0.58%	0.83%	0.00%	0.09%	0.00%	1.25%	0.04%	0.94%	0.46%	1.12%	0.93%	0.30%	0.00%	0.31%	0.00%	0.74%	0.18%	0.40%	1.78%	0.00%	0.29%	0.11%	0.34%	0.18%	0.24%	0.00%	0.82%	0.24%	0.09%	0.11%	0.60%	0.44%	1.01%	0.52%	0.48%	0.98%	0.54%	0.00%	0.37%	0.19%	0.46%	0.41%	0.00%	0.00%	0.98%	0.44%	0.29%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6597	20	165	33	153	29	214	381	165	225	124	110	54	1	310	141	116	350	105	146	85	273	137	120	151	227	146	97	87	11	50	137	80	70	48	75	74	92	101	33	323	270	63	65	63	131	173	81	105	302	85									
		11.79%	2.90%	18.94%	6.36%	8.48%	6.87%	9.60%	16.97%	13.75%	8.93%	8.29%	12.60%	12.08%	0.93%	15.63%	9.96%	9.03%	13.50%	11.12%	12.89%	11.23%	15.68%	9.03%	17.49%	16.97%	15.57%	8.76%	11.87%	9.23%	9.02%	12.14%	12.50%	8.89%	10.42%	10.57%	10.87%	9.64%	8.81%	9.87%	8.99%	16.99%	19.94%	11.84%	7.48%	8.54%	9.97%	9.01%	15.85%	7.65%	17.51%	9.21%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
