Выборы Президента Российской Федерации																																																																					
																																																																					
Наименование Избирательной комиссии:    Курская																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651					
11	Число полученных открепительных  удостоверений	483	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15	135	6	30	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	12	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	Число выданных открепительных удостоверений	234	0	2	0	0	0	0	1	0	0	0	0	3	3	1	1	1	2	0	15	130	6	25	0	2	0	2	0	0	0	5	2	1	1	0	2	4	1	3	0	1	1	0	0	1	8	0	0	0	0	0	0	0	0	0	0	1	0	3	3	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	231	4	7	2	3	2	3	3	5	1	0	1	1	1	1	1	1	1	1	24	32	5	6	2	3	0	1	1	2	2	7	2	1	1	0	7	6	4	1	2	5	3	4	1	3	14	3	4	3	1	15	1	1	1	2	0	4	3	2	4	6	4	0					
14	Число неиспользованных открепительных удостоверений	249	5	3	5	5	5	5	4	5	5	5	5	2	2	4	4	4	3	5	0	5	0	5	5	3	5	3	5	5	5	0	3	4	4	5	3	1	4	2	5	4	4	5	5	4	4	5	5	5	5	5	5	5	5	5	5	4	5	2	2	3	4	5					
15	"Число открепительных удостоверений, выданных в ТИК"	22	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																					
18	. Глазьев Сергей Юрьевич	965	7	24	6	11	4	6	8	1	5	11	8	38	22	5	1	38	30	18	68	64	12	49	4	5	8	24	2	2	2	44	5	7	15	3	19	34	14	27	8	3	14	12	3	4	38	24	3	5	5	27	8	9	7	13	7	16	16	7	25	25	30	5					
		3.46%	2.75%	3.72%	3.39%	3.79%	2.48%	2.58%	2.88%	0.75%	2.36%	4.04%	3.90%	3.65%	2.88%	1.40%	0.37%	4.39%	3.59%	4.50%	6.81%	4.00%	3.49%	4.39%	1.41%	1.68%	2.81%	3.77%	0.49%	1.04%	0.49%	4.09%	2.45%	4.05%	4.45%	2.24%	3.56%	5.92%	3.16%	3.41%	3.24%	1.09%	1.85%	4.38%	1.50%	1.02%	4.46%	3.59%	2.21%	1.87%	3.73%	3.34%	1.20%	3.40%	6.19%	7.03%	2.99%	3.12%	4.31%	2.42%	4.37%	4.24%	4.36%	3.88%					
19	. Малышкин Олег Александрович	694	7	27	4	13	5	5	7	3	5	5	13	35	26	10	6	13	15	22	21	33	4	15	8	11	10	19	16	3	4	42	6	7	8	11	6	12	10	20	5	3	9	5	2	3	13	21	4	8	4	17	12	1	7	5	6	6	10	9	15	13	26	3					
		2.49%	2.75%	4.18%	2.26%	4.48%	3.11%	2.15%	2.52%	2.24%	2.36%	1.84%	6.34%	3.36%	3.40%	2.79%	2.25%	1.50%	1.80%	5.50%	2.10%	2.06%	1.16%	1.34%	2.83%	3.70%	3.51%	2.99%	3.92%	1.56%	0.97%	3.90%	2.94%	4.05%	2.37%	8.21%	1.13%	2.09%	2.26%	2.53%	2.02%	1.09%	1.19%	1.82%	1.00%	0.76%	1.53%	3.14%	2.94%	3.00%	2.99%	2.10%	1.80%	0.38%	6.19%	2.70%	2.56%	1.17%	2.70%	3.11%	2.62%	2.21%	3.78%	2.33%					
20	. Миронов Сергей Михайлович	237	0	11	1	5	0	1	5	0	1	8	5	18	8	3	0	14	3	4	5	10	3	31	0	1	1	11	0	2	5	6	0	2	2	0	5	3	4	5	1	4	4	1	2	1	7	2	3	1	1	8	5	2	0	1	1	1	0	2	1	1	4	1					
		0.85%	0.00%	1.70%	0.56%	1.72%	0.00%	0.43%	1.80%	0.00%	0.47%	2.94%	2.44%	1.73%	1.05%	0.84%	0.00%	1.62%	0.36%	1.00%	0.50%	0.62%	0.87%	2.78%	0.00%	0.34%	0.35%	1.73%	0.00%	1.04%	1.22%	0.56%	0.00%	1.16%	0.59%	0.00%	0.94%	0.52%	0.90%	0.63%	0.40%	1.45%	0.53%	0.36%	1.00%	0.25%	0.82%	0.30%	2.21%	0.37%	0.75%	0.99%	0.75%	0.75%	0.00%	0.54%	0.43%	0.20%	0.00%	0.69%	0.17%	0.17%	0.58%	0.78%					
21	. Путин Владимир Владимирович	19163	188	374	118	192	77	119	139	73	147	183	142	627	449	276	198	587	585	253	721	1267	249	847	215	220	196	425	257	130	294	728	132	83	235	91	372	396	271	500	188	173	601	181	172	294	620	452	87	199	94	539	510	178	85	123	142	395	228	195	376	441	437	97					
		68.79%	73.73%	57.89%	66.67%	66.21%	47.83%	51.07%	50.00%	54.48%	69.34%	67.28%	69.27%	60.17%	58.77%	77.09%	74.16%	67.86%	70.06%	63.25%	72.24%	79.14%	72.38%	75.83%	75.97%	74.07%	68.77%	66.82%	62.99%	67.71%	71.53%	67.60%	64.71%	47.98%	69.73%	67.91%	69.79%	68.99%	61.17%	63.21%	76.11%	62.91%	79.39%	66.06%	86.00%	74.81%	72.77%	67.66%	63.97%	74.53%	70.15%	66.63%	76.46%	67.17%	75.22%	66.49%	60.68%	77.15%	61.46%	67.47%	65.73%	74.87%	63.52%	75.19%					
22	. Хакамада Ирина Муцуовна	560	6	13	3	4	2	1	10	2	3	3	4	24	3	5	5	24	16	17	29	39	12	44	4	3	1	7	12	2	5	17	0	3	7	5	14	16	17	10	3	1	9	7	0	6	12	10	3	2	2	21	13	3	1	4	3	2	13	8	13	11	20	1					
		2.01%	2.35%	2.01%	1.69%	1.38%	1.24%	0.43%	3.60%	1.49%	1.42%	1.10%	1.95%	2.30%	0.39%	1.40%	1.87%	2.77%	1.92%	4.25%	2.91%	2.44%	3.49%	3.94%	1.41%	1.01%	0.35%	1.10%	2.94%	1.04%	1.22%	1.58%	0.00%	1.73%	2.08%	3.73%	2.63%	2.79%	3.84%	1.26%	1.21%	0.36%	1.19%	2.55%	0.00%	1.53%	1.41%	1.50%	2.21%	0.75%	1.49%	2.60%	1.95%	1.13%	0.88%	2.16%	1.28%	0.39%	3.50%	2.77%	2.27%	1.87%	2.91%	0.78%					
23	. Харитонов Николай Михайлович	5015	41	167	40	57	68	97	93	43	43	53	24	242	216	42	50	149	156	58	96	89	36	70	47	48	58	121	102	52	82	198	49	64	54	20	94	90	111	183	29	81	92	56	15	72	129	130	32	48	28	163	99	57	10	36	71	76	96	52	121	73	129	17					
		18.00%	16.08%	25.85%	22.60%	19.66%	42.24%	41.63%	33.45%	32.09%	20.28%	19.49%	11.71%	23.22%	28.27%	11.73%	18.73%	17.23%	18.68%	14.50%	9.62%	5.56%	10.47%	6.27%	16.61%	16.16%	20.35%	19.03%	25.00%	27.08%	19.95%	18.38%	24.02%	36.99%	16.02%	14.93%	17.64%	15.68%	25.06%	23.14%	11.74%	29.45%	12.15%	20.44%	7.50%	18.32%	15.14%	19.46%	23.53%	17.98%	20.90%	20.15%	14.84%	21.51%	8.85%	19.46%	30.34%	14.84%	25.88%	17.99%	21.15%	12.39%	18.75%	13.18%					
																																																																					
24	Против всех	911	2	20	2	4	4	3	9	2	7	5	4	48	29	15	5	34	17	20	56	93	25	61	2	6	4	18	14	0	17	36	8	5	8	2	12	16	15	36	12	6	25	7	2	9	25	9	2	4	0	30	10	6	1	2	4	10	4	14	12	24	27	2					
		3.27%	0.78%	3.10%	1.13%	1.38%	2.48%	1.29%	3.24%	1.49%	3.30%	1.84%	1.95%	4.61%	3.80%	4.19%	1.87%	3.93%	2.04%	5.00%	5.61%	5.81%	7.27%	5.46%	0.71%	2.02%	1.40%	2.83%	3.43%	0.00%	4.14%	3.34%	3.92%	2.89%	2.37%	1.49%	2.25%	2.79%	3.39%	4.55%	4.86%	2.18%	3.30%	2.55%	1.00%	2.29%	2.93%	1.35%	1.47%	1.50%	0.00%	3.71%	1.50%	2.26%	0.88%	1.08%	1.71%	1.95%	1.08%	4.84%	2.10%	4.07%	3.92%	1.55%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
