Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    ТИК Орджоникидзевского района г.Перми																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23073	328	385	502	77	487	544	713	378	510	525	489	957	390	473	653	355	686	133	252	421	590	553	576	601	445	280	182	585	541	525	413	564	380	449	465	651	616	588	528	206	487	377	478	516	364	589	602	103	105	456					
		54.48%	58.47%	56.53%	63.14%	81.91%	55.40%	51.86%	57.22%	53.92%	58.02%	50.58%	52.19%	60.65%	53.50%	53.15%	54.83%	51.30%	54.92%	68.91%	57.93%	59.13%	50.69%	54.59%	52.17%	50.59%	51.80%	61.95%	60.67%	54.32%	53.88%	52.29%	44.31%	50.13%	51.98%	58.01%	49.47%	50.00%	53.57%	52.83%	47.91%	67.32%	59.39%	57.56%	49.43%	51.76%	60.47%	51.76%	68.96%	68.67%	61.76%	56.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	748	11	7	9	1	8	16	14	12	13	17	20	19	13	22	19	14	17	3	10	13	34	28	26	20	19	6	2	17	6	18	21	15	10	11	24	35	21	17	23	4	25	10	15	32	9	26	10	0	3	3					
		1.77%	1.96%	1.03%	1.13%	1.06%	0.91%	1.53%	1.12%	1.71%	1.48%	1.64%	2.13%	1.20%	1.78%	2.47%	1.60%	2.02%	1.36%	1.55%	2.30%	1.83%	2.92%	2.76%	2.36%	1.68%	2.21%	1.33%	0.67%	1.58%	0.60%	1.79%	2.25%	1.33%	1.37%	1.42%	2.55%	2.69%	1.83%	1.53%	2.09%	1.31%	3.05%	1.53%	1.55%	3.21%	1.50%	2.28%	1.15%	0.00%	1.76%	0.37%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
