Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Ульяновская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	117	0	2	2	1	1	0	2	6	17	2	0	11	42	8	8	2	3	10					
		2.74%	0.00%	2.27%	2.27%	0.83%	0.99%	0.00%	2.70%	3.68%	15.45%	1.89%	0.00%	2.31%	2.45%	3.36%	1.70%	3.13%	4.69%	5.35%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	0	0	1	0	1	0	0	0	0	0	0	5	5	0	1	0	0	0					
		0.30%	0.00%	0.00%	1.14%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.29%	0.00%	0.21%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	373	5	21	11	6	7	2	14	9	8	7	7	50	171	6	18	5	6	20					
		8.73%	12.20%	23.86%	12.50%	4.96%	6.93%	2.90%	18.92%	5.52%	7.27%	6.60%	7.22%	10.48%	9.98%	2.52%	3.83%	7.81%	9.38%	10.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	1					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.23%	0.42%	0.00%	0.00%	0.00%	0.53%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.07%	0.00%	0.00%	1.14%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	247	3	1	9	4	5	3	1	11	13	4	11	30	98	22	14	2	3	13					
		5.78%	7.32%	1.14%	10.23%	3.31%	4.95%	4.35%	1.35%	6.75%	11.82%	3.77%	11.34%	6.29%	5.72%	9.24%	2.98%	3.13%	4.69%	6.95%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	302	3	2	3	4	3	4	3	11	3	4	5	68	159	1	21	1	0	7					
		7.07%	7.32%	2.27%	3.41%	3.31%	2.97%	5.80%	4.05%	6.75%	2.73%	3.77%	5.15%	14.26%	9.28%	0.42%	4.47%	1.56%	0.00%	3.74%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	20	0	0	0	0	0	0	0	1	0	1	2	4	8	2	2	0	0	0					
		0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.94%	2.06%	0.84%	0.47%	0.84%	0.43%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3148	30	61	59	103	81	60	53	122	67	86	71	303	1212	197	402	54	52	135					
		73.69%	73.17%	69.32%	67.05%	85.12%	80.20%	86.96%	71.62%	74.85%	60.91%	81.13%	73.20%	63.52%	70.71%	82.77%	85.53%	84.38%	81.25%	72.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	0	0	1	0	1	0	1	3	0	1	1	4	5	1	1	0	0	1					
		0.47%	0.00%	0.00%	1.14%	0.00%	0.99%	0.00%	1.35%	1.84%	0.00%	0.94%	1.03%	0.84%	0.29%	0.42%	0.21%	0.00%	0.00%	0.53%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
