19	Титов Борис Юрьевич	887	27	22	8	8	16	15	13	14	6	15	27	8	13	14	18	9	12	11	12	3	8	11	20	12	27	19	6	13	10	9	6	5	30	13	5	9	17	9	6	3	10	9	4	12	10	6	12	2	4	1	10	12	5	8	10	8	8	5	6	8	11	13	6	8	12	12	4	7	16	12	0	13	16	9	7	16	11	6	3	14	18	12	2									
		0.89%	1.85%	2.83%	0.70%	0.74%	1.17%	0.89%	0.91%	0.97%	0.74%	1.10%	1.72%	0.66%	0.85%	1.16%	1.50%	0.66%	1.24%	1.01%	0.84%	0.16%	0.57%	0.69%	2.09%	0.81%	1.63%	1.25%	1.00%	1.15%	0.85%	0.72%	0.78%	0.89%	1.54%	0.92%	0.44%	0.69%	1.32%	0.75%	0.56%	0.32%	0.94%	0.79%	0.48%	0.94%	1.11%	0.52%	1.34%	0.18%	0.36%	0.10%	0.91%	0.98%	0.63%	0.81%	0.83%	0.62%	0.70%	0.44%	0.50%	0.59%	0.80%	1.04%	0.73%	0.72%	0.85%	0.80%	0.51%	0.57%	1.22%	0.99%	0.00%	1.02%	1.33%	0.74%	0.55%	1.66%	1.18%	0.46%	0.40%	0.81%	1.13%	0.69%	0.66%									
20	Явлинский Григорий Алексеевич	1466	36	32	15	17	25	31	22	30	5	12	30	10	24	9	16	18	21	22	25	9	13	19	32	37	48	31	2	12	9	17	4	6	59	14	15	28	14	12	13	6	8	7	5	20	17	30	20	4	8	4	19	28	5	16	15	22	28	16	18	23	19	6	10	11	12	21	4	9	17	12	2	30	25	21	23	10	22	14	8	29	29	18	1									
		1.48%	2.46%	4.11%	1.31%	1.57%	1.83%	1.85%	1.54%	2.07%	0.62%	0.88%	1.92%	0.82%	1.57%	0.74%	1.33%	1.32%	2.17%	2.01%	1.76%	0.49%	0.93%	1.19%	3.34%	2.49%	2.89%	2.04%	0.33%	1.06%	0.76%	1.36%	0.52%	1.07%	3.03%	0.99%	1.31%	2.14%	1.09%	0.99%	1.21%	0.65%	0.75%	0.61%	0.60%	1.57%	1.88%	2.61%	2.24%	0.36%	0.72%	0.41%	1.73%	2.29%	0.63%	1.63%	1.24%	1.70%	2.45%	1.41%	1.50%	1.71%	1.39%	0.48%	1.21%	0.99%	0.85%	1.40%	0.51%	0.74%	1.30%	0.99%	0.31%	2.35%	2.08%	1.72%	1.82%	1.04%	2.36%	1.06%	1.07%	1.67%	1.82%	1.03%	0.33%									
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
