Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Гунибская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369									
14	Число погашенных неиспользованных открепительных удостоверений	107	3	2	2	3	2	3	4	2	3	2	2	3	2	2	3	2	2	3	3	3	2	2	2	2	3	2	2	3	2	3	2	3	3	3	3	2	2	2	2	2	2	3	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	58	0	0	0	2	11	0	7	3	1	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	1	1	1	2	2	0	0									
		0.50%	0.00%	0.00%	0.00%	1.32%	5.91%	0.00%	0.53%	1.29%	0.54%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.72%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.25%	0.00%	0.38%	0.00%	0.37%	0.99%	1.67%	1.53%	0.62%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	146	8	0	1	1	0	6	0	6	1	1	1	2	0	4	0	6	0	46	0	0	0	0	1	0	0	1	7	9	0	4	1	8	11	5	3	1	3	1	0	0	2	2	3	1									
		1.25%	1.78%	0.00%	5.56%	0.66%	0.00%	0.98%	0.00%	2.58%	0.54%	0.76%	0.95%	0.42%	0.00%	5.41%	0.00%	5.36%	0.00%	9.29%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.57%	4.67%	2.93%	0.00%	1.30%	2.33%	3.51%	1.70%	1.23%	0.80%	0.38%	1.32%	0.37%	0.00%	0.00%	1.53%	0.62%	1.92%	0.99%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	120	10	0	0	2	0	0	11	5	3	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	2	0	0	0	8	1	6	4	0	0	0	0	1	0	0	2	58	0	0									
		1.02%	2.23%	0.00%	0.00%	1.32%	0.00%	0.00%	0.83%	2.15%	1.63%	1.52%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	3.13%	0.00%	0.00%	0.16%	1.14%	0.00%	0.00%	0.00%	2.60%	2.33%	2.63%	0.62%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	1.53%	17.96%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9219	231	18	14	109	170	567	957	179	157	118	101	457	178	68	422	90	20	448	368	388	330	50	99	27	576	127	110	255	11	271	41	110	485	328	173	204	191	129	31	46	104	214	147	100									
		78.70%	51.45%	66.67%	77.78%	72.19%	91.40%	92.20%	72.28%	76.82%	85.33%	89.39%	96.19%	95.01%	96.22%	91.89%	79.77%	80.36%	66.67%	90.51%	73.75%	97.98%	89.92%	78.13%	91.67%	90.00%	90.85%	72.16%	73.33%	83.06%	100.00%	87.99%	95.35%	48.25%	74.85%	80.99%	46.01%	76.98%	84.14%	47.78%	30.69%	76.67%	79.39%	66.25%	94.23%	99.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	10	0	0	0	2	0	4	1	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	2	0	8	0	0	0	17	2	0	0	0	0	0	0	1	0	0	0	0									
		0.45%	2.23%	0.00%	0.00%	0.00%	1.08%	0.00%	0.30%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.27%	3.13%	0.00%	0.00%	0.16%	1.14%	0.00%	2.61%	0.00%	0.00%	0.00%	7.46%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	1.32%	0.54%	0.00%	0.08%	0.43%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	59	1	2	0	1	0	0	8	2	5	0	1	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	4	9	1	2	0	3	1	3	1	2	2	0	0									
		0.50%	0.22%	7.41%	0.00%	0.66%	0.00%	0.00%	0.60%	0.86%	2.72%	0.00%	0.95%	0.00%	0.54%	1.35%	0.00%	2.68%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.97%	0.00%	1.75%	1.39%	0.25%	0.53%	0.00%	1.32%	0.37%	2.97%	1.67%	1.53%	0.62%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	0	4	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	2.65%	0.00%	0.00%	0.08%	0.86%	0.54%	0.00%	0.00%	0.21%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	2	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0									
		0.11%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	1.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.15%	0.25%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0									
		0.11%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.55%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0									
		0.09%	0.22%	0.00%	0.00%	1.99%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1860	182	7	3	25	2	32	324	31	13	9	0	18	6	0	97	11	10	0	127	6	14	10	6	3	55	40	30	23	0	20	0	67	81	68	195	56	26	134	65	8	19	33	4	0									
		15.88%	40.53%	25.93%	16.67%	16.56%	1.08%	5.20%	24.47%	13.30%	7.07%	6.82%	0.00%	3.74%	3.24%	0.00%	18.34%	9.82%	33.33%	0.00%	25.45%	1.52%	3.81%	15.63%	5.56%	10.00%	8.68%	22.73%	20.00%	7.49%	0.00%	6.49%	0.00%	29.39%	12.50%	16.79%	51.86%	21.13%	11.45%	49.63%	64.36%	13.33%	14.50%	10.22%	2.56%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	1	0	0	0	0	3	2	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.31%	0.00%	0.27%	0.38%	0.44%	0.00%	0.00%	0.00%	0.00%	0.93%	1.28%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	72	2	0	0	1	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	1	0	0	43	1	1	0	0	2	0	1	0	0	0	0									
		0.61%	0.45%	0.00%	0.00%	0.66%	0.00%	1.46%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.67%	0.98%	0.00%	0.32%	0.00%	0.00%	6.64%	0.25%	0.27%	0.00%	0.00%	0.74%	0.00%	1.67%	0.00%	0.00%	0.00%	0.00%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
