Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Арсеньевская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	218	7	10	16	15	1	9	10	11	8	14	12	15	18	10	6	6	8	15	5	16	6									
14	Число погашенных неиспользованных открепительных удостоверений	910	40	56	45	45	49	50	36	38	64	44	58	29	39	41	40	31	42	44	43	43	33									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	158	6	14	9	6	4	4	12	8	12	7	12	9	6	6	1	8	6	10	10	7	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	279	13	13	15	11	2	8	27	13	11	5	22	16	13	14	13	11	20	16	9	18	9									
		1.52%	2.07%	1.36%	1.82%	1.19%	0.71%	2.20%	2.56%	1.20%	1.15%	0.57%	1.87%	1.41%	1.63%	1.69%	1.32%	1.16%	2.01%	1.98%	0.95%	2.47%	0.87%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	808	21	46	36	44	9	13	48	41	37	38	48	65	38	47	50	38	50	27	36	34	42									
		4.41%	3.34%	4.81%	4.37%	4.78%	3.18%	3.57%	4.55%	3.79%	3.85%	4.30%	4.08%	5.74%	4.75%	5.69%	5.08%	4.01%	5.03%	3.33%	3.80%	4.66%	4.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	990	26	43	56	55	14	5	55	70	42	42	90	71	49	56	45	42	63	40	38	37	51									
		5.40%	4.13%	4.49%	6.80%	5.97%	4.95%	1.37%	5.22%	6.46%	4.38%	4.76%	7.65%	6.27%	6.13%	6.78%	4.57%	4.43%	6.33%	4.94%	4.01%	5.08%	4.95%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4747	167	254	186	235	90	136	234	255	239	233	308	265	241	238	249	229	223	247	260	190	268									
		25.89%	26.55%	26.54%	22.60%	25.52%	31.80%	37.36%	22.20%	23.55%	24.90%	26.39%	26.19%	23.41%	30.13%	28.81%	25.28%	24.16%	22.41%	30.49%	27.46%	26.06%	25.99%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	150	4	14	7	4	4	4	8	11	6	8	6	13	6	7	5	11	4	6	10	5	7									
		0.82%	0.64%	1.46%	0.85%	0.43%	1.41%	1.10%	0.76%	1.02%	0.63%	0.91%	0.51%	1.15%	0.75%	0.85%	0.51%	1.16%	0.40%	0.74%	1.06%	0.69%	0.68%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	1	0	0	0	0	1	1	1	3	1	1	3	1	1	1	2	4	0	2	0	1									
		0.13%	0.16%	0.00%	0.00%	0.00%	0.00%	0.27%	0.09%	0.09%	0.31%	0.11%	0.09%	0.27%	0.13%	0.12%	0.10%	0.21%	0.40%	0.00%	0.21%	0.00%	0.10%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3696	137	164	172	157	82	89	215	192	174	172	238	198	171	175	197	211	165	201	210	181	195									
		20.16%	21.78%	17.14%	20.90%	17.05%	28.98%	24.45%	20.40%	17.73%	18.13%	19.48%	20.24%	17.49%	21.38%	21.19%	20.00%	22.26%	16.58%	24.81%	22.18%	24.83%	18.91%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	147	8	10	7	7	1	2	6	8	2	11	11	9	2	8	8	11	9	1	6	10	10									
		0.80%	1.27%	1.04%	0.85%	0.76%	0.35%	0.55%	0.57%	0.74%	0.21%	1.25%	0.94%	0.80%	0.25%	0.97%	0.81%	1.16%	0.90%	0.12%	0.63%	1.37%	0.97%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	159	5	9	5	13	3	1	5	15	11	7	10	10	12	1	8	3	11	10	8	5	7									
		0.87%	0.79%	0.94%	0.61%	1.41%	1.06%	0.27%	0.47%	1.39%	1.15%	0.79%	0.85%	0.88%	1.50%	0.12%	0.81%	0.32%	1.11%	1.23%	0.84%	0.69%	0.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	0	1	0	1	2	0	1	1	2	2	0	0	0	0	1	0	1	0	2									
		0.08%	0.00%	0.10%	0.00%	0.11%	0.00%	0.27%	0.19%	0.00%	0.10%	0.11%	0.17%	0.18%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.11%	0.00%	0.19%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	251	12	12	4	9	4	7	15	14	15	7	23	12	9	10	19	16	21	10	18	5	9									
		1.37%	1.91%	1.25%	0.49%	0.98%	1.41%	1.92%	1.42%	1.29%	1.56%	0.79%	1.96%	1.06%	1.13%	1.21%	1.93%	1.69%	2.11%	1.23%	1.90%	0.69%	0.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5231	174	280	242	283	48	69	333	357	300	260	308	327	193	193	274	267	339	198	271	172	343									
		28.53%	27.66%	29.26%	29.40%	30.73%	16.96%	18.96%	31.59%	32.96%	31.25%	29.45%	26.19%	28.89%	24.13%	23.37%	27.82%	28.16%	34.07%	24.44%	28.62%	23.59%	33.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	3	9	5	7	1	1	2	5	5	5	2	5	4	5	2	5	4	2	5	5	2									
		0.46%	0.48%	0.94%	0.61%	0.76%	0.35%	0.27%	0.19%	0.46%	0.52%	0.57%	0.17%	0.44%	0.50%	0.61%	0.20%	0.53%	0.40%	0.25%	0.53%	0.69%	0.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1199	38	60	71	63	16	19	78	79	93	71	66	83	29	45	80	67	57	37	44	45	58									
		6.54%	6.04%	6.27%	8.63%	6.84%	5.65%	5.22%	7.40%	7.29%	9.69%	8.04%	5.61%	7.33%	3.63%	5.45%	8.12%	7.07%	5.73%	4.57%	4.65%	6.17%	5.63%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
