Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Александро-Невская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	82	9	2	14	2	12	3	7	3	6	0	0	4	0	5	0	3	0	0	5	3	2	2									
		1.30%	2.63%	0.56%	5.09%	0.49%	3.56%	0.80%	1.95%	1.46%	1.63%	0.00%	0.00%	1.26%	0.00%	1.88%	0.00%	1.04%	0.00%	0.00%	1.44%	1.64%	0.78%	1.28%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	41	8	0	3	0	3	3	2	0	2	0	0	1	4	4	0	0	2	1	4	1	2	1									
		0.65%	2.34%	0.00%	1.09%	0.00%	0.89%	0.80%	0.56%	0.00%	0.54%	0.00%	0.00%	0.32%	0.87%	1.50%	0.00%	0.00%	0.92%	0.50%	1.15%	0.55%	0.78%	0.64%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5062	212	224	152	336	238	307	290	167	284	171	113	272	402	227	226	266	193	172	295	157	222	136									
		80.15%	61.99%	62.92%	55.27%	81.75%	70.62%	82.09%	80.78%	81.46%	76.96%	85.07%	86.92%	85.80%	87.39%	85.34%	84.96%	92.36%	88.94%	85.15%	85.01%	85.79%	87.06%	87.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	12	0	0	1	1	1	1	3	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0									
		0.19%	0.00%	0.00%	0.36%	0.24%	0.30%	0.27%	0.84%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0									
		0.09%	0.29%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.27%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.35%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	449	65	59	37	19	21	27	5	11	30	10	8	24	18	10	17	12	8	16	18	12	15	7									
		7.11%	19.01%	16.57%	13.45%	4.62%	6.23%	7.22%	1.39%	5.37%	8.13%	4.98%	6.15%	7.57%	3.91%	3.76%	6.39%	4.17%	3.69%	7.92%	5.19%	6.56%	5.88%	4.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	4	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0									
		0.19%	1.17%	0.28%	0.00%	0.00%	0.30%	0.00%	0.28%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.84%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	4	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0									
		0.06%	0.29%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	1	2	2	3	2	1	1	0	1	0	0	0	2	0	0	1	1	0	1	0	0	0									
		0.28%	0.29%	0.56%	0.73%	0.73%	0.59%	0.27%	0.28%	0.00%	0.27%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.35%	0.46%	0.00%	0.29%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	410	35	56	48	41	30	26	11	8	12	9	9	7	30	9	15	4	9	9	17	6	12	7									
		6.49%	10.23%	15.73%	17.45%	9.98%	8.90%	6.95%	3.06%	3.90%	3.25%	4.48%	6.92%	2.21%	6.52%	3.38%	5.64%	1.39%	4.15%	4.46%	4.90%	3.28%	4.71%	4.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	1	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0									
		0.13%	0.00%	0.28%	0.00%	0.49%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	37	2	1	5	5	4	2	0	1	2	0	0	4	0	1	8	0	0	0	1	1	0	0									
		0.59%	0.58%	0.28%	1.82%	1.22%	1.19%	0.53%	0.00%	0.49%	0.54%	0.00%	0.00%	1.26%	0.00%	0.38%	3.01%	0.00%	0.00%	0.00%	0.29%	0.55%	0.00%	0.00%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
