Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Карагайская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	0	2	1	0	2	2	2	0	0	2	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	81	2	2	2	3	4	6	10	10	0	3	4	4	7	1	0	0	1	2	5	4	2	1	0	8	0	0									
		1.24%	1.98%	2.99%	0.48%	1.17%	1.19%	1.80%	2.02%	2.07%	0.00%	2.17%	0.82%	0.76%	2.75%	0.32%	0.00%	0.00%	0.42%	1.09%	1.81%	2.20%	0.58%	0.67%	0.00%	3.14%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	272	2	3	19	17	11	24	11	25	6	7	22	27	9	14	1	2	12	4	12	5	16	6	8	6	1	2									
		4.15%	1.98%	4.48%	4.59%	6.64%	3.27%	7.19%	2.23%	5.19%	4.65%	5.07%	4.53%	5.13%	3.53%	4.50%	0.81%	2.47%	5.08%	2.19%	4.33%	2.75%	4.62%	4.00%	3.19%	2.35%	1.61%	2.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	150	0	1	9	9	9	9	12	9	4	2	9	12	10	7	3	1	9	1	3	5	11	3	4	3	2	3									
		2.29%	0.00%	1.49%	2.17%	3.52%	2.68%	2.69%	2.43%	1.87%	3.10%	1.45%	1.85%	2.28%	3.92%	2.25%	2.42%	1.23%	3.81%	0.55%	1.08%	2.75%	3.18%	2.00%	1.59%	1.18%	3.23%	3.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3066	61	38	183	130	141	139	218	232	48	46	218	211	108	172	71	42	109	114	156	96	165	68	107	122	28	43									
		46.77%	60.40%	56.72%	44.20%	50.78%	41.96%	41.62%	44.13%	48.13%	37.21%	33.33%	44.86%	40.11%	42.35%	55.31%	57.26%	51.85%	46.19%	62.30%	56.32%	52.75%	47.69%	45.33%	42.63%	47.84%	45.16%	53.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	0	0	0	1	4	1	0	1	0	2	0	2	4	1	0	0	0	1	1	0	2	2	0	1	0	0									
		0.35%	0.00%	0.00%	0.00%	0.39%	1.19%	0.30%	0.00%	0.21%	0.00%	1.45%	0.00%	0.38%	1.57%	0.32%	0.00%	0.00%	0.00%	0.55%	0.36%	0.00%	0.58%	1.33%	0.00%	0.39%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	1	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	1	2	1	2	0	0	1	0	0									
		0.20%	0.99%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.78%	0.72%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.72%	0.55%	0.58%	0.00%	0.00%	0.39%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1178	16	10	87	21	59	76	88	81	23	30	94	77	46	51	25	15	42	25	31	36	73	29	52	58	20	13									
		17.97%	15.84%	14.93%	21.01%	8.20%	17.56%	22.75%	17.81%	16.80%	17.83%	21.74%	19.34%	14.64%	18.04%	16.40%	20.16%	18.52%	17.80%	13.66%	11.19%	19.78%	21.10%	19.33%	20.72%	22.75%	32.26%	16.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	0	0	3	0	1	1	4	3	0	0	1	2	0	0	0	0	4	0	2	1	0	0	2	1	0	0									
		0.38%	0.00%	0.00%	0.72%	0.00%	0.30%	0.30%	0.81%	0.62%	0.00%	0.00%	0.21%	0.38%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.72%	0.55%	0.00%	0.00%	0.80%	0.39%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	2	0	1	5	3	3	6	9	0	1	10	10	2	4	1	0	2	0	1	1	0	2	3	2	0	0									
		1.04%	1.98%	0.00%	0.24%	1.95%	0.89%	0.90%	1.21%	1.87%	0.00%	0.72%	2.06%	1.90%	0.78%	1.29%	0.81%	0.00%	0.85%	0.00%	0.36%	0.55%	0.00%	1.33%	1.20%	0.78%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1									
		0.12%	0.00%	0.00%	0.24%	0.00%	0.00%	0.30%	0.20%	0.00%	0.00%	0.00%	0.41%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	1.25%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	0	0	6	8	5	4	7	6	3	0	4	6	0	5	1	1	0	2	1	1	4	0	6	2	0	0									
		1.10%	0.00%	0.00%	1.45%	3.13%	1.49%	1.20%	1.42%	1.24%	2.33%	0.00%	0.82%	1.14%	0.00%	1.61%	0.81%	1.23%	0.00%	1.09%	0.36%	0.55%	1.16%	0.00%	2.39%	0.78%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	968	12	6	61	42	60	35	78	61	32	31	85	93	41	32	15	13	39	11	37	19	52	21	40	34	6	12									
		14.77%	11.88%	8.96%	14.73%	16.41%	17.86%	10.48%	15.79%	12.66%	24.81%	22.46%	17.49%	17.68%	16.08%	10.29%	12.10%	16.05%	16.53%	6.01%	13.36%	10.44%	15.03%	14.00%	15.94%	13.33%	9.68%	15.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	0	0	1	1	4	0	2	0	0	1	2	6	1	1	1	0	2	1	1	0	1	0	1	2	0	0									
		0.43%	0.00%	0.00%	0.24%	0.39%	1.19%	0.00%	0.40%	0.00%	0.00%	0.72%	0.41%	1.14%	0.39%	0.32%	0.81%	0.00%	0.85%	0.55%	0.36%	0.00%	0.29%	0.00%	0.40%	0.78%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	391	3	6	29	10	17	23	40	33	7	9	26	56	19	13	5	2	10	8	19	7	10	6	19	7	4	3									
		5.96%	2.97%	8.96%	7.00%	3.91%	5.06%	6.89%	8.10%	6.85%	5.43%	6.52%	5.35%	10.65%	7.45%	4.18%	4.03%	2.47%	4.24%	4.37%	6.86%	3.85%	2.89%	4.00%	7.57%	2.75%	6.45%	3.75%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
