Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Ибресинская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	114	3	10	7	8	14	4	6	2	8	2	1	2	4	0	4	4	4	5	0	0	4	0	3	2	0	3	8	1	3	1	0	1									
		0.90%	0.54%	1.78%	0.85%	1.13%	2.55%	0.93%	1.16%	0.41%	1.03%	0.52%	0.55%	0.87%	0.75%	0.00%	1.16%	0.75%	1.23%	0.84%	0.00%	0.00%	0.50%	0.00%	0.53%	0.90%	0.00%	1.27%	1.71%	0.48%	1.80%	0.34%	0.00%	0.53%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	253	11	11	24	15	21	11	8	10	21	4	5	9	7	1	7	10	7	19	1	2	9	0	2	4	0	6	12	0	2	5	6	3									
		1.99%	1.99%	1.96%	2.90%	2.12%	3.83%	2.56%	1.55%	2.06%	2.71%	1.05%	2.76%	3.90%	1.32%	0.39%	2.03%	1.88%	2.16%	3.19%	0.52%	1.04%	1.12%	0.00%	0.36%	1.81%	0.00%	2.54%	2.56%	0.00%	1.20%	1.71%	3.23%	1.60%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	284	12	14	15	15	24	23	6	15	14	8	9	10	3	0	16	17	7	15	2	0	11	0	9	8	1	4	6	4	0	7	7	2									
		2.24%	2.18%	2.50%	1.81%	2.12%	4.38%	5.35%	1.16%	3.09%	1.80%	2.09%	4.97%	4.33%	0.57%	0.00%	4.64%	3.20%	2.16%	2.52%	1.04%	0.00%	1.37%	0.00%	1.60%	3.62%	0.78%	1.69%	1.28%	1.93%	0.00%	2.40%	3.76%	1.07%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7338	277	274	444	380	241	212	281	259	463	270	99	139	336	185	221	250	187	377	154	150	491	25	360	135	81	139	272	132	103	182	118	101									
		57.98%	50.27%	48.84%	53.69%	53.82%	43.98%	49.30%	54.46%	53.40%	59.66%	70.68%	54.70%	60.17%	63.40%	72.83%	64.06%	47.08%	57.72%	63.36%	79.79%	78.13%	61.30%	60.98%	64.06%	61.09%	63.28%	58.90%	57.99%	63.77%	61.68%	62.33%	63.44%	54.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	73	2	1	5	2	1	6	3	5	5	1	3	2	1	2	1	2	2	2	0	0	6	0	1	1	0	6	0	0	2	7	0	4									
		0.58%	0.36%	0.18%	0.60%	0.28%	0.18%	1.40%	0.58%	1.03%	0.64%	0.26%	1.66%	0.87%	0.19%	0.79%	0.29%	0.38%	0.62%	0.34%	0.00%	0.00%	0.75%	0.00%	0.18%	0.45%	0.00%	2.54%	0.00%	0.00%	1.20%	2.40%	0.00%	2.14%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	0	1	0	1	0	0	2	2	2	3	0	2	2	0	1	2	0	3	0	0	2	0	3	1	1	1	0	0	1	1	2	1									
		0.27%	0.00%	0.18%	0.00%	0.14%	0.00%	0.00%	0.39%	0.41%	0.26%	0.79%	0.00%	0.87%	0.38%	0.00%	0.29%	0.38%	0.00%	0.50%	0.00%	0.00%	0.25%	0.00%	0.53%	0.45%	0.78%	0.42%	0.00%	0.00%	0.60%	0.34%	1.08%	0.53%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1203	59	58	97	77	60	41	60	59	65	24	15	19	33	15	25	53	29	48	0	7	88	11	42	29	9	27	54	15	19	25	17	23									
		9.51%	10.71%	10.34%	11.73%	10.91%	10.95%	9.53%	11.63%	12.16%	8.38%	6.28%	8.29%	8.23%	6.23%	5.91%	7.25%	9.98%	8.95%	8.07%	0.00%	3.65%	10.99%	26.83%	7.47%	13.12%	7.03%	11.44%	11.51%	7.25%	11.38%	8.56%	9.14%	12.30%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	45	2	6	3	4	2	0	1	1	9	1	0	0	1	0	1	2	0	1	0	0	5	0	2	0	1	0	2	0	1	0	0	0									
		0.36%	0.36%	1.07%	0.36%	0.57%	0.36%	0.00%	0.19%	0.21%	1.16%	0.26%	0.00%	0.00%	0.19%	0.00%	0.29%	0.38%	0.00%	0.17%	0.00%	0.00%	0.62%	0.00%	0.36%	0.00%	0.78%	0.00%	0.43%	0.00%	0.60%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	2	3	0	3	1	2	4	7	3	3	0	2	2	0	1	4	0	2	3	0	4	0	4	0	0	0	2	1	0	2	1	1									
		0.45%	0.36%	0.53%	0.00%	0.42%	0.18%	0.47%	0.78%	1.44%	0.39%	0.79%	0.00%	0.87%	0.38%	0.00%	0.29%	0.75%	0.00%	0.34%	1.55%	0.00%	0.50%	0.00%	0.71%	0.00%	0.00%	0.00%	0.43%	0.48%	0.00%	0.68%	0.54%	0.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	0	0	0	2	1	0	1	0	1	1	1	1	3	1	0	1	2	2	0	0	3	0	3	0	4	0	1	0	0	2	0	0									
		0.24%	0.00%	0.00%	0.00%	0.28%	0.18%	0.00%	0.19%	0.00%	0.13%	0.26%	0.55%	0.43%	0.57%	0.39%	0.00%	0.19%	0.62%	0.34%	0.00%	0.00%	0.37%	0.00%	0.53%	0.00%	3.13%	0.00%	0.21%	0.00%	0.00%	0.68%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	6	5	6	7	5	4	1	3	6	2	1	1	4	1	1	1	2	3	0	0	4	0	5	0	1	2	1	1	0	1	1	3									
		0.62%	1.09%	0.89%	0.73%	0.99%	0.91%	0.93%	0.19%	0.62%	0.77%	0.52%	0.55%	0.43%	0.75%	0.39%	0.29%	0.19%	0.62%	0.50%	0.00%	0.00%	0.50%	0.00%	0.89%	0.00%	0.78%	0.85%	0.21%	0.48%	0.00%	0.34%	0.54%	1.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1449	77	87	108	102	75	55	72	46	73	20	18	17	84	28	34	54	32	61	11	7	99	3	41	19	24	25	42	26	25	37	20	27									
		11.45%	13.97%	15.51%	13.06%	14.45%	13.69%	12.79%	13.95%	9.48%	9.41%	5.24%	9.94%	7.36%	15.85%	11.02%	9.86%	10.17%	9.88%	10.25%	5.70%	3.65%	12.36%	7.32%	7.30%	8.60%	18.75%	10.59%	8.96%	12.56%	14.97%	12.67%	10.75%	14.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	74	0	4	8	1	6	0	2	4	6	1	1	0	6	2	2	6	4	5	0	2	2	0	1	1	0	2	2	5	1	0	0	0									
		0.58%	0.00%	0.71%	0.97%	0.14%	1.09%	0.00%	0.39%	0.82%	0.77%	0.26%	0.55%	0.00%	1.13%	0.79%	0.58%	1.13%	1.23%	0.84%	0.00%	1.04%	0.25%	0.00%	0.18%	0.45%	0.00%	0.85%	0.43%	2.42%	0.60%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1103	80	65	76	70	75	47	54	43	72	16	13	23	21	6	13	99	28	43	11	8	53	2	58	16	5	9	40	12	8	9	11	17									
		8.72%	14.52%	11.59%	9.19%	9.92%	13.69%	10.93%	10.47%	8.87%	9.28%	4.19%	7.18%	9.96%	3.96%	2.36%	3.77%	18.64%	8.64%	7.23%	5.70%	4.17%	6.62%	4.88%	10.32%	7.24%	3.91%	3.81%	8.53%	5.80%	4.79%	3.08%	5.91%	9.09%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
