Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Куйбышевская  																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	255	7	0	4	10	2	1	2	0	4	3	2	0	1	4	0	1	0	1	5	8	2	4	1	1	3	3	4	4	1	2	3	13	5	15	1	7	7	10	6	8	10	6	8	4	10	7	8	8	4	6	8	9	5	7	0					
		0.93%	0.90%	0.00%	1.57%	2.88%	1.26%	0.32%	0.90%	0.00%	1.08%	0.79%	0.52%	0.00%	0.42%	1.16%	0.00%	0.81%	0.00%	0.52%	1.08%	1.06%	1.35%	3.01%	1.11%	0.36%	1.65%	0.56%	1.91%	0.61%	0.31%	1.07%	0.47%	1.75%	0.57%	1.91%	0.14%	0.97%	0.89%	1.38%	0.80%	1.19%	1.29%	0.77%	0.92%	0.64%	1.21%	0.91%	1.09%	1.16%	0.53%	0.74%	1.07%	1.09%	0.73%	1.01%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8055	194	19	36	72	39	41	39	21	79	86	111	54	56	91	18	28	27	42	53	220	28	33	20	35	48	79	34	186	66	38	137	166	328	226	201	191	218	199	214	241	268	275	310	201	303	281	271	225	271	315	264	343	181	249	284					
		29.34%	24.90%	25.68%	14.12%	20.75%	24.53%	12.97%	17.57%	27.63%	21.35%	22.69%	28.61%	27.69%	23.73%	26.38%	19.15%	22.76%	16.56%	21.88%	11.42%	29.02%	18.92%	24.81%	22.22%	12.50%	26.37%	14.88%	16.27%	28.14%	20.18%	20.32%	21.44%	22.37%	37.32%	28.79%	27.84%	26.42%	27.74%	27.45%	28.61%	35.76%	34.49%	35.17%	35.55%	32.01%	36.59%	36.35%	37.07%	32.61%	35.61%	38.70%	35.44%	41.43%	26.46%	36.03%	38.07%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	531	11	1	6	3	1	0	3	0	3	6	1	4	3	0	0	4	1	0	4	11	0	3	1	1	0	4	0	2	1	2	2	17	30	23	13	13	16	11	11	4	28	24	22	15	15	27	14	20	31	35	24	15	13	18	14					
		1.93%	1.41%	1.35%	2.35%	0.86%	0.63%	0.00%	1.35%	0.00%	0.81%	1.58%	0.26%	2.05%	1.27%	0.00%	0.00%	3.25%	0.61%	0.00%	0.86%	1.45%	0.00%	2.26%	1.11%	0.36%	0.00%	0.75%	0.00%	0.30%	0.31%	1.07%	0.31%	2.29%	3.41%	2.93%	1.80%	1.80%	2.04%	1.52%	1.47%	0.59%	3.60%	3.07%	2.52%	2.39%	1.81%	3.49%	1.92%	2.90%	4.07%	4.30%	3.22%	1.81%	1.90%	2.60%	1.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10040	375	32	129	165	97	183	105	39	177	218	156	91	96	152	60	51	89	80	256	300	85	40	39	164	67	283	130	241	118	95	255	262	273	252	273	242	262	229	258	221	227	211	262	193	251	221	217	213	204	237	236	231	252	215	230					
		36.57%	48.14%	43.24%	50.59%	47.55%	61.01%	57.91%	47.30%	51.32%	47.84%	57.52%	40.21%	46.67%	40.68%	44.06%	63.83%	41.46%	54.60%	41.67%	55.17%	39.58%	57.43%	30.08%	43.33%	58.57%	36.81%	53.30%	62.20%	36.46%	36.09%	50.80%	39.91%	35.31%	31.06%	32.10%	37.81%	33.47%	33.33%	31.59%	34.49%	32.79%	29.21%	26.98%	30.05%	30.73%	30.31%	28.59%	29.69%	30.87%	26.81%	29.12%	31.68%	27.90%	36.84%	31.11%	30.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	123	9	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	5	1	0	0	0	0	3	1	4	0	0	3	7	5	3	2	5	2	5	5	2	6	4	6	6	2	3	4	4	5	1	3	2	4	0	5					
		0.45%	1.16%	0.00%	0.00%	0.29%	0.63%	0.00%	0.00%	0.00%	0.27%	0.26%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.66%	0.68%	0.00%	0.00%	0.00%	0.00%	0.56%	0.48%	0.61%	0.00%	0.00%	0.47%	0.94%	0.57%	0.38%	0.28%	0.69%	0.25%	0.69%	0.67%	0.30%	0.77%	0.51%	0.69%	0.96%	0.24%	0.39%	0.55%	0.58%	0.66%	0.12%	0.40%	0.24%	0.58%	0.00%	0.67%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
