Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																			
Дата голосования: 02.12.2007																																																																			
																																																																			
Наименование Избирательной комиссии:    Стерлитамакская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954	УИК №2955	УИК №2956	УИК №2957	УИК №2958	УИК №2959	УИК №2960	УИК №2961	УИК №2962	УИК №2963	УИК №2964	УИК №2965	УИК №2966	УИК №2967	УИК №2968	УИК №2969	УИК №2970	УИК №2971	УИК №2972	УИК №2973	УИК №2974	УИК №2975	УИК №2976	УИК №2977	УИК №2978					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	129	3	1	0	0	3	5	3	1	1	3	3	10	1	0	2	2	6	3	3	1	3	9	1	0	1	1	1	4	3	2	1	2	1	7	2	5	0	0	1	0	2	2	0	1	3	1	4	0	1	5	2	4	3	0	1	2	2	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	71	1	0	2	2	2	0	1	2	2	0	2	1	2	2	2	1	0	2	2	2	2	0	2	1	2	0	1	1	1	0	3	0	0	0	0	0	2	2	2	2	0	2	2	2	2	0	0	0	0	1	2	0	2	0	2	0	2	2	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	1.Политическая партия «Аграрная партия России»	265	4	1	2	1	0	0	1	2	0	2	1	3	0	14	0	15	4	4	6	10	1	3	1	4	0	28	2	2	2	4	10	19	3	13	0	2	6	3	1	0	10	1	1	3	0	3	4	0	1	0	1	30	3	2	13	6	1	1	8	3					
		1.02%	1.61%	0.40%	1.08%	0.19%	0.00%	0.00%	0.53%	1.23%	0.00%	0.24%	0.17%	0.49%	0.00%	3.53%	0.00%	3.12%	0.80%	0.84%	1.28%	3.13%	0.79%	0.15%	0.51%	1.34%	0.00%	1.60%	0.78%	0.67%	0.43%	2.33%	1.67%	2.07%	2.01%	0.92%	0.00%	0.27%	2.68%	1.60%	0.46%	0.00%	1.94%	0.71%	0.69%	1.67%	0.00%	1.57%	2.48%	0.00%	0.20%	0.00%	0.27%	2.40%	0.74%	0.68%	3.71%	0.94%	0.18%	0.30%	2.04%	1.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.43%	0.58%	0.33%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.17%	1.31%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.26%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1830	15	13	12	47	12	33	2	3	2	72	20	6	18	16	20	7	22	35	36	34	8	117	7	15	2	158	37	25	42	11	10	78	3	200	26	50	3	4	12	18	32	9	6	8	3	12	10	7	63	42	27	118	47	9	22	25	57	39	31	12					
		7.03%	6.02%	5.22%	6.45%	9.16%	6.28%	8.55%	1.06%	1.85%	1.60%	8.57%	3.41%	0.97%	6.34%	4.03%	5.36%	1.46%	4.39%	7.31%	7.68%	10.63%	6.35%	5.95%	3.59%	5.02%	0.99%	9.01%	14.51%	8.36%	8.99%	6.40%	1.67%	8.52%	2.01%	14.18%	7.14%	6.79%	1.34%	2.14%	5.48%	6.27%	6.21%	6.38%	4.14%	4.44%	2.68%	6.28%	6.21%	2.98%	12.88%	7.00%	7.20%	9.44%	11.52%	3.07%	6.29%	3.92%	10.22%	11.54%	7.91%	4.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	30	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	1	2	0	1	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	4	1	0	0	1	0	0	0	1					
		0.12%	0.40%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.39%	0.67%	0.00%	0.58%	0.00%	0.22%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.19%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.32%	0.25%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.39%					
23	6.Политическая партия «Партия социальной справедливости»	32	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	4	0	0	1	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0					
		0.12%	0.00%	0.40%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	1.31%	2.68%	0.00%	0.00%	0.14%	0.00%	0.00%	1.37%	0.00%	0.19%	0.71%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	567	12	6	5	1	9	0	0	0	1	10	3	3	3	7	39	9	14	6	14	25	2	6	3	2	2	72	2	15	24	6	13	30	9	24	0	30	6	5	5	5	13	5	6	6	3	6	7	9	1	28	3	14	3	2	8	8	4	3	8	2					
		2.18%	4.82%	2.41%	2.69%	0.19%	4.71%	0.00%	0.00%	0.00%	0.80%	1.19%	0.51%	0.49%	1.06%	1.76%	10.46%	1.87%	2.79%	1.25%	2.99%	7.81%	1.59%	0.31%	1.54%	0.67%	0.99%	4.10%	0.78%	5.02%	5.14%	3.49%	2.17%	3.28%	6.04%	1.70%	0.00%	4.08%	2.68%	2.67%	2.28%	1.74%	2.52%	3.55%	4.14%	3.33%	2.68%	3.14%	4.35%	3.83%	0.20%	4.67%	0.80%	1.12%	0.74%	0.68%	2.29%	1.25%	0.72%	0.89%	2.04%	0.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	358	0	2	6	1	0	0	1	0	0	10	0	1	0	8	0	3	4	0	0	6	0	66	1	0	0	61	2	2	13	3	13	8	4	43	0	16	4	5	3	0	11	3	0	4	0	0	2	1	1	0	1	31	2	1	2	5	6	0	0	2					
		1.37%	0.00%	0.80%	3.23%	0.19%	0.00%	0.00%	0.53%	0.00%	0.00%	1.19%	0.00%	0.16%	0.00%	2.02%	0.00%	0.62%	0.80%	0.00%	0.00%	1.88%	0.00%	3.36%	0.51%	0.00%	0.00%	3.48%	0.78%	0.67%	2.78%	1.74%	2.17%	0.87%	2.68%	3.05%	0.00%	2.17%	1.79%	2.67%	1.37%	0.00%	2.14%	2.13%	0.00%	2.22%	0.00%	0.00%	1.24%	0.43%	0.20%	0.00%	0.27%	2.48%	0.49%	0.34%	0.57%	0.78%	1.08%	0.00%	0.00%	0.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	79	5	2	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	3	4	1	0	0	0	0	3	1	2	5	4	0	14	2	0	0	2	0	3	2	0	3	0	0	4	0	0	0	1	0	0	3	3	1	1	2	1	1	0	1	0					
		0.30%	2.01%	0.80%	0.54%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.21%	0.00%	0.00%	0.64%	1.25%	0.79%	0.00%	0.00%	0.00%	0.00%	0.17%	0.39%	0.67%	1.07%	2.33%	0.00%	1.53%	1.34%	0.00%	0.00%	0.27%	0.00%	1.60%	0.91%	0.00%	0.58%	0.00%	0.00%	2.22%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.80%	0.24%	0.25%	0.34%	0.57%	0.16%	0.18%	0.00%	0.26%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22702	211	220	159	463	170	353	182	157	122	738	562	604	262	350	312	441	448	434	406	239	114	1772	183	278	195	1408	210	248	372	142	548	734	122	1124	338	628	200	166	193	264	429	121	132	153	106	168	137	208	423	525	336	1027	349	278	302	584	483	295	338	236					
		87.15%	84.74%	88.35%	85.48%	90.25%	89.01%	91.45%	96.30%	96.91%	97.60%	87.86%	95.90%	97.89%	92.25%	88.16%	83.65%	91.68%	89.42%	90.61%	86.57%	74.69%	90.48%	90.18%	93.85%	92.98%	97.01%	80.27%	82.35%	82.94%	79.66%	82.56%	91.49%	80.13%	81.88%	79.72%	92.86%	85.33%	89.29%	88.77%	88.13%	91.99%	83.30%	85.82%	91.03%	85.00%	94.64%	87.96%	85.09%	88.51%	86.50%	87.50%	89.60%	82.16%	85.54%	94.88%	86.29%	91.54%	86.56%	87.28%	86.22%	92.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	52	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	3	3	0	2	7	1	0	0	1	5	0	0	0	5	0	0	0	0	0	0	0	0	2	2	6	2	0	0	2	1	0	0	0					
		0.20%	0.40%	0.40%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.21%	0.00%	0.00%	0.05%	0.00%	0.00%	0.50%	0.00%	0.00%	1.00%	0.64%	0.00%	0.33%	0.76%	0.67%	0.00%	0.00%	0.14%	2.23%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.53%	0.48%	0.49%	0.00%	0.00%	0.31%	0.18%	0.00%	0.00%	0.00%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
