Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Угранская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702									
		18.05%	20.15%	20.89%	15.38%	12.94%	18.00%	14.86%	18.82%	10.00%	10.81%	18.33%	6.17%	22.92%	34.26%	5.36%	12.12%	17.07%	23.16%	11.85%	8.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0									
		0.24%	0.00%	0.48%	0.00%	1.18%	1.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	1	3	0	0	1	3	1	0	0	2	1	0	0	0	0	0	3	1	0									
		0.54%	0.18%	0.48%	0.00%	0.00%	1.00%	0.93%	1.18%	0.00%	0.00%	1.11%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	1.58%	0.74%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	2	7	0	1	0	1	0	0	0	0	2	1	0	0	0	1	2	2	0									
		0.65%	0.37%	1.12%	0.00%	1.18%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	2.47%	2.08%	0.00%	0.00%	0.00%	1.22%	1.05%	1.48%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	549	126	128	11	20	9	51	12	23	3	45	15	11	7	29	2	7	37	11	2									
		18.70%	23.29%	20.41%	14.10%	23.53%	9.00%	15.79%	14.12%	28.75%	8.11%	25.00%	18.52%	22.92%	6.48%	51.79%	6.06%	8.54%	19.47%	8.15%	2.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	6	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	2	0									
		0.48%	0.00%	0.96%	0.00%	0.00%	1.00%	0.62%	0.00%	1.25%	0.00%	0.00%	2.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.48%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	55	16	17	1	1	0	4	3	1	0	3	0	2	2	0	1	1	0	1	2									
		1.87%	2.96%	2.71%	1.28%	1.18%	0.00%	1.24%	3.53%	1.25%	0.00%	1.67%	0.00%	4.17%	1.85%	0.00%	3.03%	1.22%	0.00%	0.74%	2.99%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
