Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    район Солнцево																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №2791	УИК №2792	УИК №2793	УИК №2794	УИК №2795	УИК №2796	УИК №2797	УИК №2798	УИК №2799	УИК №2800	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №3423	УИК №3765									
24	"6. Политическая партия ""Гражданская Платформа"""	64	1	2	0	5	5	2	0	2	1	1	3	1	0	3	3	2	3	5	4	1	1	0	1	6	0	7	3	2	0	0									
		0.28%	0.15%	0.20%	0.00%	0.56%	0.59%	0.22%	0.00%	0.27%	0.11%	0.13%	0.37%	0.12%	0.00%	0.54%	0.34%	0.18%	0.38%	0.58%	0.44%	0.12%	0.10%	0.00%	0.10%	0.69%	0.00%	0.89%	0.40%	0.26%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3098	94	137	77	145	142	97	74	101	66	99	137	112	25	69	140	122	136	80	139	117	189	105	150	135	94	51	113	107	26	19									
		13.46%	14.53%	13.59%	8.57%	16.37%	16.86%	10.62%	11.56%	13.69%	7.44%	12.82%	16.96%	13.91%	6.53%	12.41%	15.75%	11.21%	17.15%	9.31%	15.21%	14.32%	18.77%	14.40%	15.67%	15.45%	12.88%	6.48%	14.95%	14.12%	17.11%	15.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	393	17	13	3	12	19	11	7	20	20	18	9	2	13	11	18	20	18	14	20	15	19	15	9	8	13	7	12	22	7	1									
		1.71%	2.63%	1.29%	0.33%	1.35%	2.26%	1.20%	1.09%	2.71%	2.25%	2.33%	1.11%	0.25%	3.39%	1.98%	2.02%	1.84%	2.27%	1.63%	2.19%	1.84%	1.89%	2.06%	0.94%	0.92%	1.78%	0.89%	1.59%	2.90%	4.61%	0.81%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	643	20	18	14	17	23	28	14	24	16	13	20	18	23	14	28	40	37	27	6	40	36	19	29	28	15	11	21	33	10	1									
		2.79%	3.09%	1.79%	1.56%	1.92%	2.73%	3.07%	2.19%	3.25%	1.80%	1.68%	2.48%	2.24%	6.01%	2.52%	3.15%	3.68%	4.67%	3.14%	0.66%	4.90%	3.57%	2.61%	3.03%	3.20%	2.05%	1.40%	2.78%	4.35%	6.58%	0.81%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	71	0	3	1	0	2	2	3	1	0	1	4	1	1	3	2	3	4	3	7	2	2	0	2	5	0	16	2	0	0	1									
		0.31%	0.00%	0.30%	0.11%	0.00%	0.24%	0.22%	0.47%	0.14%	0.00%	0.13%	0.50%	0.12%	0.26%	0.54%	0.22%	0.28%	0.50%	0.35%	0.77%	0.24%	0.20%	0.00%	0.21%	0.57%	0.00%	2.03%	0.26%	0.00%	0.00%	0.81%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1100	59	40	24	48	38	51	13	24	40	43	21	51	17	32	66	43	30	54	58	42	59	45	27	37	23	26	30	51	4	4									
		4.78%	9.12%	3.97%	2.67%	5.42%	4.51%	5.59%	2.03%	3.25%	4.51%	5.57%	2.60%	6.34%	4.44%	5.76%	7.42%	3.95%	3.78%	6.29%	6.35%	5.14%	5.86%	6.17%	2.82%	4.23%	3.15%	3.30%	3.97%	6.73%	2.63%	3.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2734	80	71	109	85	109	140	52	51	91	100	92	79	61	51	107	141	90	130	116	135	112	117	106	97	83	82	104	115	19	9									
		11.88%	12.36%	7.04%	12.12%	9.59%	12.95%	15.33%	8.13%	6.91%	10.26%	12.95%	11.39%	9.81%	15.93%	9.17%	12.04%	12.96%	11.35%	15.13%	12.69%	16.52%	11.12%	16.05%	11.08%	11.10%	11.37%	10.42%	13.76%	15.17%	12.50%	7.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	140	2	9	6	3	2	14	2	5	0	8	9	6	3	2	3	3	3	5	2	3	5	3	6	5	3	14	6	6	2	0									
		0.61%	0.31%	0.89%	0.67%	0.34%	0.24%	1.53%	0.31%	0.68%	0.00%	1.04%	1.11%	0.75%	0.78%	0.36%	0.34%	0.28%	0.38%	0.58%	0.22%	0.37%	0.50%	0.41%	0.63%	0.57%	0.41%	1.78%	0.79%	0.79%	1.32%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1182	43	49	62	30	62	56	27	16	62	29	60	16	18	34	56	56	61	22	49	68	66	65	33	43	12	23	16	34	12	2									
		5.14%	6.65%	4.86%	6.90%	3.39%	7.36%	6.13%	4.22%	2.17%	6.99%	3.76%	7.43%	1.99%	4.70%	6.12%	6.30%	5.15%	7.69%	2.56%	5.36%	8.32%	6.55%	8.92%	3.45%	4.92%	1.64%	2.92%	2.12%	4.49%	7.89%	1.61%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
